Time[Minute] 1,GSR (ID=1) [µS],ECG (ID=1) [Arb],Manual Values,
0,1.374,2384,,
00:00.05 ,1.374,2515,,
00:00.1 ,1.331,2285,,
00:00.15 ,1.331,2232,,
00:00.2 ,1.331,2261,,
00:00.25 ,1.331,2194,,
00:00.3 ,1.331,1911,,
00:00.35 ,1.325,2588,,
00:00.4 ,1.325,1908,,
00:00.45 ,1.325,2016,,
00:00.5 ,1.325,2088,,
00:00.55 ,1.325,2315,,
00:00.6 ,1.346,2307,,
00:00.65 ,1.346,2090,,
00:00.7 ,1.346,2072,,
00:00.75 ,1.346,2100,,
00:00.8 ,1.373,2130,,
00:00.85 ,1.373,2007,,
00:00.9 ,1.373,2124,,
00:00.95 ,1.373,2276,,
00:01 .0,1.373,2207,,
00:01.05 ,1.392,2198,,
00:01.1 ,1.392,2183,,
00:01.15 ,1.392,2472,,
00:01.2 ,1.392,2315,,
00:01.25 ,1.392,2187,,
00:01.3 ,1.41,2060,,
00:01.35 ,1.41,2086,,
00:01.4 ,1.41,2295,,
00:01.45 ,1.41,2145,,
00:01.5 ,1.41,2052,,
00:01.55 ,1.42,2178,,
00:01.6 ,1.42,2080,,
00:01.65 ,1.42,1996,,
00:01.7 ,1.42,2135,,
00:01.75 ,1.42,2259,,
00:01.8 ,1.422,2335,,
00:01.85 ,1.422,2061,,
00:01.9 ,1.422,1942,,
00:01.95 ,1.422,2146,,
00:02 .0,1.422,2159,,
00:02.05 ,1.425,2286,,
00:02.1 ,1.425,1841,,
00:02.15 ,1.425,2551,,
00:02.2 ,1.425,2255,,
00:02.25 ,1.425,2023,,
00:02.3 ,1.426,2073,,
00:02.35 ,1.426,2188,,
00:02.4 ,1.426,2293,,
00:02.45 ,1.426,2077,,
00:02.5 ,1.426,2055,,
00:02.55 ,1.422,1981,,
00:02.6 ,1.422,2113,,
00:02.65 ,1.422,2002,,
00:02.7 ,1.422,2001,,
00:02.75 ,1.422,2214,,
00:02.8 ,1.418,2194,,
00:02.85 ,1.418,1977,,
00:02.9 ,1.418,2139,,
00:02.95 ,1.418,2389,,
00:03 .0,1.418,2249,,
00:03.05 ,1.412,1996,,
00:03.1 ,1.412,2078,,
00:03.15 ,1.412,1732,,
00:03.2 ,1.412,2111,,
00:03.25 ,1.412,2125,,
00:03.3 ,1.409,2800,,
00:03.35 ,1.409,2210,,
00:03.4 ,1.409,2335,,
00:03.45 ,1.409,2438,,
00:03.5 ,1.413,2350,,
00:03.55 ,1.413,2252,,
00:03.6 ,1.413,2153,,
00:03.65 ,1.413,2032,,
00:03.7 ,1.413,1958,,
00:03.75 ,1.426,2171,,
00:03.8 ,1.426,1972,,
00:03.85 ,1.426,2258,,
00:03.9 ,1.426,2121,,
00:03.95 ,1.426,2035,,
00:04 .0,1.45,2015,,
00:04.05 ,1.45,2084,,
00:04.1 ,1.45,2304,,
00:04.15 ,1.45,2280,,
00:04.2 ,1.45,1827,,
00:04.25 ,1.49,1810,,
00:04.3 ,1.49,1967,,
00:04.35 ,1.49,1908,,
00:04.4 ,1.49,2032,,
00:04.45 ,1.49,1820,,
00:04.5 ,1.518,2475,,
00:04.55 ,1.518,1959,,
00:04.6 ,1.518,2291,,
00:04.65 ,1.518,1948,,
00:04.7 ,1.518,2151,,
00:04.75 ,1.523,2077,,
00:04.8 ,1.523,1968,,
00:04.85 ,1.523,1988,,
00:04.9 ,1.523,1900,,
00:04.95 ,1.523,1999,,
00:05 .0,1.522,2188,,
