Time[Minute] 1,GSR (ID=1) [µS],ECG (ID=1) [Arb],Manual Values,
0,0.8441,2042,,
00:00.05 ,0.8441,65,,
00:00.1 ,0.8441,91,,
00:00.15 ,0.8491,496,,
00:00.2 ,0.8491,876,,
00:00.25 ,0.8491,1510,,
00:00.3 ,0.8491,1455,,
00:00.35 ,0.8491,1618,,
00:00.4 ,0.8491,1691,,
00:00.45 ,0.8491,1714,,
00:00.5 ,0.8491,1564,,
00:00.55 ,0.8491,1419,,
00:00.6 ,0.8491,1332,,
00:00.65 ,0.8447,1160,,
00:00.7 ,0.8447,521,,
00:00.75 ,0.8447,53,,
00:00.8 ,0.8447,42,,
00:00.85 ,0.8447,48,,
00:00.9 ,0.8391,44,,
00:00.95 ,0.8391,54,,
00:01 .0,0.8391,50,,
00:01.05 ,0.8391,77,,
00:01.1 ,0.8391,121,,
00:01.15 ,0.8389,64,,
00:01.2 ,0.8389,165,,
00:01.25 ,0.8389,398,,
00:01.3 ,0.8389,626,,
00:01.35 ,0.8389,959,,
00:01.4 ,0.8413,1097,,
00:01.45 ,0.8413,1245,,
00:01.5 ,0.8413,1437,,
00:01.55 ,0.8413,1583,,
00:01.6 ,0.8413,1385,,
00:01.65 ,0.848,2153,,
00:01.7 ,0.848,1748,,
00:01.75 ,0.848,1483,,
00:01.8 ,0.848,1665,,
00:01.85 ,0.8566,1685,,
00:01.9 ,0.8566,2020,,
00:01.95 ,0.8566,1921,,
00:02 .0,0.8566,1801,,
00:02.05 ,0.8566,1914,,
00:02.1 ,0.8596,1946,,
00:02.15 ,0.8596,2046,,
00:02.2 ,0.8596,2026,,
00:02.25 ,0.8596,2030,,
00:02.3 ,0.8596,2042,,
00:02.35 ,0.8582,2166,,
00:02.4 ,0.8582,2180,,
00:02.45 ,0.8582,2222,,
00:02.5 ,0.8582,3194,,
00:02.55 ,0.8582,2146,,
00:02.6 ,0.8543,1884,,
00:02.65 ,0.8543,2010,,
00:02.7 ,0.8543,2186,,
00:02.75 ,0.8543,2281,,
00:02.8 ,0.8543,2211,,
00:02.85 ,0.8561,2008,,
00:02.9 ,0.8561,2142,,
00:02.95 ,0.8561,2151,,
00:03 .0,0.8561,2273,,
00:03.05 ,0.8561,2131,,
00:03.1 ,0.861,1860,,
00:03.15 ,0.861,1677,,
00:03.2 ,0.861,1849,,
00:03.25 ,0.861,2001,,
00:03.3 ,0.861,1925,,
00:03.35 ,0.8665,2614,,
00:03.4 ,0.8665,2272,,
00:03.45 ,0.8665,1885,,
00:03.5 ,0.8665,1859,,
00:03.55 ,0.8665,1902,,
00:03.6 ,0.8746,1915,,
00:03.65 ,0.8746,2081,,
00:03.7 ,0.8746,1760,,
00:03.75 ,0.8746,1878,,
00:03.8 ,0.8746,1925,,
00:03.85 ,0.8973,1887,,
00:03.9 ,0.8973,2114,,
00:03.95 ,0.8973,1996,,
00:04 .0,0.8973,2077,,
00:04.05 ,0.8973,2001,,
00:04.1 ,0.9156,2080,,
00:04.15 ,0.9156,1914,,
00:04.2 ,0.9156,1901,,
00:04.25 ,0.9156,3547,,
00:04.3 ,0.9617,1930,,
00:04.35 ,0.9617,1961,,
00:04.4 ,0.9617,2091,,
00:04.45 ,0.9617,2605,,
00:04.5 ,0.9617,2627,,
00:04.55 ,0.9957,2173,,
00:04.6 ,0.9957,2372,,
00:04.65 ,0.9957,2277,,
00:04.7 ,0.9957,2205,,
00:04.75 ,0.9957,2135,,
00:04.8 ,0.9758,2197,,
00:04.85 ,0.9758,2031,,
00:04.9 ,0.9758,2167,,
00:04.95 ,0.9758,2064,,
00:05 .0,0.9758,1864,,
00:05.05 ,0.9632,1750,,
00:05.1 ,0.9632,1965,,
00:05.15 ,0.9632,1190,,
00:05.2 ,0.9632,1674,,
00:05.25 ,0.9632,1942,,
00:05.3 ,0.9381,2245,,
00:05.35 ,0.9381,2478,,
00:05.4 ,0.9381,2500,,
00:05.45 ,0.9381,2753,,
00:05.5 ,0.9381,2976,,
00:05.55 ,0.9557,2474,,
00:05.6 ,0.9557,2457,,
00:05.65 ,0.9557,2606,,
00:05.7 ,0.9557,2627,,
00:05.75 ,0.9557,2705,,
00:05.8 ,0.9975,2593,,
00:05.85 ,0.9975,2154,,
00:05.9 ,0.9975,3513,,
00:05.95 ,0.9975,2243,,
00:06 .0,0.9975,2252,,
00:06.05 ,1.013,2310,,
00:06.1 ,1.013,2315,,
00:06.15 ,1.013,2387,,
00:06.2 ,1.013,2206,,
00:06.25 ,1.013,2454,,
00:06.3 ,1.008,2487,,
00:06.35 ,1.008,2719,,
00:06.4 ,1.008,2923,,
00:06.45 ,1.008,2918,,
00:06.5 ,1.008,3085,,
00:06.55 ,0.9692,3164,,
00:06.6 ,0.9692,3090,,
00:06.65 ,0.9692,2987,,
00:06.7 ,0.9692,3947,,
00:06.75 ,0.9692,2993,,
00:06.8 ,0.9357,2917,,
00:06.85 ,0.9357,3069,,
00:06.9 ,0.9357,3095,,
00:06.95 ,0.9357,2888,,
00:07 .0,0.905,2609,,
00:07.05 ,0.905,2381,,
00:07.1 ,0.905,2671,,
00:07.15 ,0.905,2706,,
00:07.2 ,0.905,2483,,
00:07.25 ,0.8647,2404,,
00:07.3 ,0.8647,2294,,
00:07.35 ,0.8647,1952,,
00:07.4 ,0.8647,1689,,
00:07.45 ,0.8647,1645,,
00:07.5 ,0.8404,3761,,
00:07.55 ,0.8404,1822,,
00:07.6 ,0.8404,2164,,
00:07.65 ,0.8404,2595,,
00:07.7 ,0.8404,2742,,
00:07.75 ,0.8408,2716,,
00:07.8 ,0.8408,2476,,
00:07.85 ,0.8408,2365,,
00:07.9 ,0.8408,2447,,
00:07.95 ,0.8408,2514,,
00:08 .0,0.8369,2442,,
00:08.05 ,0.8369,2373,,
00:08.1 ,0.8369,2384,,
00:08.15 ,0.8369,2426,,
00:08.2 ,0.8369,2310,,
00:08.25 ,0.8457,2310,,
00:08.3 ,0.8457,3958,,
00:08.35 ,0.8457,2180,,
00:08.4 ,0.8457,2193,,
00:08.45 ,0.8457,2362,,
00:08.5 ,0.8459,2509,,
00:08.55 ,0.8459,2716,,
00:08.6 ,0.8459,2248,,
00:08.65 ,0.8459,2341,,
00:08.7 ,0.8459,2357,,
00:08.75 ,0.831,2281,,
00:08.8 ,0.831,2473,,
00:08.85 ,0.831,2263,,
00:08.9 ,0.831,2526,,
00:08.95 ,0.831,2696,,
00:09 .0,0.8417,2607,,
00:09.05 ,0.8417,2713,,
00:09.1 ,0.8417,3903,,
00:09.15 ,0.8417,2808,,
00:09.2 ,0.8417,2625,,
00:09.25 ,0.8611,2885,,
00:09.3 ,0.8611,3016,,
00:09.35 ,0.8611,3169,,
00:09.4 ,0.8611,2440,,
00:09.45 ,0.8803,2323,,
00:09.5 ,0.8803,2204,,
00:09.55 ,0.8803,2364,,
00:09.6 ,0.8803,2235,,
00:09.65 ,0.8803,2445,,
00:09.7 ,0.8972,2668,,
00:09.75 ,0.8972,2288,,
00:09.8 ,0.8972,2339,,
00:09.85 ,0.8972,2228,,
00:09.9 ,0.8972,2497,,
00:09.95 ,0.8983,2350,,
00:10.0,0.8983,1951,,
00:10.05,0.8983,2068,,
00:10.1,0.8983,2004,,
00:10.15,0.8983,2187,,
00:10.2,0.8875,2101,,
00:10.25,0.8875,1804,,
00:10.3,0.8875,1948,,
00:10.35,0.8875,1986,,
00:10.4,0.8875,1720,,
00:10.45,0.9001,2010,,
00:10.5,0.9001,1827,,
00:10.55,0.9001,1771,,
00:10.6,0.9001,1932,,
00:10.65,0.9001,1654,,
00:10.7,0.8991,1799,,
00:10.75,0.8991,3758,,
00:10.8,0.8991,1849,,
00:10.85,0.8991,1952,,
00:10.9,0.8991,2172,,
00:10.95,0.8997,2038,,
00:11.0,0.8997,2001,,
00:11.05,0.8997,2265,,
00:11.1,0.8997,1841,,
00:11.15,0.8997,1869,,
00:11.2,0.9134,1941,,
00:11.25,0.9134,1706,,
00:11.3,0.9134,1973,,
00:11.35,0.9134,2194,,
00:11.4,0.9134,2101,,
00:11.45,0.9028,2168,,
00:11.5,0.9028,1924,,
00:11.55,0.9028,1685,,
00:11.6,0.9028,2705,,
00:11.65,0.9028,1935,,
00:11.7,0.8962,2245,,
00:11.75,0.8962,1844,,
00:11.8,0.8962,2403,,
00:11.85,0.8962,2561,,
00:11.9,0.899,2299,,
00:11.95,0.899,2131,,
00:12.0,0.899,2319,,
00:12.05,0.899,2221,,
00:12.1,0.899,2287,,
00:12.15,0.8959,1676,,
00:12.2,0.8959,1779,,
00:12.25,0.8959,2038,,
00:12.3,0.8959,2277,,
00:12.35,0.8959,2264,,
00:12.4,0.8941,2070,,
00:12.45,0.8941,2463,,
00:12.5,0.8941,1780,,
00:12.55,0.8941,1844,,
00:12.6,0.8941,1813,,
00:12.65,0.8982,2082,,
00:12.7,0.8982,2042,,
00:12.75,0.8982,2043,,
00:12.8,0.8982,2078,,
00:12.85,0.8982,2184,,
00:12.9,0.9012,2113,,
00:12.95,0.9012,1927,,
00:13.0,0.9012,1672,,
00:13.05,0.9012,1660,,
00:13.1,0.9012,2275,,
00:13.15,0.9133,2639,,
00:13.2,0.9133,3085,,
00:13.25,0.9133,3411,,
00:13.3,0.9133,3938,,
00:13.35,0.9133,3727,,
00:13.4,0.9586,3375,,
00:13.45,0.9586,3154,,
00:13.5,0.9586,3353,,
00:13.55,0.9586,2954,,
00:13.6,0.9586,2299,,
00:13.65,0.976,2023,,
00:13.7,0.976,2187,,
00:13.75,0.976,2134,,
00:13.8,0.976,2112,,
00:13.85,0.976,1857,,
00:13.9,0.9734,1708,,
00:13.95,0.9734,2172,,
00:14.0,0.9734,2544,,
00:14.05,0.9734,2177,,
00:14.1,0.9734,3004,,
00:14.15,0.9527,1356,,
00:14.2,0.9527,1013,,
00:14.25,0.9527,1160,,
00:14.3,0.9527,1077,,
00:14.35,0.9001,1382,,
00:14.4,0.9001,1496,,
00:14.45,0.9001,1271,,
00:14.5,0.9001,1248,,
00:14.55,0.9001,1131,,
00:14.6,0.8814,1368,,
00:14.65,0.8814,1382,,
00:14.7,0.8814,1412,,
00:14.75,0.8814,1610,,
00:14.8,0.8814,2147,,
00:14.85,0.8743,1956,,
00:14.9,0.8743,1885,,
00:14.95,0.8743,3334,,
00:15.0,0.8743,1738,,
00:15.05,0.8743,1627,,
00:15.1,0.8664,1856,,
00:15.15,0.8664,1951,,
00:15.2,0.8664,2068,,
00:15.25,0.8664,1607,,
00:15.3,0.8664,1066,,
00:15.35,0.8551,1028,,
00:15.4,0.8551,932,,
00:15.45,0.8551,1317,,
00:15.5,0.8551,1391,,
00:15.55,0.8551,1273,,
00:15.6,0.8444,1408,,
00:15.65,0.8444,1641,,
00:15.7,0.8444,1372,,
00:15.75,0.8444,1467,,
00:15.8,0.8444,2034,,
00:15.85,0.8483,1377,,
00:15.9,0.8483,1453,,
00:15.95,0.8483,1703,,
00:16.0,0.8483,1613,,
00:16.05,0.8483,1702,,
00:16.1,0.8615,1450,,
00:16.15,0.8615,1419,,
00:16.2,0.8615,1542,,
00:16.25,0.8615,1459,,
00:16.3,0.8615,1515,,
00:16.35,0.877,1510,,
00:16.4,0.877,1377,,
00:16.45,0.877,1050,,
00:16.5,0.877,481,,
00:16.55,0.877,266,,
00:16.6,0.8887,678,,
00:16.65,0.8887,295,,
00:16.7,0.8887,237,,
00:16.75,0.8887,667,,
00:16.8,0.8887,1131,,
00:16.85,0.8758,1376,,
00:16.9,0.8758,1455,,
00:16.95,0.8758,1244,,
00:17.0,0.8758,1151,,
00:17.05,0.8427,876,,
00:17.1,0.8427,974,,
00:17.15,0.8427,881,,
00:17.2,0.8427,887,,
00:17.25,0.8427,1122,,
00:17.3,0.8199,1319,,
00:17.35,0.8199,1176,,
00:17.4,0.8199,1269,,
00:17.45,0.8199,2528,,
00:17.5,0.8199,1264,,
00:17.55,0.8063,1195,,
00:17.6,0.8063,1137,,
00:17.65,0.8063,1454,,
00:17.7,0.8063,1354,,
00:17.75,0.8063,948,,
00:17.8,0.8142,1180,,
00:17.85,0.8142,1174,,
00:17.9,0.8142,1354,,
00:17.95,0.8142,1673,,
00:18.0,0.8142,1203,,
00:18.05,0.8411,1288,,
00:18.1,0.8411,1463,,
00:18.15,0.8411,1292,,
00:18.2,0.8411,886,,
00:18.25,0.8411,993,,
00:18.3,0.859,338,,
