Time[Minute] 1,GSR (ID=1) [µS],ECG (ID=1) [Arb],Manual Values,
0,9.208,4060,,
00:00.05 ,9.208,4041,,
00:00.1 ,9.208,4039,,
00:00.15 ,9.067,4043,,
00:00.2 ,9.067,4043,,
00:00.25 ,9.067,4039,,
00:00.3 ,9.067,4041,,
00:00.35 ,9.067,4039,,
00:00.4 ,9.171,4039,,
00:00.45 ,9.171,4042,,
00:00.5 ,9.171,4041,,
00:00.55 ,9.171,4044,,
00:00.6 ,9.171,4040,,
00:00.65 ,9.118,4041,,
00:00.7 ,9.118,4043,,
00:00.75 ,9.118,4041,,
00:00.8 ,9.118,4039,,
00:00.85 ,9.118,4042,,
00:00.9 ,9.239,1095,,
00:00.95 ,9.239,2903,,
00:01 .0,9.239,4028,,
00:01.05 ,9.239,4028,,
00:01.1 ,9.239,4030,,
00:01.15 ,9.323,4028,,
00:01.2 ,9.323,4030,,
00:01.25 ,9.323,4025,,
00:01.3 ,9.323,78,,
00:01.35 ,9.323,4040,,
00:01.4 ,9.171,4042,,
00:01.45 ,9.171,4040,,
00:01.5 ,9.171,4043,,
00:01.55 ,9.171,4043,,
00:01.6 ,9.171,4041,,
00:01.65 ,9.118,4042,,
00:01.7 ,9.118,4040,,
00:01.75 ,9.118,4043,,
00:01.8 ,9.118,4041,,
00:01.85 ,9.118,4042,,
00:01.9 ,9.148,4041,,
00:01.95 ,9.148,4042,,
00:02 .0,9.148,4039,,
00:02.05 ,9.148,4042,,
00:02.1 ,9.148,4042,,
00:02.15 ,8.994,706,,
00:02.2 ,8.994,4028,,
00:02.25 ,8.994,4028,,
00:02.3 ,8.994,4031,,
00:02.35 ,8.994,4029,,
00:02.4 ,8.958,4027,,
00:02.45 ,8.958,4025,,
00:02.5 ,8.958,4023,,
00:02.55 ,8.958,2731,,
00:02.6 ,9.118,197,,
00:02.65 ,9.118,3969,,
00:02.7 ,9.118,4024,,
00:02.75 ,9.118,4028,,
00:02.8 ,9.118,4030,,
00:02.85 ,8.979,4028,,
00:02.9 ,8.979,4029,,
00:02.95 ,8.979,4026,,
00:03 .0,8.979,4031,,
00:03.05 ,8.979,4030,,
00:03.1 ,8.43,4025,,
00:03.15 ,8.43,1309,,
00:03.2 ,8.43,1546,,
00:03.25 ,8.43,2399,,
00:03.3 ,8.43,256,,
00:03.35 ,8.034,3555,,
00:03.4 ,8.034,192,,
00:03.45 ,8.034,1035,,
00:03.5 ,8.034,2183,,
00:03.55 ,8.034,2244,,
00:03.6 ,7.577,1570,,
00:03.65 ,7.577,4024,,
00:03.7 ,7.577,4026,,
00:03.75 ,7.577,4026,,
00:03.8 ,7.577,2540,,
00:03.85 ,7.277,8,,
00:03.9 ,7.277,4033,,
00:03.95 ,7.277,4041,,
00:04 .0,7.277,4041,,
00:04.05 ,7.277,4042,,
00:04.1 ,7.205,4043,,
00:04.15 ,7.205,4042,,
00:04.2 ,7.205,4038,,
00:04.25 ,7.205,4041,,
00:04.3 ,7.205,4039,,
00:04.35 ,7.012,4041,,
00:04.4 ,7.012,4042,,
00:04.45 ,7.012,4044,,
00:04.5 ,7.012,4039,,
00:04.55 ,7.012,4042,,
00:04.6 ,6.871,4040,,
00:04.65 ,6.871,1218,,
00:04.7 ,6.871,4029,,
00:04.75 ,6.871,4028,,
00:04.8 ,6.871,4028,,
00:04.85 ,6.695,4030,,
00:04.9 ,6.695,2230,,
00:04.95 ,6.695,2799,,
00:05 .0,6.695,4030,,
00:05.05 ,6.695,2106,,
00:05.1 ,6.585,13,,
00:05.15 ,6.585,4039,,
00:05.2 ,6.585,4039,,
00:05.25 ,6.585,4037,,
00:05.3 ,6.515,4036,,
00:05.35 ,6.515,4034,,
00:05.4 ,6.515,4034,,
00:05.45 ,6.515,4037,,
00:05.5 ,6.515,4041,,
00:05.55 ,6.373,4042,,
00:05.6 ,6.373,4040,,
00:05.65 ,6.373,4038,,
00:05.7 ,6.373,4042,,
00:05.75 ,6.373,4036,,
00:05.8 ,6.307,4036,,
