Time[Minute] 1,GSR (ID=1) [µS],ECG (ID=1) [Arb],Manual Values,
0,6.4,1631,,
00:00.05 ,6.296,1646,,
00:00.1 ,6.296,1686,,
00:00.15 ,6.296,1663,,
00:00.2 ,6.296,1585,,
00:00.25 ,6.296,1719,,
00:00.3 ,6.167,1851,,
00:00.35 ,6.167,1906,,
00:00.4 ,6.167,2358,,
00:00.45 ,6.167,2205,,
00:00.5 ,6.167,2325,,
00:00.55 ,6.164,3020,,
00:00.6 ,6.164,2534,,
00:00.65 ,6.164,2347,,
00:00.7 ,6.164,2149,,
00:00.75 ,6.164,2064,,
00:00.8 ,6.02,1939,,
00:00.85 ,6.02,1867,,
00:00.9 ,6.02,1904,,
00:00.95 ,6.02,2032,,
00:01 .0,6.02,2237,,
00:01.05 ,6.016,3154,,
00:01.1 ,6.016,3301,,
00:01.15 ,6.016,2728,,
00:01.2 ,6.016,2543,,
00:01.25 ,6.016,2943,,
00:01.3 ,6.125,2483,,
00:01.35 ,6.125,2587,,
00:01.4 ,6.125,2563,,
00:01.45 ,6.125,2548,,
00:01.5 ,6.125,2490,,
00:01.55 ,6.174,2530,,
00:01.6 ,6.174,2490,,
00:01.65 ,6.174,2625,,
00:01.7 ,6.174,2621,,
00:01.75 ,6.174,2683,,
00:01.8 ,6.381,2723,,
00:01.85 ,6.381,2550,,
00:01.9 ,6.381,2339,,
00:01.95 ,6.381,2453,,
00:02 .0,6.381,2381,,
00:02.05 ,6.542,2429,,
00:02.1 ,6.542,2172,,
00:02.15 ,6.542,2792,,
00:02.2 ,6.542,2445,,
00:02.25 ,6.542,2512,,
00:02.3 ,6.654,2519,,
00:02.35 ,6.654,2502,,
00:02.4 ,6.654,2481,,
00:02.45 ,6.654,2387,,
00:02.5 ,6.654,2285,,
00:02.55 ,6.715,2284,,
00:02.6 ,6.715,2297,,
00:02.65 ,6.715,2256,,
00:02.7 ,6.715,2274,,
00:02.75 ,6.761,2438,,
00:02.8 ,6.761,2375,,
00:02.85 ,6.761,2447,,
00:02.9 ,6.761,2436,,
00:02.95 ,6.761,3355,,
00:03 .0,6.748,2379,,
00:03.05 ,6.748,2372,,
00:03.1 ,6.748,2588,,
00:03.15 ,6.748,2473,,
00:03.2 ,6.748,2477,,
00:03.25 ,6.674,2586,,
00:03.3 ,6.674,2575,,
00:03.35 ,6.674,2365,,
00:03.4 ,6.674,2752,,
00:03.45 ,6.674,2297,,
00:03.5 ,6.642,2069,,
00:03.55 ,6.642,1498,,
00:03.6 ,6.642,1246,,
00:03.65 ,6.642,1058,,
00:03.7 ,6.642,1471,,
00:03.75 ,6.732,1126,,
00:03.8 ,6.732,1284,,
00:03.85 ,6.732,1549,,
00:03.9 ,6.732,1657,,
00:03.95 ,6.732,1978,,
00:04 .0,6.981,1969,,
00:04.05 ,6.981,2203,,
00:04.1 ,6.981,2174,,
00:04.15 ,6.981,2380,,
00:04.2 ,6.981,2616,,
00:04.25 ,7.177,2695,,
00:04.3 ,7.177,2567,,
00:04.35 ,7.177,2631,,
00:04.4 ,7.177,3049,,
00:04.45 ,7.177,2741,,
00:04.5 ,7.186,2704,,
00:04.55 ,7.186,2906,,
00:04.6 ,7.186,2944,,
00:04.65 ,7.186,3071,,
00:04.7 ,7.186,2811,,
00:04.75 ,7.135,3008,,
00:04.8 ,7.135,3166,,
00:04.85 ,7.135,3106,,
00:04.9 ,7.135,3101,,
00:04.95 ,7.135,3117,,
00:05 .0,6.863,3093,,
00:05.05 ,6.863,3210,,
00:05.1 ,6.863,2711,,
00:05.15 ,6.863,2637,,
00:05.2 ,6.863,2911,,
00:05.25 ,6.578,2632,,
00:05.3 ,6.578,2846,,
00:05.35 ,6.578,2741,,
00:05.4 ,6.578,2584,,
00:05.45 ,6.578,2578,,
00:05.5 ,6.373,2510,,
00:05.55 ,6.373,2628,,
00:05.6 ,6.373,2603,,
00:05.65 ,6.373,2415,,
00:05.7 ,6.136,2396,,
00:05.75 ,6.136,2840,,
00:05.8 ,6.136,2265,,
00:05.85 ,6.136,2187,,
00:05.9 ,6.136,2438,,
00:05.95 ,5.937,1952,,
00:06 .0,5.937,2519,,
00:06.05 ,5.937,1781,,
00:06.1 ,5.937,1374,,
00:06.15 ,5.937,454,,
00:06.2 ,5.904,51,,
00:06.25 ,5.904,47,,
00:06.3 ,5.904,46,,
00:06.35 ,5.904,36,,
00:06.4 ,5.904,43,,
00:06.45 ,5.963,48,,
00:06.5 ,5.963,219,,
00:06.55 ,5.963,524,,
00:06.6 ,5.963,917,,
00:06.65 ,5.963,932,,
00:06.7 ,6.21,1283,,
00:06.75 ,6.21,1647,,
00:06.8 ,6.21,1711,,
00:06.85 ,6.21,1393,,
00:06.9 ,6.21,1790,,
00:06.95 ,6.736,1431,,
00:07 .0,6.736,1767,,
00:07.05 ,6.736,2061,,
00:07.1 ,6.736,2184,,
00:07.15 ,6.736,2123,,
00:07.2 ,6.928,2316,,
00:07.25 ,6.928,2172,,
00:07.3 ,6.928,2259,,
00:07.35 ,6.928,2113,,
00:07.4 ,6.928,2115,,
00:07.45 ,6.941,1753,,
00:07.5 ,6.941,1552,,
00:07.55 ,6.941,1583,,
00:07.6 ,6.941,1647,,
00:07.65 ,6.941,1602,,
00:07.7 ,6.732,1462,,
00:07.75 ,6.732,1551,,
00:07.8 ,6.732,1680,,
00:07.85 ,6.732,1532,,
00:07.9 ,6.732,1950,,
00:07.95 ,6.146,2414,,
00:08 .0,6.146,2468,,
00:08.05 ,6.146,2227,,
00:08.1 ,6.146,2133,,
00:08.15 ,6.01,1973,,
00:08.2 ,6.01,2066,,
00:08.25 ,6.01,2275,,
00:08.3 ,6.01,2355,,
00:08.35 ,6.01,1777,,
00:08.4 ,6.023,2069,,
00:08.45 ,6.023,1757,,
00:08.5 ,6.023,1477,,
00:08.55 ,6.023,1663,,
00:08.6 ,6.023,1867,,
00:08.65 ,6.06,1686,,
00:08.7 ,6.06,2060,,
00:08.75 ,6.06,2015,,
00:08.8 ,6.06,2076,,
00:08.85 ,6.06,1916,,
00:08.9 ,6.263,2100,,
00:08.95 ,6.263,1900,,
00:09 .0,6.263,1851,,
00:09.05 ,6.263,2216,,
00:09.1 ,6.263,2044,,
00:09.15 ,6.355,2283,,
00:09.2 ,6.355,1982,,
00:09.25 ,6.355,2000,,
00:09.3 ,6.355,1973,,
00:09.35 ,6.355,2111,,
00:09.4 ,6.396,1980,,
00:09.45 ,6.396,2174,,
00:09.5 ,6.396,2062,,
00:09.55 ,6.396,2229,,
00:09.6 ,6.396,2244,,
00:09.65 ,6.411,2011,,
00:09.7 ,6.411,2569,,
00:09.75 ,6.411,1902,,
00:09.8 ,6.411,2032,,
00:09.85 ,6.411,2178,,
00:09.9 ,6.472,2164,,
00:09.95 ,6.472,1986,,
00:10.0,6.472,2013,,
00:10.05,6.472,1900,,
00:10.1,6.472,2071,,
00:10.15,6.495,2151,,
00:10.2,6.495,2399,,
00:10.25,6.495,2166,,
00:10.3,6.495,2296,,
00:10.35,6.495,2146,,
00:10.4,6.519,2387,,
00:10.45,6.519,2112,,
00:10.5,6.519,2008,,
00:10.55,6.519,1759,,
00:10.6,6.519,1729,,
00:10.65,6.566,1779,,
00:10.7,6.566,1829,,
00:10.75,6.566,2047,,
00:10.8,6.566,2008,,
00:10.85,6.566,1849,,
00:10.9,6.622,1910,,
00:10.95,6.622,1984,,
00:11.0,6.622,1961,,
00:11.05,6.622,1888,,
00:11.1,6.593,1634,,
00:11.15,6.593,2312,,
00:11.2,6.593,1624,,
00:11.25,6.593,1757,,
00:11.3,6.593,2047,,
00:11.35,6.538,2097,,
00:11.4,6.538,2252,,
00:11.45,6.538,2169,,
00:11.5,6.538,2403,,
00:11.55,6.538,2252,,
00:11.6,6.59,2446,,
00:11.65,6.59,2402,,
00:11.7,6.59,2402,,
00:11.75,6.59,1981,,
00:11.8,6.59,2225,,
00:11.85,6.757,2118,,
00:11.9,6.757,2297,,
00:11.95,6.757,2046,,
00:12.0,6.757,2221,,
00:12.05,6.757,2284,,
00:12.1,6.981,2369,,
00:12.15,6.981,2190,,
00:12.2,6.981,1695,,
00:12.25,6.981,1994,,
00:12.3,6.981,1943,,
00:12.35,7.121,1832,,
00:12.4,7.121,1841,,
00:12.45,7.121,1841,,
00:12.5,7.121,1657,,
00:12.55,7.121,1895,,
00:12.6,7.003,2013,,
00:12.65,7.003,2100,,
00:12.7,7.003,2106,,
00:12.75,7.003,2364,,
00:12.8,7.003,2299,,
00:12.85,6.719,2338,,
00:12.9,6.719,2398,,
00:12.95,6.719,2377,,
00:13.0,6.719,2391,,
00:13.05,6.719,2264,,
00:13.1,6.491,2213,,
00:13.15,6.491,2157,,
00:13.2,6.491,2117,,
00:13.25,6.491,1947,,
00:13.3,6.491,1831,,
00:13.35,6.388,1842,,
00:13.4,6.388,2445,,
00:13.45,6.388,2664,,
00:13.5,6.388,3094,,
00:13.55,6.318,2743,,
00:13.6,6.318,1194,,
00:13.65,6.318,907,,
