Time[Minute] 1,GSR (ID=1) [µS],ECG (ID=1) [Arb],Manual Values,
0,1.018,4037,,
00:00.05 ,1.018,2647,,
00:00.1 ,1.018,2516,,
00:00.15 ,1.018,2285,,
00:00.2 ,1.033,2687,,
00:00.25 ,1.033,2746,,
00:00.3 ,1.033,2749,,
00:00.35 ,1.033,2613,,
00:00.4 ,1.033,2056,,
00:00.45 ,1.042,1125,,
00:00.5 ,1.042,1842,,
00:00.55 ,1.042,1489,,
00:00.6 ,1.042,1704,,
00:00.65 ,1.042,1749,,
00:00.7 ,1.045,1165,,
00:00.75 ,1.045,878,,
00:00.8 ,1.045,1542,,
00:00.85 ,1.045,713,,
00:00.9 ,1.045,1560,,
00:00.95 ,1.045,774,,
00:01 .0,1.045,680,,
00:01.05 ,1.045,199,,
00:01.1 ,1.045,89,,
00:01.15 ,1.045,2332,,
00:01.2 ,1.045,3964,,
00:01.25 ,1.045,3943,,
00:01.3 ,1.045,3153,,
00:01.35 ,1.045,202,,
00:01.4 ,1.045,33,,
00:01.45 ,1.051,30,,
00:01.5 ,1.051,32,,
00:01.55 ,1.051,23,,
00:01.6 ,1.051,42,,
00:01.65 ,1.044,70,,
00:01.7 ,1.044,47,,
00:01.75 ,1.044,21,,
00:01.8 ,1.044,25,,
00:01.85 ,1.044,22,,
00:01.9 ,1.042,37,,
00:01.95 ,1.042,43,,
00:02 .0,1.042,3096,,
00:02.05 ,1.042,3945,,
00:02.1 ,1.042,3975,,
00:02.15 ,1.048,3961,,
00:02.2 ,1.048,3928,,
00:02.25 ,1.048,3670,,
00:02.3 ,1.048,29,,
00:02.35 ,1.048,31,,
00:02.4 ,1.058,27,,
00:02.45 ,1.058,27,,
00:02.5 ,1.058,1273,,
00:02.55 ,1.058,3442,,
00:02.6 ,1.058,3959,,
00:02.65 ,1.086,3985,,
00:02.7 ,1.086,4002,,
00:02.75 ,1.086,4000,,
00:02.8 ,1.086,3993,,
00:02.85 ,1.086,3988,,
00:02.9 ,1.117,3878,,
00:02.95 ,1.117,2628,,
00:03 .0,1.117,3321,,
00:03.05 ,1.117,2446,,
00:03.1 ,1.117,3068,,
00:03.15 ,1.137,2716,,
00:03.2 ,1.137,2108,,
00:03.25 ,1.137,2923,,
00:03.3 ,1.137,3361,,
00:03.35 ,1.137,3050,,
00:03.4 ,1.14,3582,,
00:03.45 ,1.14,3031,,
00:03.5 ,1.14,2666,,
00:03.55 ,1.14,3147,,
00:03.6 ,1.14,2238,,
00:03.65 ,1.129,1086,,
00:03.7 ,1.129,38,,
00:03.75 ,1.129,23,,
00:03.8 ,1.129,18,,
00:03.85 ,1.129,13,,
00:03.9 ,1.072,12,,
00:03.95 ,1.072,11,,
00:04 .0,1.072,16,,
00:04.05 ,1.072,17,,
00:04.1 ,1.072,36,,
00:04.15 ,1.043,508,,
00:04.2 ,1.043,2827,,
00:04.25 ,1.043,3334,,
00:04.3 ,1.043,2694,,
00:04.35 ,1.062,1710,,
00:04.4 ,1.062,1935,,
00:04.45 ,1.062,224,,
00:04.5 ,1.062,27,,
00:04.55 ,1.062,17,,
00:04.6 ,1.084,20,,
00:04.65 ,1.084,117,,
00:04.7 ,1.084,3892,,
00:04.75 ,1.084,3893,,
00:04.8 ,1.084,3976,,
00:04.85 ,1.138,3760,,
00:04.9 ,1.138,1454,,
00:04.95 ,1.138,548,,
00:05 .0,1.138,823,,
00:05.05 ,1.138,52,,
00:05.1 ,1.147,1738,,
00:05.15 ,1.147,3995,,
00:05.2 ,1.147,4019,,
00:05.25 ,1.147,4022,,
00:05.3 ,1.147,4021,,
00:05.35 ,1.097,4015,,
00:05.4 ,1.097,726,,
00:05.45 ,1.097,12,,
00:05.5 ,1.097,10,,
00:05.55 ,1.097,11,,
00:05.6 ,1.08,23,,
00:05.65 ,1.08,922,,
00:05.7 ,1.08,3187,,
00:05.75 ,1.08,3984,,
00:05.8 ,1.08,3987,,
00:05.85 ,1.096,3956,,
00:05.9 ,1.096,3659,,
00:05.95 ,1.096,1127,,
00:06 .0,1.096,45,,
00:06.05 ,1.096,1301,,
00:06.1 ,1.105,2704,,
00:06.15 ,1.105,2831,,
00:06.2 ,1.105,3134,,
00:06.25 ,1.105,2995,,
00:06.3 ,1.105,2453,,
00:06.35 ,1.136,2913,,
00:06.4 ,1.136,1988,,
00:06.45 ,1.136,2568,,
00:06.5 ,1.136,2944,,
00:06.55 ,1.136,2121,,
00:06.6 ,1.136,2294,,
00:06.65 ,1.136,2276,,
00:06.7 ,1.136,2389,,
00:06.75 ,1.136,2154,,
00:06.8 ,1.136,1217,,
00:06.85 ,1.104,1513,,
00:06.9 ,1.104,1068,,
00:06.95 ,1.104,1319,,
00:07 .0,1.104,3636,,
00:07.05 ,1.104,3983,,
00:07.1 ,1.102,3983,,
00:07.15 ,1.102,3957,,
00:07.2 ,1.102,2222,,
00:07.25 ,1.102,1075,,
00:07.3 ,1.093,1736,,
00:07.35 ,1.093,1033,,
00:07.4 ,1.093,1818,,
00:07.45 ,1.093,1692,,
00:07.5 ,1.093,675,,
00:07.55 ,1.089,997,,
00:07.6 ,1.089,1754,,
00:07.65 ,1.089,964,,
00:07.7 ,1.089,1241,,
00:07.75 ,1.089,1227,,
00:07.8 ,1.089,1388,,
00:07.85 ,1.089,2209,,
00:07.9 ,1.089,1317,,
00:07.95 ,1.089,706,,
00:08 .0,1.089,1853,,
00:08.05 ,1.088,2468,,
00:08.1 ,1.088,1965,,
00:08.15 ,1.088,1462,,
00:08.2 ,1.088,1073,,
00:08.25 ,1.088,730,,
00:08.3 ,1.086,783,,
00:08.35 ,1.086,32,,
00:08.4 ,1.086,25,,
00:08.45 ,1.086,33,,
00:08.5 ,1.086,434,,
00:08.55 ,1.087,2270,,
00:08.6 ,1.087,413,,
00:08.65 ,1.087,36,,
00:08.7 ,1.087,1303,,
00:08.75 ,1.087,2412,,
00:08.8 ,1.088,3741,,
00:08.85 ,1.088,3995,,
00:08.9 ,1.088,4002,,
00:08.95 ,1.088,4012,,
00:09 .0,1.088,4001,,
00:09.05 ,1.095,3990,,
00:09.1 ,1.095,2648,,
00:09.15 ,1.095,751,,
00:09.2 ,1.095,144,,
00:09.25 ,1.095,28,,
00:09.3 ,1.105,20,,
00:09.35 ,1.105,23,,
00:09.4 ,1.105,775,,
00:09.45 ,1.105,2824,,
00:09.5 ,1.105,3327,,
00:09.55 ,1.125,2222,,
00:09.6 ,1.125,1225,,
00:09.65 ,1.125,2516,,
00:09.7 ,1.125,2264,,
00:09.75 ,1.132,846,,
00:09.8 ,1.132,692,,
00:09.85 ,1.132,474,,
00:09.9 ,1.132,53,,
00:09.95 ,1.132,281,,
00:10.0,1.127,257,,
00:10.05,1.127,812,,
00:10.1,1.127,2076,,
00:10.15,1.127,2119,,
00:10.2,1.127,1236,,
00:10.25,1.118,1427,,
00:10.3,1.118,336,,
00:10.35,1.118,1015,,
00:10.4,1.118,315,,
00:10.45,1.118,818,,
00:10.5,1.096,1607,,
00:10.55,1.096,2497,,
00:10.6,1.096,2617,,
00:10.65,1.096,2701,,
00:10.7,1.096,567,,
00:10.75,1.083,425,,
00:10.8,1.083,41,,
00:10.85,1.083,24,,
00:10.9,1.083,28,,
00:10.95,1.083,202,,
00:11.0,1.069,1903,,
00:11.05,1.069,1700,,
00:11.1,1.069,74,,
00:11.15,1.069,49,,
00:11.2,1.069,774,,
00:11.25,1.06,2820,,
00:11.3,1.06,3885,,
00:11.35,1.06,3869,,
00:11.4,1.06,2885,,
00:11.45,1.06,2759,,
00:11.5,1.067,2385,,
00:11.55,1.067,1758,,
00:11.6,1.067,1793,,
00:11.65,1.067,1768,,
00:11.7,1.067,1594,,
00:11.75,1.069,1225,,
00:11.8,1.069,461,,
00:11.85,1.069,1245,,
00:11.9,1.069,1589,,
00:11.95,1.069,2093,,
00:12.0,1.078,1823,,
00:12.05,1.078,3343,,
00:12.1,1.078,3244,,
00:12.15,1.078,3989,,
00:12.2,1.078,3980,,
00:12.25,1.078,3987,,
00:12.3,1.078,4006,,
00:12.35,1.078,4016,,
00:12.4,1.078,4001,,
00:12.45,1.078,3990,,
00:12.5,1.012,2933,,
00:12.55,1.012,3980,,
00:12.6,1.012,3997,,
00:12.65,1.012,4006,,
00:12.7,1.012,4000,,
00:12.75,0.9805,471,,
00:12.8,0.9805,1025,,
00:12.85,0.9805,3993,,
00:12.9,0.9805,3827,,
00:12.95,0.9831,3811,,
00:13.0,0.9831,1369,,
00:13.05,0.9831,889,,
00:13.1,0.9831,241,,
00:13.15,0.9831,424,,
00:13.2,0.9854,36,,
00:13.25,0.9854,54,,
00:13.3,0.9854,110,,
00:13.35,0.9854,33,,
00:13.4,0.9854,32,,
00:13.45,1.041,36,,
00:13.5,1.041,30,,
00:13.55,1.041,133,,
00:13.6,1.041,50,,
00:13.65,1.041,911,,
00:13.7,1.083,2309,,
00:13.75,1.083,3144,,
00:13.8,1.083,2952,,
00:13.85,1.083,2654,,
00:13.9,1.083,1436,,
00:13.95,1.094,2041,,
00:14.0,1.094,1834,,
00:14.05,1.094,1306,,
00:14.1,1.094,927,,
00:14.15,1.094,1067,,
00:14.2,1.108,284,,
00:14.25,1.108,1536,,
00:14.3,1.108,1102,,
00:14.35,1.108,1377,,
00:14.4,1.108,1846,,
00:14.45,1.116,2324,,
00:14.5,1.116,1699,,
00:14.55,1.116,2086,,
00:14.6,1.116,1205,,
00:14.65,1.116,2436,,
00:14.7,1.115,1920,,
00:14.75,1.115,1844,,
00:14.8,1.115,1615,,
00:14.85,1.115,2123,,
00:14.9,1.115,1604,,
00:14.95,1.111,2386,,
00:15.0,1.111,1528,,
00:15.05,1.111,2258,,
00:15.1,1.111,2069,,
00:15.15,1.111,2491,,
00:15.2,1.113,3360,,
00:15.25,1.113,3962,,
00:15.3,1.113,3691,,
00:15.35,1.113,2819,,
00:15.4,1.111,1488,,
00:15.45,1.111,150,,
00:15.5,1.111,41,,
00:15.55,1.111,38,,
00:15.6,1.111,41,,
00:15.65,1.105,463,,
00:15.7,1.105,1202,,
00:15.75,1.105,3089,,
00:15.8,1.105,3621,,
00:15.85,1.105,3988,,
00:15.9,1.11,4000,,
00:15.95,1.11,4006,,
00:16.0,1.11,3996,,
00:16.05,1.11,3991,,
00:16.1,1.11,3983,,
00:16.15,1.094,3968,,
00:16.2,1.094,3959,,
00:16.25,1.094,3419,,
00:16.3,1.094,1683,,
00:16.35,1.094,3265,,
00:16.4,1.102,1572,,
00:16.45,1.102,658,,
00:16.5,1.102,74,,
00:16.55,1.102,327,,
00:16.6,1.102,983,,
00:16.65,1.111,1880,,
00:16.7,1.111,984,,
00:16.75,1.111,1335,,
00:16.8,1.111,1187,,
00:16.85,1.111,2752,,
00:16.9,1.112,2390,,
00:16.95,1.112,568,,
00:17.0,1.112,46,,
00:17.05,1.112,63,,
00:17.1,1.112,39,,
00:17.15,1.118,30,,
00:17.2,1.118,26,,
00:17.25,1.118,25,,
00:17.3,1.118,1911,,
00:17.35,1.118,49,,
00:17.4,1.114,42,,
00:17.45,1.114,401,,
00:17.5,1.114,1344,,
00:17.55,1.114,1868,,
00:17.6,1.114,44,,
00:17.65,1.121,33,,
00:17.7,1.121,474,,
00:17.75,1.121,2802,,
00:17.8,1.121,2617,,
00:17.85,1.121,3933,,
00:17.9,1.117,3821,,
00:17.95,1.117,3668,,
00:18.0,1.117,3939,,
00:18.05,1.117,3986,,
00:18.1,1.117,3905,,
00:18.15,1.134,2993,,
00:18.2,1.134,3872,,
00:18.25,1.134,3980,,
00:18.3,1.134,3989,,
00:18.35,1.139,3981,,
00:18.4,1.139,3951,,
00:18.45,1.139,2725,,
00:18.5,1.139,35,,
00:18.55,1.139,52,,
00:18.6,1.123,34,,
00:18.65,1.123,17,,
00:18.7,1.123,17,,
00:18.75,1.123,14,,
00:18.8,1.123,18,,
00:18.85,1.113,21,,
00:18.9,1.113,19,,
00:18.95,1.113,16,,
00:19.0,1.113,19,,
00:19.05,1.113,21,,
00:19.1,1.097,20,,
00:19.15,1.097,17,,
00:19.2,1.097,15,,
00:19.25,1.097,10,,
00:19.3,1.097,4,,
00:19.35,1.089,1,,
00:19.4,1.089,2,,
00:19.45,1.089,5,,
00:19.5,1.089,6,,
00:19.55,1.089,13,,
00:19.6,1.097,20,,
00:19.65,1.097,15,,
00:19.7,1.097,16,,
00:19.75,1.097,16,,
00:19.8,1.097,19,,
00:19.85,1.107,18,,
00:19.9,1.107,15,,
00:19.95,1.107,11,,
00:20.0,1.107,13,,
00:20.05,1.107,14,,
00:20.1,1.117,11,,
00:20.15,1.117,14,,
00:20.2,1.117,15,,
00:20.25,1.117,15,,
00:20.3,1.117,18,,
00:20.35,1.118,24,,
00:20.4,1.118,20,,
00:20.45,1.118,18,,
00:20.5,1.118,417,,
00:20.55,1.118,501,,
00:20.6,1.114,22,,
00:20.65,1.114,18,,
00:20.7,1.114,15,,
00:20.75,1.114,9,,
00:20.8,1.115,16,,
00:20.85,1.115,28,,
00:20.9,1.115,1903,,
00:20.95,1.115,2790,,
00:21.0,1.115,2463,,
00:21.05,1.109,3039,,
00:21.1,1.109,2877,,
00:21.15,1.109,2366,,
00:21.2,1.109,2038,,
00:21.25,1.109,3979,,
00:21.3,1.105,3985,,
00:21.35,1.105,3977,,
00:21.4,1.105,3317,,
00:21.45,1.105,3034,,
00:21.5,1.105,1858,,
00:21.55,1.091,134,,
00:21.6,1.091,434,,
00:21.65,1.091,55,,
00:21.7,1.091,2736,,
00:21.75,1.091,3942,,
00:21.8,1.089,3996,,
00:21.85,1.089,3989,,
00:21.9,1.089,3974,,
00:21.95,1.089,1186,,
00:22.0,1.089,363,,
00:22.05,1.081,24,,
00:22.1,1.081,15,,
00:22.15,1.081,14,,
00:22.2,1.081,11,,
00:22.25,1.081,7,,
00:22.3,1.083,13,,
00:22.35,1.083,24,,
00:22.4,1.083,919,,
00:22.45,1.083,2895,,
00:22.5,1.083,1255,,
00:22.55,1.095,1857,,
00:22.6,1.095,1769,,
00:22.65,1.095,2855,,
00:22.7,1.095,3375,,
00:22.75,1.095,3841,,
00:22.8,1.082,2855,,
00:22.85,1.082,2150,,
00:22.9,1.082,1220,,
00:22.95,1.082,1570,,
00:23.0,1.082,3151,,
00:23.05,1.083,1821,,
00:23.1,1.083,1322,,
00:23.15,1.083,2033,,
00:23.2,1.083,2295,,
00:23.25,1.083,64,,
00:23.3,1.061,99,,
00:23.35,1.061,77,,
00:23.4,1.061,605,,
00:23.45,1.061,1326,,
