Time[Minute] 1,GSR (ID=1) [µS],ECG (ID=1) [Arb],Manual Values,
0,5.087,2285,,
00:00.05 ,5.087,2136,,
00:00.1 ,5.087,3170,,
00:00.15 ,5.087,2193,,
00:00.2 ,5.105,2334,,
00:00.25 ,5.105,2225,,
00:00.3 ,5.105,2410,,
00:00.35 ,5.105,2572,,
00:00.4 ,5.127,2148,,
00:00.45 ,5.127,2102,,
00:00.5 ,5.127,2145,,
00:00.55 ,5.127,2246,,
00:00.6 ,5.127,2181,,
00:00.65 ,5.129,2201,,
00:00.7 ,5.129,2228,,
00:00.75 ,5.129,2293,,
00:00.8 ,5.129,2289,,
00:00.85 ,5.129,2210,,
00:00.9 ,5.124,2209,,
00:00.95 ,5.124,2173,,
00:01 .0,5.124,2169,,
00:01.05 ,5.124,2234,,
00:01.1 ,5.124,2332,,
00:01.15 ,5.107,2560,,
00:01.2 ,5.107,2507,,
00:01.25 ,5.107,2149,,
00:01.3 ,5.107,2063,,
00:01.35 ,5.107,2286,,
00:01.4 ,5.095,2196,,
00:01.45 ,5.095,2162,,
00:01.5 ,5.095,2139,,
00:01.55 ,5.095,2140,,
00:01.6 ,5.095,2348,,
00:01.65 ,5.085,2183,,
00:01.7 ,5.085,2165,,
00:01.75 ,5.085,1984,,
00:01.8 ,5.085,2106,,
00:01.85 ,5.085,2188,,
00:01.9 ,5.058,2268,,
00:01.95 ,5.058,2471,,
00:02 .0,5.058,2210,,
00:02.05 ,5.058,2048,,
00:02.1 ,5.058,1931,,
00:02.15 ,5.032,2095,,
00:02.2 ,5.032,2135,,
00:02.25 ,5.032,1969,,
00:02.3 ,5.032,1856,,
00:02.35 ,5.032,1913,,
00:02.4 ,5.011,2068,,
00:02.45 ,5.011,2095,,
00:02.5 ,5.011,2909,,
00:02.55 ,5.011,2221,,
00:02.6 ,5.011,2237,,
00:02.65 ,4.996,2365,,
00:02.7 ,4.996,2498,,
00:02.75 ,4.996,2540,,
00:02.8 ,4.996,2261,,
00:02.85 ,4.996,2135,,
00:02.9 ,5.013,1955,,
00:02.95 ,5.013,2291,,
00:03 .0,5.013,2133,,
00:03.05 ,5.013,2101,,
00:03.1 ,5.013,2435,,
00:03.15 ,5.051,2191,,
00:03.2 ,5.051,2244,,
00:03.25 ,5.051,2536,,
00:03.3 ,5.051,2067,,
00:03.35 ,5.051,2453,,
00:03.4 ,5.075,2532,,
00:03.45 ,5.075,2547,,
00:03.5 ,5.075,2632,,
00:03.55 ,5.075,2086,,
00:03.6 ,5.1,1948,,
00:03.65 ,5.1,1913,,
00:03.7 ,5.1,1809,,
00:03.75 ,5.1,1513,,
00:03.8 ,5.1,1741,,
00:03.85 ,5.09,2165,,
00:03.9 ,5.09,2493,,
00:03.95 ,5.09,3001,,
00:04 .0,5.09,2724,,
00:04.05 ,5.09,2407,,
00:04.1 ,5.061,2139,,
00:04.15 ,5.061,1901,,
00:04.2 ,5.061,1777,,
00:04.25 ,5.061,1744,,
00:04.3 ,5.061,1879,,
00:04.35 ,5.049,1099,,
00:04.4 ,5.049,822,,
00:04.45 ,5.049,927,,
00:04.5 ,5.049,1595,,
00:04.55 ,5.049,1581,,
00:04.6 ,5.022,1857,,
00:04.65 ,5.022,2072,,
00:04.7 ,5.022,1672,,
00:04.75 ,5.022,2266,,
00:04.8 ,5.022,2281,,
00:04.85 ,5.042,2959,,
00:04.9 ,5.042,2219,,
00:04.95 ,5.042,1556,,
00:05 .0,5.042,2548,,
00:05.05 ,5.042,2891,,
00:05.1 ,5.08,2834,,
00:05.15 ,5.08,3178,,
00:05.2 ,5.08,2962,,
00:05.25 ,5.08,3147,,
00:05.3 ,5.08,2511,,
00:05.35 ,5.122,2983,,
00:05.4 ,5.122,3401,,
00:05.45 ,5.122,3028,,
00:05.5 ,5.122,3903,,
00:05.55 ,5.122,3648,,
00:05.6 ,5.177,3894,,
00:05.65 ,5.177,3958,,
00:05.7 ,5.177,3961,,
00:05.75 ,5.177,3965,,
00:05.8 ,5.177,3978,,
00:05.85 ,5.192,3985,,
00:05.9 ,5.192,3970,,
00:05.95 ,5.192,3957,,
00:06 .0,5.192,3900,,
00:06.05 ,5.187,3387,,
00:06.1 ,5.187,3201,,
00:06.15 ,5.187,2890,,
00:06.2 ,5.187,2603,,
00:06.25 ,5.187,2453,,
00:06.3 ,5.179,2099,,
00:06.35 ,5.179,2040,,
00:06.4 ,5.179,2757,,
00:06.45 ,5.179,1970,,
00:06.5 ,5.179,2128,,
00:06.55 ,5.182,2137,,
00:06.6 ,5.182,2178,,
00:06.65 ,5.182,2396,,
00:06.7 ,5.182,1757,,
00:06.75 ,5.182,1719,,
00:06.8 ,5.192,1717,,
00:06.85 ,5.192,1952,,
00:06.9 ,5.192,1929,,
00:06.95 ,5.192,1938,,
00:07 .0,5.192,1869,,
00:07.05 ,5.184,1810,,
00:07.1 ,5.184,1806,,
00:07.15 ,5.184,1807,,
00:07.2 ,5.184,1884,,
