Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
0:17.40, 35304,  2487,
0:17.60, 35298,  2326,
0:17.80, 35292,  2124,
0:18.00, 35286,  2216,
0:18.20, 35280,  1875,
0:18.40, 35280,  2444,
0:18.60, 35273,  2015,
0:18.80, 35266,  2020,
0:19.00, 35259,  2131,
0:19.20, 35253,  1967,
0:19.40, 35246,  2002,
0:19.60, 35246,  2161,
0:19.80, 35241,  2284,
0:20.00, 35237,  2017,
0:20.20, 35234,  2176,
0:20.40, 35233,  2065,
0:20.60, 35233,  2091,
0:20.80, 35234,  2138,
0:21.00, 35234,  2275,
0:21.20, 35234,  2214,
0:21.40, 35233,  2066,
0:21.60, 35233,  1959,
0:21.80, 35232,  2273,
0:22.00, 35229,  2227,
0:22.20, 35224,  2016,
0:22.40, 35219,  1836,
0:22.60, 35213,  2018,
0:22.80, 35213,  2150,
0:23.00, 35206,  1927,
0:23.20, 35199,  1891,
0:23.40, 35192,  2188,
0:23.60, 35184,  1938,
0:23.80, 35184,  1939,
0:24.00, 35177,  1972,
0:24.20, 35170,  1900,
0:24.40, 35163,  2332,
0:24.60, 35156,  1848,
0:24.80, 35150,  2191,
0:25.00, 35150,  2281,
0:25.20, 35142,  2010,
0:25.40, 35135,  2086,
0:25.60, 35129,  1689,
0:25.80, 35124,  1963,
0:26.00, 35124,  1916,
0:26.20, 35122,  2080,
0:26.40, 35124,  2043,
0:26.60, 35129,  2058,
0:26.80, 35138,  2160,
0:27.00, 35138,  2167,
0:27.20, 35147,  2122,
0:27.40, 35156,  2043,
0:27.60, 35163,  2166,
0:27.80, 35168,  1959,
0:28.00, 35169,  1913,
0:28.20, 35169,  2111,
0:28.40, 35168,  2008,
0:28.60, 35164,  2334,
0:28.80, 35158,  1994,
0:29.00, 35151,  1946,
0:29.20, 35151,  2228,
0:29.40, 35143,  1940,
0:29.60, 35133,  2336,
0:29.80, 35123,  2152,
0:30.00, 35113,  2088,
0:30.20, 35102,  1901,
0:30.40, 35102,  2247,
0:30.60, 35092,  2042,
0:30.80, 35082,  2172,
0:31.00, 35071,  1929,
0:31.20, 35062,  1867,
0:31.40, 35062,  2172,
0:31.60, 35052,  2080,
0:31.80, 35042,  2083,
0:32.00, 35033,  1923,
0:32.20, 35023,  2020,
0:32.40, 35014,  2029,
0:32.60, 35014,  1955,
0:32.80, 35005,  2010,
0:33.00, 34997,  2129,
0:33.20, 34989,  2261,
0:33.40, 34981,  2026,
0:33.60, 34981,  2075,
0:33.80, 34972,  2509,
0:34.00, 34964,  2298,
0:34.20, 34955,  2157,
0:34.40, 34947,  1970,
0:34.60, 34947,  2121,
0:34.80, 34938,  2144,
0:35.00, 34930,  2136,
0:35.20, 34921,  1909,
0:35.40, 34912,  2166,
0:35.60, 34904,  2166,
0:35.80, 34904,  1894,
0:36.00, 34895,  2190,
0:36.20, 34887,  2167,
0:36.40, 34879,  1990,
0:36.60, 34870,  2652,
0:36.80, 34870,  2326,
0:37.00, 34862,  2123,
0:37.20, 34854,  2348,
0:37.40, 34846,  2179,
0:37.60, 34838,  2059,
0:37.80, 34830,  2171,
0:38.00, 34830,  2232,
0:38.20, 34822,  2175,
0:38.40, 34814,  2102,
0:38.60, 34806,  2096,
0:38.80, 34798,  2133,
0:39.00, 34798,  2013,
0:39.20, 34790,  2247,
0:39.40, 34782,  2004,
0:39.60, 34775,  1837,
0:39.80, 34767,  2164,
0:40.00, 34759,  1968,
0:40.20, 34759,  2026,
0:40.40, 34751,  2157,
0:40.60, 34743,  2054,
0:40.80, 34735,  2118,
0:41.00, 34727,  2210,
0:41.20, 34727,  2170,
0:41.40, 34719,  1944,
0:41.60, 34711,  2096,
0:41.80, 34703,  2017,
0:42.00, 34696,  1999,
0:42.20, 34696,  1936,
0:42.40, 34690,  1876,
0:42.60, 34684,  2425,
0:42.80, 34678,  2092,
0:43.00, 34671,  1967,
0:43.20, 34664,  2188,
0:43.40, 34664,  2004,
0:43.60, 34657,  2120,
0:43.80, 34649,  1984,
0:44.00, 34641,  2113,
0:44.20, 34633,  1847,
0:44.40, 34633,  1965,
0:44.60, 34624,  2718,
0:44.80, 34615,  2180,
0:45.00, 34606,  2107,
0:45.20, 34597,  2022,
0:45.40, 34588,  2060,
0:45.60, 34588,  2000,
0:45.80, 34579,  2295,
0:46.00, 34570,  2040,
0:46.20, 34561,  1896,
0:46.40, 34552,  2112,
0:46.60, 34552,  1891,
0:46.80, 34542,  2702,
0:47.00, 34533,  2117,
0:47.20, 34523,  2140,
0:47.40, 34514,  2050,
0:47.60, 34514,  2095,
0:47.80, 34504,  1984,
0:48.00, 34495,  1880,
0:48.20, 34485,  2230,
0:48.40, 34476,  1985,
0:48.60, 34466,  2031,
0:48.80, 34466,  2068,
0:49.00, 34456,  2016,
0:49.20, 34447,  2207,
0:49.40, 34437,  2303,
0:49.60, 34428,  2179,
0:49.80, 34428,  2166,
0:50.00, 34418,  2198,
0:50.20, 34408,  2076,
0:50.40, 34398,  2057,
0:50.60, 34389,  2099,
0:50.80, 34381,  2002,
0:51.00, 34381,  2055,
0:51.20, 34374,  2237,
0:51.40, 34366,  2064,
0:51.60, 34360,  1933,
0:51.80, 34355,  2195,
0:52.00, 34355,  2037,
0:52.20, 34353,  2033,
0:52.40, 34350,  2317,
0:52.60, 34343,  2029,
0:52.80, 34331,  2026,
0:53.00, 34331,  2235,
0:53.20, 34316,  2209,
0:53.40, 34302,  1953,
0:53.60, 34289,  1751,
0:53.80, 34281,  1984,
0:54.00, 34272,  1879,
0:54.20, 34272,  2109,
0:54.40, 34262,  1983,
0:54.60, 34250,  1935,
0:54.80, 34235,  1999,
0:55.00, 34221,  1770,
0:55.20, 34221,  2211,
0:55.40, 34210,  1825,
0:55.60, 34204,  2652,
0:55.80, 34202,  2160,
0:56.00, 34205,  1941,
0:56.20, 34209,  2397,
0:56.40, 34209,  2122,
0:56.60, 34213,  2024,
0:56.80, 34217,  1956,
0:57.00, 34218,  2213,
0:57.20, 34215,  1902,
0:57.40, 34215,  1997,
0:57.60, 34210,  1987,
0:57.80, 34202,  2099,
0:58.00, 34197,  2092,
0:58.20, 34194,  1976,
0:58.40, 34192,  2048,
0:58.60, 34192,  1928,
0:58.80, 34189,  2041,
0:59.00, 34185,  2075,
0:59.20, 34181,  1958,
0:59.40, 34172,  2109,
0:59.60, 34172,  2032,
0:59.80, 34162,  1946,
1:00.00, 34153,  2039,
1:00.20, 34148,  2258,
1:00.40, 34153,  2261,
1:00.60, 34153,  1905,
1:00.80, 34166,  2233,
1:01.00, 34187,  2169,
1:01.20, 34214,  1980,
1:01.40, 34244,  2090,
1:01.60, 34274,  1974,
1:01.80, 34274,  2116,
1:02.00, 34302,  2097,
1:02.20, 34324,  2192,
1:02.40, 34339,  1943,
1:02.60, 34347,  2081,
1:02.80, 34347,  2106,
1:03.00, 34348,  1837,
1:03.20, 34345,  1864,
1:03.40, 34338,  2139,
1:03.60, 34331,  2120,
1:03.80, 34326,  2145,
1:04.00, 34326,  2361,
1:04.20, 34328,  2068,
1:04.40, 34340,  2861,
1:04.60, 34359,  2192,
1:04.80, 34382,  1899,
1:05.00, 34382,  2094,
1:05.20, 34401,  2284,
1:05.40, 34416,  2049,
1:05.60, 34424,  2316,
1:05.80, 34427,  2165,
1:06.00, 34427,  2197,
1:06.20, 34430,  2583,
1:06.40, 34428,  2480,
1:06.60, 34426,  2130,
1:06.80, 34418,  2140,
1:07.00, 34409,  2276,
1:07.20, 34409,  2167,
1:07.40, 34396,  2867,
1:07.60, 34383,  2215,
1:07.80, 34372,  2111,
1:08.00, 34361,  2144,
1:08.20, 34361,  2132,
1:08.40, 34350,  2248,
1:08.60, 34334,  2134,
1:08.80, 34315,  2133,
1:09.00, 34293,  1989,
1:09.20, 34271,  2217,
1:09.40, 34271,  2049,
1:09.60, 34253,  1967,
1:09.80, 34237,  2106,
1:10.00, 34223,  1882,
1:10.20, 34211,  2200,
1:10.40, 34211,  2012,
1:10.60, 34200,  2522,
1:10.80, 34190,  2144,
1:11.00, 34182,  1857,
1:11.20, 34177,  1895,
1:11.40, 34171,  2090,
1:11.60, 34171,  1959,
1:11.80, 34164,  1930,
1:12.00, 34155,  2111,
1:12.20, 34142,  1925,
1:12.40, 34131,  1930,
1:12.60, 34131,  2193,
1:12.80, 34118,  1869,
1:13.00, 34107,  2605,
1:13.20, 34098,  2108,
1:13.40, 34090,  1805,
1:13.60, 34090,  2155,
1:13.80, 34079,  2220,
1:14.00, 34063,  2000,
1:14.20, 34044,  2633,
1:14.40, 34025,  2398,
1:14.60, 34012,  2014,
1:14.80, 34012,  2660,
1:15.00, 34006,  2534,
1:15.20, 34007,  2072,
1:15.40, 34014,  2336,
1:15.60, 34019,  2129,
1:15.80, 34019,  2427,
1:16.00, 34019,  1982,
1:16.20, 34018,  2151,
1:16.40, 34014,  2287,
1:16.60, 34011,  1940,
1:16.80, 34008,  2269,
1:17.00, 34008,  2132,
1:17.20, 34001,  2191,
1:17.40, 33993,  2049,
1:17.60, 33988,  2338,
1:17.80, 33988,  2121,
1:18.00, 33988,  2173,
1:18.20, 33993,  2207,
1:18.40, 33999,  2044,
1:18.60, 34008,  2323,
1:18.80, 34025,  2286,
1:19.00, 34025,  2368,
1:19.20, 34048,  2093,
1:19.40, 34077,  1968,
1:19.60, 34110,  2324,
1:19.80, 34141,  1883,
1:20.00, 34171,  2118,
1:20.20, 34171,  2150,
1:20.40, 34198,  1980,
1:20.60, 34220,  2067,
1:20.80, 34236,  2206,
1:21.00, 34246,  2179,
1:21.20, 34246,  1923,
1:21.40, 34250,  2143,
1:21.60, 34248,  1968,
1:21.80, 34243,  2028,
1:22.00, 34237,  2192,
1:22.20, 34229,  2045,
1:22.40, 34229,  2208,
1:22.60, 34220,  2042,
1:22.80, 34211,  2218,
1:23.00, 34199,  1994,
1:23.20, 34188,  2112,
1:23.40, 34188,  2238,
1:23.60, 34177,  2112,
1:23.80, 34165,  2287,
1:24.00, 34155,  2060,
1:24.20, 34146,  2136,
1:24.40, 34142,  2119,
1:24.60, 34142,  2152,
1:24.80, 34145,  2248,
1:25.00, 34156,  2248,
1:25.20, 34173,  2146,
1:25.40, 34193,  2031,
1:25.60, 34193,  2412,
1:25.80, 34211,  2048,
1:26.00, 34226,  2528,
1:26.20, 34238,  2227,
1:26.40, 34249,  2107,
1:26.60, 34249,  2133,
1:26.80, 34258,  1974,
1:27.00, 34267,  2209,
1:27.20, 34279,  1985,
1:27.40, 34292,  1976,
1:27.60, 34313,  2056,
1:27.80, 34313,  2314,
1:28.00, 34338,  1925,
1:28.20, 34366,  1952,
1:28.40, 34394,  2210,
1:28.60, 34419,  2096,
1:28.80, 34419,  2062,
1:29.00, 34438,  1907,
1:29.20, 34451,  1972,
1:29.40, 34458,  1917,
1:29.60, 34459,  1893,
1:29.80, 34457,  2181,
1:30.00, 34457,  1893,
1:30.20, 34451,  2018,
1:30.40, 34442,  2027,
1:30.60, 34434,  2069,
1:30.80, 34424,  2069,
1:31.00, 34424,  1840,
1:31.20, 34415,  1921,
1:31.40, 34406,  1951,
1:31.60, 34396,  2212,
1:31.80, 34387,  2032,
1:32.00, 34377,  1934,
1:32.20, 34377,  2042,
1:32.40, 34367,  2105,
1:32.60, 34357,  1912,
1:32.80, 34346,  1813,
1:33.00, 34335,  2217,
1:33.20, 34335,  1930,
1:33.40, 34324,  2603,
1:33.60, 34313,  2259,
1:33.80, 34303,  1986,
1:34.00, 34294,  1990,
1:34.20, 34294,  1926,
1:34.40, 34286,  2235,
1:34.60, 34279,  1916,
1:34.80, 34275,  2105,
1:35.00, 34272,  2097,
1:35.20, 34271,  2104,
1:35.40, 34271,  2180,
1:35.60, 34273,  1825,
1:35.80, 34277,  2234,
1:36.00, 34283,  1991,
1:36.20, 34288,  2859,
1:36.40, 34288,  2428,
1:36.60, 34292,  2194,
1:36.80, 34295,  2019,
1:37.00, 34296,  1841,
1:37.20, 34302,  2270,
1:37.40, 34314,  2062,
1:37.60, 34314,  2242,
1:37.80, 34336,  2279,
1:38.00, 34369,  2285,
1:38.20, 34410,  2094,
1:38.40, 34456,  1964,
1:38.60, 34456,  2080,
1:38.80, 34506,  2047,
1:39.00, 34561,  2087,
1:39.20, 34622,  2152,
1:39.40, 34686,  2208,
1:39.60, 34686,  2041,
1:39.80, 34749,  1987,
1:40.00, 34806,  2088,
1:40.20, 34853,  2135,
1:40.40, 34888,  2125,
1:40.60, 34913,  2219,
1:40.80, 34913,  2317,
1:41.00, 34930,  2274,
1:41.20, 34940,  2171,
1:41.40, 34945,  2333,
1:41.60, 34949,  2081,
1:41.80, 34949,  2337,
1:42.00, 34935,  2194,
1:42.20, 34913,  1891,
1:42.40, 34889,  2165,
1:42.60, 34869,  1861,
1:42.80, 34901,  2069,
1:43.00, 34901,  2022,
1:43.20, 34930,  2267,
1:43.40, 34954,  2607,
1:43.60, 34964,  2499,
1:43.80, 34935,  3396,
1:44.00, 34935,  2360,
1:44.20, 34912,  2720,
1:44.40, 34900,  3133,
1:44.60, 34894,  2703,
1:44.80, 34886,  2193,
1:45.00, 34883,  2681,
1:45.20, 34883,  2563,
1:45.40, 34871,  2233,
1:45.60, 34856,  2991,
1:45.80, 34842,  2310,
1:46.00, 34827,  2293,
1:46.20, 34827,  2569,
1:46.40, 34818,  2204,
1:46.60, 34814,  1875,
1:46.80, 34811,  1873,
1:47.00, 34807,  2068,
1:47.20, 34807,  1901,
1:47.40, 34801,  2075,
1:47.60, 34793,  1956,
1:47.80, 34784,  1968,
1:48.00, 34775,  2152,
1:48.20, 34766,  2112,
1:48.40, 34766,  1940,
1:48.60, 34758,  1805,
1:48.80, 34748,  2111,
1:49.00, 34737,  1986,
1:49.20, 34727,  1665,
1:49.40, 34727,  1691,
1:49.60, 34716,  1880,
1:49.80, 34707,  1865,
1:50.00, 34701,  1752,
1:50.20, 34695,  2026,
1:50.40, 34691,  1870,
1:50.60, 34691,  1897,
1:50.80, 34689,  2110,
1:51.00, 34690,  1999,
1:51.20, 34689,  1947,
1:51.40, 34689,  1890,
1:51.60, 34689,  2122,
1:51.80, 34691,  2099,
1:52.00, 34692,  2102,
1:52.20, 34697,  2151,
1:52.40, 34700,  2029,
1:52.60, 34700,  2253,
1:52.80, 34700,  2000,
1:53.00, 34700,  2320,
1:53.20, 34699,  2336,
1:53.40, 34698,  2112,
1:53.60, 34703,  2045,
1:53.80, 34703,   818,
1:54.00, 34714,   743,
1:54.20, 34734,    64,
1:54.40, 34765,   239,
1:54.60, 34800,   742,
1:54.80, 34800,  1134,
1:55.00, 34835,  2107,
1:55.20, 34868,  2114,
1:55.40, 34898,  1980,
1:55.60, 34935,  1652,
1:55.80, 34986,  1990,
1:56.00, 34986,  2491,
1:56.20, 35040,  2240,
1:56.40, 35105,  2293,
1:56.60, 35159,  2189,
1:56.80, 35202,  2267,
1:57.00, 35202,  2093,
1:57.20, 35237,  2289,
1:57.40, 35254,  1943,
1:57.60, 35268,  2493,
1:57.80, 35272,  2209,
1:58.00, 35271,  1392,
1:58.20, 35271,  2244,
1:58.40, 35263,  1867,
1:58.60, 35250,  1943,
1:58.80, 35234,  1929,
1:59.00, 35215,  3495,
1:59.20, 35215,  1488,
1:59.40, 35195,   823,
1:59.60, 35174,  1015,
1:59.80, 35155,  1314,
2:00.00, 35141,   567,
2:00.20, 35141,   287,
2:00.40, 35131,   583,
2:00.60, 35128,  1596,
2:00.80, 35130,  1994,
2:01.00, 35134,  2353,
2:01.20, 35138,  2103,
2:01.40, 35138,  2029,
2:01.60, 35140,  2188,
2:01.80, 35140,  2218,
2:02.00, 35138,  2220,
2:02.20, 35133,  1962,
2:02.40, 35133,  2114,
2:02.60, 35124,  1614,
2:02.80, 35111,  1540,
2:03.00, 35096,  1961,
2:03.20, 35080,  2011,
2:03.40, 35064,  2280,
2:03.60, 35064,  1831,
2:03.80, 35050,  1899,
2:04.00, 35036,  2127,
2:04.20, 35023,  2139,
2:04.40, 35011,  2188,
2:04.60, 35011,  1886,
2:04.80, 35000,  2195,
2:05.00, 34990,  2224,
2:05.20, 34981,  2305,
2:05.40, 34973,  2976,
2:05.60, 34966,  2221,
2:05.80, 34966,  2367,
2:06.00, 34959,  2075,
2:06.20, 34954,  2305,
2:06.40, 34948,  2494,
2:06.60, 34944,  2402,
2:06.80, 34944,  2263,
2:07.00, 34941,  2094,
2:07.20, 34939,  2276,
2:07.40, 34937,  2188,
2:07.60, 34936,  2175,
2:07.80, 34936,  2432,
2:08.00, 34936,  2197,
2:08.20, 34935,  2156,
2:08.40, 34935,  2175,
2:08.60, 34935,  2543,
2:08.80, 34937,  2727,
2:09.00, 34937,  3166,
2:09.20, 34940,  2806,
2:09.40, 34946,  2489,
2:09.60, 34953,  1508,
2:09.80, 34960,  1878,
2:10.00, 34960,  1805,
2:10.20, 34968,  2087,
2:10.40, 34975,  2177,
2:10.60, 34985,  2266,
2:10.80, 35001,  1920,
2:11.00, 35026,  2328,
2:11.20, 35026,  2115,
2:11.40, 35059,  1754,
2:11.60, 35094,  2128,
2:11.80, 35128,  1875,
2:12.00, 35156,  2382,
2:12.20, 35156,  1614,
2:12.40, 35174,  2041,
2:12.60, 35185,  2171,
2:12.80, 35187,  2433,
2:13.00, 35184,  1844,
2:13.20, 35184,  1864,
2:13.40, 35175,  2255,
2:13.60, 35163,  2249,
2:13.80, 35149,  2076,
2:14.00, 35133,  2109,
2:14.20, 35117,  1914,
2:14.40, 35117,  1916,
2:14.60, 35102,  1985,
2:14.80, 35087,  2246,
2:15.00, 35073,  1850,
2:15.20, 35061,  1378,
2:15.40, 35061,  1684,
2:15.60, 35051,  1668,
2:15.80, 35044,  2341,
2:16.00, 35037,  2301,
2:16.20, 35032,  2471,
2:16.40, 35027,  2237,
2:16.60, 35027,  2118,
2:16.80, 35023,  2242,
2:17.00, 35021,  2147,
2:17.20, 35023,  2110,
2:17.40, 35025,  2306,
2:17.60, 35025,  2080,
2:17.80, 35029,  2026,
2:18.00, 35031,  1995,
2:18.20, 35031,  3488,
2:18.40, 35029,  2204,
2:18.60, 35027,  2499,
2:18.80, 35027,  2022,
2:19.00, 35023,  2284,
2:19.20, 35020,  1936,
2:19.40, 35016,  2066,
2:19.60, 35014,  2100,
2:19.80, 35014,  2730,
2:20.00, 35016,  2362,
2:20.20, 35025,  2275,
2:20.40, 35047,  2151,
2:20.60, 35082,  2366,
2:20.80, 35082,  1892,
2:21.00, 35127,  2153,
2:21.20, 35174,  1917,
2:21.40, 35218,  2065,
2:21.60, 35253,  1916,
2:21.80, 35277,  1956,
2:22.00, 35277,  1880,
2:22.20, 35290,  2189,
2:22.40, 35295,  2071,
2:22.60, 35292,  1942,
2:22.80, 35284,  1959,
2:23.00, 35284,  2214,
2:23.20, 35271,  1814,
2:23.40, 35255,  2079,
2:23.60, 35236,  2737,
2:23.80, 35216,  2244,
2:24.00, 35198,  2229,
2:24.20, 35198,  1983,
2:24.40, 35180,  1884,
2:24.60, 35167,  1863,
2:24.80, 35154,  2305,
2:25.00, 35143,  1968,
2:25.20, 35143,  2889,
2:25.40, 35132,  2339,
2:25.60, 35121,  2146,
2:25.80, 35111,  2073,
2:26.00, 35102,  1971,
2:26.20, 35102,  2174,
2:26.40, 35094,  2066,
2:26.60, 35084,  2009,
2:26.80, 35075,  2001,
2:27.00, 35064,  2180,
2:27.20, 35055,  2080,
2:27.40, 35055,  2142,
2:27.60, 35049,  2212,
2:27.80, 35042,  2016,
2:28.00, 35038,  2064,
2:28.20, 35032,  2153,
2:28.40, 35032,  1906,
2:28.60, 35026,  2777,
2:28.80, 35020,  2303,
2:29.00, 35015,  1788,
2:29.20, 35010,  2083,
2:29.40, 35005,  2067,
2:29.60, 35005,  2229,
2:29.80, 34999,  2011,
2:30.00, 34993,  2141,
2:30.20, 34986,  1810,
2:30.40, 34980,  2204,
2:30.60, 34980,  2013,
2:30.80, 34974,  2062,
2:31.00, 34962,  2215,
2:31.20, 34948,  1966,
2:31.40, 34933,  1808,
2:31.60, 34919,  1851,
2:31.80, 34919,  2161,
2:32.00, 34900,  2456,
2:32.20, 34876,  2761,
2:32.40, 34849,  2743,
2:32.60, 34818,  2993,
2:32.80, 34818,  2626,
2:33.00, 34796,  3583,
2:33.20, 34782,  2296,
2:33.40, 34778,  2173,
2:33.60, 34781,  1931,
2:33.80, 34781,  2159,
2:34.00, 34790,  2230,
2:34.20, 34802,  1981,
2:34.40, 34805,  1533,
2:34.60, 34805,  2073,
2:34.80, 34799,  2478,
2:35.00, 34799,  1663,
2:35.20, 34793,  1672,
2:35.40, 34789,  2541,
2:35.60, 34783,  2019,
2:35.80, 34769,  2025,
2:36.00, 34769,  2072,
2:36.20, 34756,  2066,
2:36.40, 34748,  1992,
2:36.60, 34747,  2027,
2:36.80, 34754,  2081,
2:37.00, 34761,  1994,
2:37.20, 34761,  2076,
2:37.40, 34762,  2042,
2:37.60, 34762,  2066,
2:37.80, 34767,  2320,
2:38.00, 34777,  2121,
2:38.20, 34777,  2454,
2:38.40, 34791,  2062,
2:38.60, 34808,  1987,
2:38.80, 34823,  2193,
2:39.00, 34835,  2178,
2:39.20, 34835,  2262,
2:39.40, 34842,  2059,
2:39.60, 34846,  2186,
2:39.80, 34848,  2112,
2:40.00, 34853,  2169,
2:40.20, 34862,  1869,
2:40.40, 34862,  2153,
2:40.60, 34878,  2024,
2:40.80, 34899,  2026,
2:41.00, 34926,  2013,
2:41.20, 34956,  1993,
2:41.40, 34956,  2338,
2:41.60, 34986,  2043,
2:41.80, 35012,  3146,
2:42.00, 35034,  2239,
2:42.20, 35049,  2036,
2:42.40, 35059,  1991,
2:42.60, 35059,  1976,
2:42.80, 35063,  1906,
2:43.00, 35061,  1955,
2:43.20, 35056,  2086,
2:43.40, 35048,  2572,
2:43.60, 35048,  2295,
2:43.80, 35041,  2271,
2:44.00, 35035,  1630,
2:44.20, 35031,  2199,
2:44.40, 35030,  2225,
2:44.60, 35034,  1703,
2:44.80, 35034,  2226,
2:45.00, 35043,  2044,
2:45.20, 35055,  2220,
2:45.40, 35068,  1751,
2:45.60, 35079,  2548,
2:45.80, 35079,  3194,
2:46.00, 35093,  2678,
2:46.20, 35107,  1938,
2:46.40, 35119,  1855,
2:46.60, 35129,  2082,
2:46.80, 35129,  1514,
2:47.00, 35133,  1971,
2:47.20, 35136,  1918,
2:47.40, 35142,  1972,
2:47.60, 35151,  1968,
2:47.80, 35160,  1673,
2:48.00, 35160,  2465,
2:48.20, 35168,  2346,
2:48.40, 35180,  2532,
2:48.60, 35200,  2090,
2:48.80, 35230,  2115,
2:49.00, 35230,  2072,
2:49.20, 35267,  1899,
2:49.40, 35305,  2097,
2:49.60, 35339,  2184,
2:49.80, 35366,  2098,
2:50.00, 35387,  2091,
2:50.20, 35387,  2139,
2:50.40, 35403,  2332,
2:50.60, 35416,  1985,
2:50.80, 35429,  2156,
2:51.00, 35442,  2518,
2:51.20, 35442,  2383,
2:51.40, 35448,  2064,
2:51.60, 35450,  2597,
2:51.80, 35447,  2262,
2:52.00, 35438,  1996,
2:52.20, 35430,  1980,
2:52.40, 35430,  2057,
2:52.60, 35419,  1926,
2:52.80, 35402,  2163,
2:53.00, 35383,  1933,
2:53.20, 35362,  2081,
2:53.40, 35362,  1900,
2:53.60, 35341,  2001,
2:53.80, 35320,  1927,
2:54.00, 35301,  2132,
2:54.20, 35282,  2108,
2:54.40, 35282,  2101,
2:54.60, 35256,  2077,
2:54.80, 35232,  1900,
2:55.00, 35212,  2168,
2:55.20, 35194,  1709,
2:55.40, 35185,  1439,
2:55.60, 35185,  1730,
2:55.80, 35177,  1407,
2:56.00, 35166,  1755,
2:56.20, 35157,  2056,
2:56.40, 35150,  2230,
2:56.60, 35150,   275,
2:56.80, 35148,   367,
2:57.00, 35153,  1004,
2:57.20, 35163,  1197,
2:57.40, 35176,  1931,
2:57.60, 35190,  1416,
2:57.80, 35190,  1653,
2:58.00, 35201,  1562,
2:58.20, 35211,  2089,
2:58.40, 35221,  1538,
2:58.60, 35231,  1859,
2:58.80, 35231,  1824,
2:59.00, 35242,  1911,
2:59.20, 35253,  2305,
2:59.40, 35265,  1285,
2:59.60, 35275,  1041,
2:59.80, 35275,  1889,
3:00.00, 35286,  2007,
3:00.20, 35297,  2156,
3:00.40, 35306,  2597,
3:00.60, 35319,  2199,
3:00.80, 35331,  2765,
3:01.00, 35331,  2517,
3:01.20, 35354,  2150,
3:01.40, 35384,  2162,
3:01.60, 35415,  2179,
3:01.80, 35438,  2588,
3:02.00, 35438,  2268,
3:02.20, 35455,  1913,
3:02.40, 35464,  1931,
3:02.60, 35469,  2248,
3:02.80, 35476,  2188,
3:03.00, 35478,  2496,
3:03.20, 35478,  2007,
3:03.40, 35479,  1794,
3:03.60, 35474,  1932,
3:03.80, 35463,  2025,
3:04.00, 35447,  2006,
3:04.20, 35447,  1970,
3:04.40, 35425,  1931,
3:04.60, 35404,  1888,
3:04.80, 35383,  2160,
3:05.00, 35364,  2017,
3:05.20, 35345,  2418,
3:05.40, 35345,  2081,
3:05.60, 35328,  2162,
