Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
3:05.20, 39774,  3138,
3:05.40, 39774,  2141,
3:05.60, 39774,  1841,
3:05.80, 39774,  2456,
3:06.00, 39774,  2302,
3:06.20, 39773,  2257,
3:06.40, 39773,  1893,
3:06.60, 39773,  2287,
3:06.80, 39774,  2187,
3:07.00, 39774,  2204,
3:07.20, 39774,  2038,
3:07.40, 39774,  1745,
3:07.60, 39774,  2135,
3:07.80, 39773,  2287,
3:08.00, 39773,  2311,
3:08.20, 39773,  2309,
3:08.40, 39773,  2579,
3:08.60, 39773,  2490,
3:08.80, 39773,  2338,
3:09.00, 39773,  2103,
3:09.20, 39773,  1994,
3:09.40, 39773,  3529,
3:09.60, 39773,   998,
3:09.80, 39773,  1318,
3:10.00, 39773,  1559,
3:10.20, 39773,  2137,
3:10.40, 39773,  2168,
3:10.60, 39773,  2023,
3:10.80, 39773,  1991,
3:11.00, 39773,  2313,
3:11.20, 39773,  2523,
3:11.40, 39774,  1948,
3:11.60, 39774,  2684,
3:11.80, 39774,  2715,
3:12.00, 39774,  2161,
3:12.20, 39774,  2062,
3:12.40, 39773,  1843,
3:12.60, 39773,  1777,
3:12.80, 39773,  2073,
3:13.00, 39773,  2430,
3:13.20, 39773,  2071,
3:13.40, 39773,  2395,
3:13.60, 39774,  2299,
3:13.80, 39774,  2727,
3:14.00, 39774,  3233,
3:14.20, 39774,  2025,
3:14.40, 39774,  2220,
3:14.60, 39774,  1963,
3:14.80, 39774,  2067,
3:15.00, 39774,  1783,
3:15.20, 39773,  1856,
3:15.40, 39773,  1926,
3:15.60, 39773,  2234,
3:15.80, 39773,  2114,
3:16.00, 39774,  2512,
3:16.20, 39774,  2485,
3:16.40, 39774,  2616,
3:16.60, 39774,  2492,
3:16.80, 39774,  3007,
3:17.00, 39774,  3288,
3:17.20, 39774,  3057,
3:17.40, 39774,  2474,
3:17.60, 39773,  2093,
3:17.80, 39773,  2034,
3:18.00, 39774,  1581,
3:18.20, 39774,  2016,
3:18.40, 39774,  2361,
3:18.60, 39774,  1970,
3:18.80, 39774,  2032,
3:19.00, 39774,  1738,
3:19.20, 39774,  2286,
3:19.40, 39774,  1553,
3:19.60, 39774,  2190,
3:19.80, 39774,  1772,
3:20.00, 39774,  1941,
3:20.20, 39774,  1501,
3:20.40, 39774,  1924,
3:20.60, 39774,  2994,
3:20.80, 39774,  2694,
3:21.00, 39774,  2278,
3:21.20, 39774,  1693,
3:21.40, 39774,  2005,
3:21.60, 39774,  1827,
3:21.80, 39774,  1999,
3:22.00, 39774,  2252,
3:22.20, 39774,  2517,
3:22.40, 39774,  2838,
3:22.60, 39774,  2389,
3:22.80, 39774,  2180,
3:23.00, 39774,  2085,
3:23.20, 39774,  1813,
3:23.40, 39774,  2155,
3:23.60, 39774,  1694,
3:23.80, 39774,  1825,
3:24.00, 39774,  1361,
3:24.20, 39774,  2306,
3:24.40, 39774,  1605,
3:24.60, 39774,  1628,
3:24.80, 39774,  1922,
3:25.00, 39774,  2476,
3:25.20, 39774,  2434,
3:25.40, 39774,  2790,
3:25.60, 39774,  2838,
3:25.80, 39774,  2221,
3:26.00, 39774,  2096,
3:26.20, 39774,  2213,
3:26.40, 39774,  2210,
3:26.60, 39774,  2028,
3:26.80, 39773,  1949,
3:27.00, 39773,  1895,
3:27.20, 39773,  1967,
3:27.40, 39774,  2147,
3:27.60, 39774,  2132,
3:27.80, 39774,  1948,
3:28.00, 39774,  2111,
3:28.20, 39774,  1987,
3:28.40, 39774,  2208,
3:28.60, 39774,  1698,
3:28.80, 39774,  2053,
3:29.00, 39774,  2004,
3:29.20, 39774,  1925,
3:29.40, 39774,  1910,
3:29.60, 39774,  1976,
3:29.80, 39774,  2056,
3:30.00, 39774,  2124,
3:30.20, 39774,  1896,
3:30.40, 39774,  1939,
3:30.60, 39774,  2254,
3:30.80, 39774,  3265,
3:31.00, 39774,  2227,
3:31.20, 39774,  2123,
3:31.40, 39774,  2072,
3:31.60, 39774,  2193,
3:31.80, 39774,  2207,
3:32.00, 39774,  1863,
3:32.20, 39774,  2049,
3:32.40, 39774,  2890,
3:32.60, 39774,  2384,
3:32.80, 39774,  1898,
3:33.00, 39774,  2204,
3:33.20, 39774,  2132,
3:33.40, 39774,  2472,
3:33.60, 39774,  1991,
3:33.80, 39774,  2048,
3:34.00, 39774,  2188,
3:34.20, 39774,  1819,
3:34.40, 39774,  2138,
3:34.60, 39774,  2009,
3:34.80, 39774,  2140,
3:35.00, 39774,  2279,
3:35.20, 39774,  2123,
3:35.40, 39774,  2442,
3:35.60, 39774,  1988,
3:35.80, 39774,  2121,
3:36.00, 39774,  2034,
3:36.20, 39774,  2190,
3:36.40, 39774,  2049,
3:36.60, 39774,  1935,
3:36.80, 39774,  2000,
3:37.00, 39774,  2101,
3:37.20, 39774,  2226,
3:37.40, 39774,  1754,
3:37.60, 39774,  2057,
3:37.80, 39774,  2053,
3:38.00, 39774,  2125,
3:38.20, 39774,  2513,
3:38.40, 39774,  2062,
3:38.60, 39774,  2069,
3:38.80, 39774,  2582,
3:39.00, 39774,  2260,
3:39.20, 39774,  2086,
3:39.40, 39774,  2138,
3:39.60, 39774,  2522,
3:39.80, 39774,  2240,
3:40.00, 39774,  2049,
3:40.20, 39774,  1952,
3:40.40, 39774,  2220,
3:40.60, 39774,  2075,
3:40.80, 39774,  2236,
3:41.00, 39774,  2054,
3:41.20, 39774,  2136,
3:41.40, 39774,  2093,
3:41.60, 39774,  2095,
3:41.80, 39774,  2024,
3:42.00, 39774,  2078,
3:42.20, 39774,  2160,
3:42.40, 39774,  1820,
3:42.60, 39774,  2440,
3:42.80, 39774,  1971,
3:43.00, 39774,  2254,
3:43.20, 39774,  2240,
3:43.40, 39774,  2387,
3:43.60, 39774,  1940,
3:43.80, 39774,  1961,
3:44.00, 39774,  2205,
3:44.20, 39774,  2174,
3:44.40, 39774,  2301,
3:44.60, 39774,  1947,
3:44.80, 39774,  2106,
3:45.00, 39774,  2135,
3:45.20, 39774,  2160,
3:45.40, 39774,  2549,
3:45.60, 39774,  2324,
3:45.80, 39774,  2176,
3:46.00, 39774,  2258,
3:46.20, 39774,  2176,
3:46.40, 39774,  1801,
3:46.60, 39774,  2059,
3:46.80, 39774,  2133,
3:47.00, 39774,  2062,
3:47.20, 39774,  2223,
3:47.40, 39774,  2135,
3:47.60, 39774,  2063,
3:47.80, 39774,  2109,
3:48.00, 39774,  2288,
3:48.20, 39774,  1767,
3:48.40, 39774,  2132,
3:48.60, 39774,  2117,
3:48.80, 39774,  2292,
3:49.00, 39774,  2366,
3:49.20, 39774,  2237,
3:49.40, 39774,  2133,
3:49.60, 39774,  1889,
3:49.80, 39774,  2492,
3:50.00, 39774,  1973,
3:50.20, 39774,  2114,
3:50.40, 39774,  2120,
3:50.60, 39774,  2191,
3:50.80, 39774,  2041,
3:51.00, 39774,  1964,
3:51.20, 39774,  2133,
3:51.40, 39774,  1934,
3:51.60, 39774,  2352,
3:51.80, 39774,  1893,
3:52.00, 39774,  2151,
3:52.20, 39774,  2345,
3:52.40, 39774,  2353,
3:52.60, 39774,  1998,
3:52.80, 39774,  1918,
3:53.00, 39774,  2020,
3:53.20, 39774,  2062,
3:53.40, 39774,  2232,
3:53.60, 39774,  1831,
3:53.80, 39774,  2103,
3:54.00, 39774,  3159,
3:54.20, 39774,  2243,
3:54.40, 39774,  1869,
3:54.60, 39774,  2002,
3:54.80, 39774,  1987,
3:55.00, 39774,  1908,
3:55.20, 39774,  1767,
3:55.40, 39774,  1948,
3:55.60, 39773,  2013,
3:55.80, 39773,  1910,
3:56.00, 39773,  2358,
3:56.20, 39773,  1861,
3:56.40, 39773,  1998,
3:56.60, 39773,  1929,
3:56.80, 39773,  1993,
3:57.00, 39773,  2502,
3:57.20, 39773,  1854,
3:57.40, 39773,  2088,
3:57.60, 39773,  2693,
3:57.80, 39773,  2387,
3:58.00, 39772,  1725,
3:58.20, 39772,  2039,
3:58.40, 39772,  2036,
3:58.60, 39772,  2094,
3:58.80, 39771,  2185,
3:59.00, 39771,  1982,
3:59.20, 39770,  1955,
3:59.40, 39770,  2004,
3:59.60, 39769,  2162,
3:59.80, 39769,  1882,
4:00.00, 39768,  2225,
4:00.20, 39767,  2009,
4:00.40, 39766,  2105,
4:00.60, 39766,  2325,
4:00.80, 39765,  2067,
4:01.00, 39765,  1951,
4:01.20, 39764,  1980,
4:01.40, 39764,  2665,
4:01.60, 39764,  1948,
4:01.80, 39765,  2286,
4:02.00, 39766,  1979,
4:02.20, 39768,  2220,
4:02.40, 39769,  1855,
4:02.60, 39769,  1998,
4:02.80, 39769,  2015,
4:03.00, 39768,  3104,
4:03.20, 39766,  2466,
4:03.40, 39764,  1921,
4:03.60, 39763,  2187,
4:03.80, 39763,  2019,
4:04.00, 39763,  2168,
4:04.20, 39762,  1817,
4:04.40, 39762,  2114,
4:04.60, 39763,  2144,
4:04.80, 39764,  2018,
4:05.00, 39764,  2590,
4:05.20, 39765,  2063,
4:05.40, 39765,  2136,
4:05.60, 39765,  2114,
4:05.80, 39765,  2189,
4:06.00, 39765,  1854,
4:06.20, 39765,  2176,
4:06.40, 39765,  2270,
4:06.60, 39766,  2122,
4:06.80, 39767,  2491,
4:07.00, 39767,  2184,
4:07.20, 39768,  2201,
4:07.40, 39769,  2338,
4:07.60, 39770,  2370,
4:07.80, 39771,  1961,
4:08.00, 39772,  2082,
4:08.20, 39772,  2237,
4:08.40, 39773,  2050,
4:08.60, 39773,  2430,
4:08.80, 39772,  2134,
4:09.00, 39771,  2216,
4:09.20, 39771,  3140,
4:09.40, 39770,  4012,
4:09.60, 39770,  3187,
4:09.80, 39770,  2308,
4:10.00, 39770,  2236,
4:10.20, 39771,  3843,
4:10.40, 39771,  3648,
4:10.60, 39772,  3176,
4:10.80, 39773,  2712,
4:11.00, 39773,  2380,
4:11.20, 39773,  1587,
4:11.40, 39773,  1344,
4:11.60, 39773,  2659,
4:11.80, 39773,  2199,
4:12.00, 39773,  2079,
4:12.20, 39774,  1996,
4:12.40, 39774,  3077,
4:12.60, 39774,   977,
4:12.80, 39774,   114,
4:13.00, 39774,   375,
4:13.20, 39774,  2353,
4:13.40, 39774,    23,
4:13.60, 39774,    69,
4:13.80, 39773,   139,
4:14.00, 39773,  1088,
4:14.20, 39773,  4018,
4:14.40, 39773,  4002,
4:14.60, 39773,  3991,
4:14.80, 39773,  3860,
4:15.00, 39774,  2979,
4:15.20, 39774,  1921,
4:15.40, 39774,  2766,
4:15.60, 39774,  4023,
4:15.80, 39774,  4023,
4:16.00, 39774,  4016,
4:16.20, 39774,  3992,
4:16.40, 39774,  3847,
4:16.60, 39774,  3860,
4:16.80, 39774,  2741,
4:17.00, 39774,  2894,
4:17.20, 39774,  2020,
4:17.40, 39774,  2839,
4:17.60, 39774,    57,
4:17.80, 39774,  1859,
4:18.00, 39774,  1441,
4:18.20, 39774,  2327,
4:18.40, 39774,  3621,
4:18.60, 39774,  2534,
4:18.80, 39774,  1868,
4:19.00, 39774,  1837,
4:19.20, 39774,  3062,
4:19.40, 39774,    41,
4:19.60, 39774,   758,
4:19.80, 39774,  3736,
4:20.00, 39774,  3508,
4:20.20, 39774,  2748,
4:20.40, 39774,  2394,
4:20.60, 39774,  3570,
4:20.80, 39774,    22,
4:21.00, 39774,    18,
4:21.20, 39774,    30,
4:21.40, 39774,    61,
4:21.60, 39774,  2442,
4:21.80, 39774,  1641,
4:22.00, 39774,  2495,
4:22.20, 39774,  1743,
4:22.40, 39774,  1376,
4:22.60, 39774,  2034,
4:22.80, 39774,  2687,
4:23.00, 39774,  2857,
4:23.20, 39774,  2662,
4:23.40, 39774,   592,
4:23.60, 39774,  2070,
4:23.80, 39774,  1134,
4:24.00, 39774,   995,
4:24.20, 39774,  2066,
4:24.40, 39774,  2034,
4:24.60, 39774,  1464,
4:24.80, 39774,  1897,
4:25.00, 39774,  1659,
4:25.20, 39774,  2878,
4:25.40, 39774,  2563,
4:25.60, 39774,  1707,
4:25.80, 39774,  2463,
4:26.00, 39774,  3004,
4:26.20, 39774,  3255,
4:26.40, 39774,  3361,
4:26.60, 39774,  2774,
4:26.80, 39774,  3911,
4:27.00, 39774,  3096,
4:27.20, 39774,   403,
4:27.40, 39774,   683,
4:27.60, 39774,  1180,
4:27.80, 39774,   985,
4:28.00, 39774,  2674,
4:28.20, 39774,  3925,
4:28.40, 39774,  2862,
4:28.60, 39774,  1523,
4:28.80, 39774,  1556,
4:29.00, 39774,  2074,
4:29.20, 39774,  2342,
4:29.40, 39774,  2248,
4:29.60, 39774,  2509,
4:29.80, 39774,  2094,
4:30.00, 39774,   904,
4:30.20, 39774,  1015,
4:30.40, 39774,  1093,
4:30.60, 39774,  1638,
4:30.80, 39774,  1760,
4:31.00, 39774,  1894,
4:31.20, 39774,  1614,
4:31.40, 39774,  2004,
4:31.60, 39774,  1762,
4:31.80, 39774,  1994,
4:32.00, 39774,  1392,
4:32.20, 39774,  1355,
4:32.40, 39774,  1757,
4:32.60, 39774,  2582,
4:32.80, 39774,  4003,
4:33.00, 39774,  4002,
4:33.20, 39774,  3968,
4:33.40, 39774,  3966,
4:33.60, 39774,  2283,
4:33.80, 39774,  2875,
4:34.00, 39774,   962,
4:34.20, 39774,  1075,
4:34.40, 39774,  1815,
4:34.60, 39774,  2555,
4:34.80, 39774,  2586,
4:35.00, 39774,  2766,
4:35.20, 39774,  3183,
4:35.40, 39774,  1766,
4:35.60, 39774,   433,
4:35.80, 39774,   901,
4:36.00, 39774,  1532,
4:36.20, 39774,  1559,
4:36.40, 39774,  1298,
4:36.60, 39774,   215,
4:36.80, 39774,  1588,
4:37.00, 39774,  2818,
4:37.20, 39774,  3646,
4:37.40, 39774,  3524,
4:37.60, 39774,  3375,
4:37.80, 39774,  3032,
4:38.00, 39774,  3178,
4:38.20, 39774,  3887,
4:38.40, 39774,  3902,
4:38.60, 39774,  2655,
4:38.80, 39774,  2693,
4:39.00, 39774,    25,
4:39.20, 39774,    30,
4:39.40, 39774,    37,
4:39.60, 39774,  2676,
4:39.80, 39774,  2716,
4:40.00, 39774,  1697,
4:40.20, 39774,  2249,
4:40.40, 39774,  2540,
4:40.60, 39774,  2066,
4:40.80, 39774,  1449,
4:41.00, 39774,  2149,
4:41.20, 39774,  2985,
4:41.40, 39774,  2085,
4:41.60, 39774,  1908,
4:41.80, 39774,  2329,
4:42.00, 39774,  2083,
4:42.20, 39774,  2312,
4:42.40, 39774,  2213,
4:42.60, 39774,  2046,
4:42.80, 39774,  2047,
4:43.00, 39774,  2324,
4:43.20, 39774,  1617,
4:43.40, 39774,  2070,
4:43.60, 39774,  1987,
4:43.80, 39774,  2210,
4:44.00, 39774,  2108,
4:44.20, 39774,  2219,
4:44.40, 39774,  2294,
4:44.60, 39774,  1767,
4:44.80, 39774,  2394,
4:45.00, 39774,  3566,
4:45.20, 39774,  3598,
4:45.40, 39774,  3971,
4:45.60, 39774,  1508,
4:45.80, 39774,   597,
4:46.00, 39774,  1475,
4:46.20, 39774,  2069,
4:46.40, 39774,  2747,
4:46.60, 39774,  2319,
4:46.80, 39774,  1998,
4:47.00, 39774,  2083,
4:47.20, 39774,  2632,
4:47.40, 39774,  2290,
4:47.60, 39774,  1547,
4:47.80, 39774,  1309,
4:48.00, 39774,  1942,
4:48.20, 39774,  1783,
4:48.40, 39774,  2433,
4:48.60, 39774,  1898,
4:48.80, 39774,  2306,
4:49.00, 39774,  1968,
4:49.20, 39774,  2190,
4:49.40, 39774,  1961,
4:49.60, 39774,  2031,
4:49.80, 39774,  1980,
4:50.00, 39774,  2294,
4:50.20, 39774,  1889,
4:50.40, 39774,  1925,
4:50.60, 39774,  1864,
4:50.80, 39774,  2131,
4:51.00, 39774,  2242,
4:51.20, 39774,  2064,
4:51.40, 39774,  1979,
4:51.60, 39774,  1907,
4:51.80, 39774,  2083,
4:52.00, 39774,  2295,
4:52.20, 39774,  1983,
4:52.40, 39774,  1517,
4:52.60, 39774,  2341,
4:52.80, 39774,  2425,
4:53.00, 39774,  1931,
4:53.20, 39774,  1720,
4:53.40, 39774,  3264,
4:53.60, 39774,  3162,
4:53.80, 39774,  2837,
4:54.00, 39774,  1948,
4:54.20, 39774,  2157,
4:54.40, 39774,  2071,
4:54.60, 39774,  1941,
4:54.80, 39774,  2070,
4:55.00, 39774,  2072,
4:55.20, 39774,  2120,
4:55.40, 39774,  2223,
4:55.60, 39774,  2138,
4:55.80, 39774,  3245,
4:56.00, 39774,  2257,
4:56.20, 39774,  1909,
4:56.40, 39774,  2006,
4:56.60, 39774,  3102,
4:56.80, 39774,  2272,
4:57.00, 39774,  1983,
4:57.20, 39774,  1930,
4:57.40, 39774,  2064,
4:57.60, 39774,  2215,
4:57.80, 39774,  2009,
4:58.00, 39774,  2050,
4:58.20, 39774,  2130,
4:58.40, 39774,  2641,
4:58.60, 39774,  2405,
4:58.80, 39774,  2076,
4:59.00, 39774,  2107,
4:59.20, 39774,  2363,
4:59.40, 39774,  2668,
4:59.60, 39774,  2239,
4:59.80, 39774,  2196,
5:00.00, 39774,  2274,
5:00.20, 39774,  2347,
5:00.40, 39774,  2015,
5:00.60, 39774,  2134,
5:00.80, 39774,  2152,
5:01.00, 39774,  1973,
5:01.20, 39774,  2619,
5:01.40, 39774,  2039,
5:01.60, 39774,  1970,
5:01.80, 39774,  2014,
5:02.00, 39774,  2110,
5:02.20, 39774,  1918,
5:02.40, 39774,  1866,
5:02.60, 39774,  2009,
5:02.80, 39774,  2002,
5:03.00, 39774,  1871,
5:03.20, 39774,  1974,
5:03.40, 39774,  2295,
5:03.60, 39774,  2056,
5:03.80, 39774,  2076,
5:04.00, 39774,  2190,
5:04.20, 39774,  2352,
5:04.40, 39774,  3010,
5:04.60, 39774,  2399,
5:04.80, 39774,  1454,
5:05.00, 39774,  1668,
5:05.20, 39774,  1483,
5:05.40, 39774,  1812,
5:05.60, 39774,  1431,
5:05.80, 39774,  1954,
5:06.00, 39774,  1838,
5:06.20, 39774,  2072,
5:06.40, 39774,  2045,
5:06.60, 39774,  1930,
5:06.80, 39774,  2109,
5:07.00, 39774,  2194,
5:07.20, 39774,  2514,
5:07.40, 39774,  1997,
5:07.60, 39774,  2297,
5:07.80, 39774,  1729,
5:08.00, 39774,  2397,
5:08.20, 39774,  2013,
5:08.40, 39774,  1928,
5:08.60, 39774,  2968,
5:08.80, 39774,  2184,
5:09.00, 39774,  2080,
5:09.20, 39774,  2048,
5:09.40, 39774,  2216,
5:09.60, 39774,  2224,
5:09.80, 39774,  2147,
5:10.00, 39774,  2315,
5:10.20, 39774,  2605,
5:10.40, 39774,  2120,
5:10.60, 39774,  2451,
5:10.80, 39774,  1912,
5:11.00, 39774,  1975,
5:11.20, 39774,  2044,
5:11.40, 39774,  2192,
5:11.60, 39774,  2026,
5:11.80, 39774,  1835,
5:12.00, 39774,  3167,
5:12.20, 39774,  2475,
5:12.40, 39774,  1846,
5:12.60, 39774,  1992,
5:12.80, 39774,  1971,
5:13.00, 39774,  2000,
5:13.20, 39774,  2366,
5:13.40, 39774,  2057,
5:13.60, 39774,  1941,
5:13.80, 39774,  2086,
5:14.00, 39774,  2734,
5:14.20, 39774,  2080,
5:14.40, 39774,  1918,
5:14.60, 39774,  1936,
5:14.80, 39774,  2344,
5:15.00, 39774,  1922,
5:15.20, 39774,  2032,
5:15.40, 39774,  3017,
5:15.60, 39774,  2412,
5:15.80, 39774,  1969,
5:16.00, 39774,  2124,
5:16.20, 39774,  1961,
5:16.40, 39774,  2033,
5:16.60, 39774,  2003,
5:16.80, 39774,  2249,
5:17.00, 39774,  2104,
5:17.20, 39774,  2098,
5:17.40, 39774,  2103,
5:17.60, 39774,  2069,
5:17.80, 39774,  2216,
5:18.00, 39774,  1985,
5:18.20, 39774,  2674,
5:18.40, 39774,  2110,
5:18.60, 39774,  2102,
5:18.80, 39774,  2064,
5:19.00, 39774,  2249,
5:19.20, 39774,  2202,
5:19.40, 39774,  2596,
5:19.60, 39774,  2836,
5:19.80, 39774,  2669,
5:20.00, 39774,  3069,
5:20.20, 39774,  2367,
5:20.40, 39774,  2391,
5:20.60, 39774,  2342,
5:20.80, 39774,  2522,
5:21.00, 39774,  2344,
5:21.20, 39774,  2362,
5:21.40, 39774,  2541,
5:21.60, 39774,  2571,
5:21.80, 39774,  2449,
5:22.00, 39774,  2895,
5:22.20, 39774,  3405,
5:22.40, 39774,  2987,
5:22.60, 39774,  2709,
5:22.80, 39774,  2598,
5:23.00, 39774,  1919,
5:23.20, 39774,  1403,
5:23.40, 39774,  1386,
5:23.60, 39774,  1842,
5:23.80, 39774,  3065,
5:24.00, 39774,  2081,
5:24.20, 39774,  1573,
5:24.40, 39774,  1718,
5:24.60, 39774,  1848,
5:24.80, 39774,  1943,
5:25.00, 39774,  1721,
5:25.20, 39774,  1826,
5:25.40, 39774,  1849,
5:25.60, 39774,  1628,
5:25.80, 39774,  1792,
5:26.00, 39774,  1733,
5:26.20, 39774,  1875,
5:26.40, 39774,  1984,
5:26.60, 39774,  2047,
5:26.80, 39774,  2351,
5:27.00, 39774,  2745,
5:27.20, 39774,  2304,
5:27.40, 39774,  2347,
5:27.60, 39774,  1813,
5:27.80, 39774,  2000,
5:28.00, 39774,  1875,
5:28.20, 39774,  2186,
5:28.40, 39774,  1627,
5:28.60, 39774,  1912,
5:28.80, 39774,  2160,
5:29.00, 39774,  1932,
5:29.20, 39774,  2077,
5:29.40, 39774,  1894,
5:29.60, 39774,  2010,
5:29.80, 39774,  1970,
5:30.00, 39774,  2564,
5:30.20, 39774,  2020,
5:30.40, 39774,  2034,
5:30.60, 39774,  1873,
5:30.80, 39774,  2631,
5:31.00, 39774,  2009,
5:31.20, 39774,  2417,
5:31.40, 39774,  2524,
5:31.60, 39774,  2422,
5:31.80, 39774,  1953,
5:32.00, 39774,  2102,
5:32.20, 39774,  2305,
5:32.40, 39774,  2322,
5:32.60, 39774,  2269,
5:32.80, 39774,  2550,
5:33.00, 39774,  2670,
5:33.20, 39774,  2744,
5:33.40, 39774,  2240,
5:33.60, 39774,  2280,
5:33.80, 39774,  2388,
5:34.00, 39774,  2206,
5:34.20, 39774,  2027,
5:34.40, 39774,  2084,
5:34.60, 39774,  2172,
5:34.80, 39774,  2445,
5:35.00, 39774,  2018,
5:35.20, 39774,  2179,
5:35.40, 39774,  2315,
5:35.60, 39774,  2762,
5:35.80, 39774,  2217,
5:36.00, 39774,  2516,
5:36.20, 39774,  3223,
5:36.40, 39774,  2981,
5:36.60, 39774,  2278,
5:36.80, 39774,  1986,
5:37.00, 39774,  1566,
5:37.20, 39774,  1742,
5:37.40, 39774,  1687,
5:37.60, 39774,  1707,
5:37.80, 39774,  1800,
5:38.00, 39774,  1944,
5:38.20, 39774,  1737,
5:38.40, 39774,  1772,
5:38.60, 39774,  1811,
5:38.80, 39774,  2065,
5:39.00, 39773,  1819,
5:39.20, 39773,  1938,
5:39.40, 39773,  1908,
5:39.60, 39773,  1945,
5:39.80, 39773,  1996,
5:40.00, 39773,  1895,
5:40.20, 39773,  1936,
5:40.40, 39772,  1939,
5:40.60, 39772,  2329,
5:40.80, 39772,  1888,
5:41.00, 39771,  1988,
5:41.20, 39771,  1908,
5:41.40, 39771,  2277,
5:41.60, 39771,  1911,
5:41.80, 39771,  1946,
5:42.00, 39771,  2111,
5:42.20, 39771,  1988,
5:42.40, 39771,  2335,
5:42.60, 39771,  1865,
5:42.80, 39771,  2050,
5:43.00, 39771,  1895,
5:43.20, 39771,  2017,
5:43.40, 39771,  1766,
5:43.60, 39771,  1926,
5:43.80, 39771,  1981,
5:44.00, 39771,  2035,
5:44.20, 39771,  1654,
5:44.40, 39771,  1853,
5:44.60, 39771,  2020,
5:44.80, 39771,  1819,
5:45.00, 39770,  2493,
5:45.20, 39770,  2123,
5:45.40, 39769,  2167,
5:45.60, 39769,  2434,
5:45.80, 39769,  2330,
5:46.00, 39769,  2538,
5:46.20, 39768,  1862,
5:46.40, 39768,  1927,
5:46.60, 39768,  1944,
5:46.80, 39768,  2516,
5:47.00, 39768,  1815,
5:47.20, 39769,  2108,
5:47.40, 39769,  2015,
5:47.60, 39769,  2236,
5:47.80, 39769,  1924,
5:48.00, 39768,  2289,
5:48.20, 39767,  2115,
5:48.40, 39765,  2182,
5:48.60, 39766,  1859,
5:48.80, 39766,  1701,
5:49.00, 39766,  1877,
5:49.20, 39765,  1709,
5:49.40, 39764,  2497,
5:49.60, 39761,  2915,
5:49.80, 39759,  2358,
5:50.00, 39759,  2224,
5:50.20, 39759,  1933,
5:50.40, 39761,  1996,
5:50.60, 39763,  1886,
5:50.80, 39766,  2035,
5:51.00, 39769,  2213,
5:51.20, 39769,  2157,
5:51.40, 39771,  1467,
5:51.60, 39772,  1973,
5:51.80, 39773,  2501,
5:52.00, 39774,  1946,
5:52.20, 39774,  1891,
5:52.40, 39774,  1934,
5:52.60, 39774,  1061,
5:52.80, 39774,  3310,
5:53.00, 39774,  2442,
5:53.20, 39774,  2685,
5:53.40, 39774,  2058,
5:53.60, 39774,  2959,
5:53.80, 39774,  1992,
5:54.00, 39774,    26,
5:54.20, 39774,    24,
5:54.40, 39774,    32,
5:54.60, 39774,  2019,
5:54.80, 39774,  1466,
5:55.00, 39774,  1873,
5:55.20, 39774,  1713,
5:55.40, 39774,  3249,
5:55.60, 39774,  2876,
5:55.80, 39774,  3674,
5:56.00, 39774,  3256,
5:56.20, 39774,  2705,
5:56.40, 39774,  3026,
5:56.60, 39774,  2881,
5:56.80, 39774,  3392,
5:57.00, 39774,  2234,
5:57.20, 39774,    31,
5:57.40, 39774,    19,
5:57.60, 39774,    17,
5:57.80, 39774,    13,
5:58.00, 39774,    23,
5:58.20, 39774,    24,
5:58.40, 39774,    42,
5:58.60, 39774,   187,
5:58.80, 39774,  1096,
5:59.00, 39774,  2607,
5:59.20, 39774,  2617,
5:59.40, 39774,  2430,
5:59.60, 39774,   431,
5:59.80, 39774,  3958,
6:00.00, 39774,  2199,
6:00.20, 39774,  2164,
6:00.40, 39774,  2076,
6:00.60, 39774,  2461,
6:00.80, 39774,  2114,
6:01.00, 39774,  1851,
6:01.20, 39774,  2119,
6:01.40, 39774,  2382,
6:01.60, 39774,  2187,
6:01.80, 39774,  1774,
6:02.00, 39774,  2007,
6:02.20, 39774,  1889,
6:02.40, 39774,  2884,
6:02.60, 39774,  2297,
6:02.80, 39774,  2088,
6:03.00, 39774,  2515,
6:03.20, 39774,  1999,
6:03.40, 39774,  2474,
6:03.60, 39774,  2311,
6:03.80, 39774,  2098,
6:04.00, 39774,  1381,
6:04.20, 39774,  1921,
6:04.40, 39774,  2395,
6:04.60, 39774,  1856,
6:04.80, 39774,  2500,
6:05.00, 39774,  1984,
6:05.20, 39774,  1546,
6:05.40, 39774,  2020,
6:05.60, 39774,  3320,
6:05.80, 39774,  2353,
6:06.00, 39774,  2199,
6:06.20, 39774,  2063,
6:06.40, 39774,  2115,
6:06.60, 39774,  2469,
6:06.80, 39774,  1861,
6:07.00, 39774,  1927,
6:07.20, 39774,  1934,
6:07.40, 39774,  2113,
6:07.60, 39774,  1637,
6:07.80, 39774,  1755,
6:08.00, 39774,  2085,
6:08.20, 39774,  2097,
6:08.40, 39774,  1919,
6:08.60, 39774,  2001,
6:08.80, 39774,  2087,
6:09.00, 39774,  1866,
6:09.20, 39774,  1921,
6:09.40, 39774,  2213,
6:09.60, 39774,  2172,
6:09.80, 39774,  2078,
6:10.00, 39774,  2248,
6:10.20, 39774,  2454,
6:10.40, 39774,  3316,
6:10.60, 39774,  2271,
6:10.80, 39774,  2271,
6:11.00, 39774,  1777,
6:11.20, 39774,  3044,
6:11.40, 39774,  2280,
6:11.60, 39774,  1696,
