Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
0:35.80, 27866,  1799,
0:36.00, 27869,  1674,
0:36.20, 27880,  1742,
0:36.40, 27893,  1639,
0:36.60, 27893,  2066,
0:36.80, 27935,  2541,
0:37.00, 27915,  1927,
0:37.20, 27846,  1305,
0:37.40, 27737,  2540,
0:37.60, 27567,  1971,
0:37.80, 27567,  2027,
0:38.00, 27436,  2046,
0:38.20, 27343,  1882,
0:38.40, 27288,  2135,
0:38.60, 27265,  1979,
0:38.80, 27265,  2581,
0:39.00, 27261,  2422,
0:39.20, 27263,  2091,
0:39.40, 27275,  2403,
0:39.60, 27298,  2130,
0:39.80, 27298,  1573,
0:40.00, 27332,  2429,
0:40.20, 27376,  2019,
0:40.40, 27428,  2204,
0:40.60, 27482,  2048,
0:40.80, 27532,  1799,
0:41.00, 27532,  2194,
0:41.20, 27570,  2096,
0:41.40, 27589,  3247,
0:41.60, 27575,  2243,
0:41.80, 27515,  2116,
0:42.00, 27515,  1785,
0:42.20, 27451,  2057,
0:42.40, 27379,  2219,
0:42.60, 27307,  1820,
0:42.80, 27274,  2154,
0:43.00, 27244,  2007,
0:43.20, 27244,  2459,
0:43.40, 27233,  2428,
0:43.60, 27253,  2082,
0:43.80, 27265,  2824,
0:44.00, 27273,  2395,
0:44.20, 27273,  1730,
0:44.40, 27261,  2639,
0:44.60, 27227,  2865,
0:44.80, 27189,  2303,
0:45.00, 27136,  2634,
0:45.20, 27136,  2704,
0:45.40, 27120,  2382,
0:45.60, 27152,  3130,
0:45.80, 27213,  2776,
0:46.00, 27297,  1912,
0:46.20, 27335,  2591,
0:46.40, 27335,  2615,
0:46.60, 27319,  1970,
0:46.80, 27267,  2282,
0:47.00, 27209,  2068,
0:47.20, 27167,  3225,
0:47.40, 27167,  3078,
0:47.60, 27141,  2583,
0:47.80, 27138,   588,
0:48.00, 27148,  3905,
0:48.20, 27165,  2910,
0:48.40, 27162,    48,
0:48.60, 27162,  3905,
0:48.80, 27143,  3100,
0:49.00, 27084,  1251,
0:49.20, 27003,  1260,
0:49.40, 26970,  2767,
0:49.60, 26970,  2293,
0:49.80, 27047,  2046,
0:50.00, 27229,  2230,
0:50.20, 27468,  1717,
0:50.40, 27711,  2297,
0:50.60, 27871,  2340,
0:50.80, 27871,  1778,
0:51.00, 27965,  2482,
0:51.20, 28029,  2392,
0:51.40, 28084,  1804,
0:51.60, 28137,  2148,
0:51.80, 28137,  2464,
0:52.00, 28190,  2076,
0:52.20, 28223,  2527,
0:52.40, 28239,  2565,
0:52.60, 28236,  1921,
0:52.80, 28236,  2139,
0:53.00, 28230,  2530,
0:53.20, 28255,  2005,
0:53.40, 28276,  2266,
0:53.60, 28280,  2684,
0:53.80, 28253,  1906,
0:54.00, 28253,  2186,
0:54.20, 28204,  2314,
0:54.40, 28119,  1726,
0:54.60, 27999,   998,
0:54.80, 27895,  1992,
0:55.00, 27895,  1695,
0:55.20, 27787,  2296,
0:55.40, 27719,  1996,
0:55.60, 27705,  1823,
0:55.80, 27705,  2086,
0:56.00, 27713,  1910,
0:56.20, 27713,  1735,
0:56.40, 27719,  2382,
0:56.60, 27720,  2091,
0:56.80, 27704,  2376,
0:57.00, 27682,  2607,
0:57.20, 27682,  2039,
0:57.40, 27664,  1342,
0:57.60, 27654,  2386,
0:57.80, 27661,  1966,
0:58.00, 27677,  2170,
0:58.20, 27677,  1850,
0:58.40, 27691,  2098,
0:58.60, 27700,  2308,
0:58.80, 27727,  1955,
0:59.00, 27782,  2752,
0:59.20, 27830,  2413,
0:59.40, 27830,  2132,
0:59.60, 27872,  2034,
0:59.80, 27890,  2065,
1:00.00, 27887,  2014,
1:00.20, 27914,  2474,
1:00.40, 27914,  2073,
1:00.60, 27878,  2627,
1:00.80, 27824,  2986,
1:01.00, 27756,  2158,
1:01.20, 27667,  1921,
1:01.40, 27655,  2424,
1:01.60, 27655,  2430,
1:01.80, 27686,  2098,
1:02.00, 27754,  1636,
1:02.20, 27819,  2126,
1:02.40, 27872,  2101,
1:02.60, 27872,  1804,
1:02.80, 27912,  1919,
1:03.00, 27900,  1788,
1:03.20, 27863,  1868,
1:03.40, 27823,  2099,
1:03.60, 27823,  1959,
1:03.80, 27752,  2227,
1:04.00, 27641,  2948,
1:04.20, 27586,  2116,
1:04.40, 27520,  1961,
1:04.60, 27471,  2225,
1:04.80, 27471,  2117,
1:05.00, 27478,  2369,
1:05.20, 27446,  1950,
1:05.40, 27452,  1964,
1:05.60, 27495,  2193,
1:05.80, 27495,  1857,
1:06.00, 27566,  2161,
1:06.20, 27665,  1934,
1:06.40, 27755,  2846,
1:06.60, 27822,  2411,
1:06.80, 27907,  2173,
1:07.00, 27907,  2564,
1:07.20, 27988,  2174,
1:07.40, 28035,  2330,
1:07.60, 28057,  2023,
1:07.80, 27990,  1908,
1:08.00, 27990,  2325,
1:08.20, 27860,  2080,
1:08.40, 27668,  1801,
1:08.60, 27402,  1931,
1:08.80, 27139,  1765,
1:09.00, 26908,  1898,
1:09.20, 26908,  2306,
1:09.40, 26774,  2035,
1:09.60, 26792,   718,
1:09.80, 26792,  2605,
1:10.00, 26781,  2089,
1:10.20, 26781,  2749,
1:10.40, 26816,  2235,
1:10.60, 26852,  3192,
1:10.80, 26989,  2435,
1:11.00, 27175,  2330,
1:11.20, 27175,  2026,
1:11.40, 27326,  2581,
1:11.60, 27409,  2922,
1:11.80, 27380,  2421,
1:12.00, 27186,  2679,
1:12.20, 26928,  1442,
1:12.40, 26928,  1876,
1:12.60, 26691,  1048,
1:12.80, 26556,  2469,
1:13.00, 26598,  3786,
1:13.20, 26670,  3334,
1:13.40, 26670,  3161,
1:13.60, 26710,  2534,
1:13.80, 26733,  1943,
1:14.00, 26750,  2744,
1:14.20, 26796,  1887,
1:14.40, 26889,  2208,
1:14.60, 26889,  1663,
1:14.80, 27014,  2094,
1:15.00, 27182,  3869,
1:15.20, 27420,  2311,
1:15.40, 27677,  1125,
1:15.60, 27677,  2865,
1:15.80, 27964,  1644,
1:16.00, 28190,  1644,
1:16.20, 28273,  1682,
1:16.40, 28266,  1334,
1:16.60, 28266,  2290,
1:16.80, 28169,  1359,
1:17.00, 28070,  1477,
1:17.20, 28004,  1755,
1:17.40, 27916,  1944,
1:17.60, 27820,  3238,
1:17.80, 27820,    27,
1:18.00, 27798,   726,
1:18.20, 27871,  3921,
1:18.40, 28030,  1991,
1:18.60, 28207,  1660,
1:18.80, 28207,  1782,
1:19.00, 28330,  1918,
1:19.20, 28385,  2665,
1:19.40, 28434,  1985,
1:19.60, 28469,  2287,
1:19.80, 28473,  1705,
1:20.00, 28473,  1499,
1:20.20, 28477,  2323,
1:20.40, 28473,  1496,
1:20.60, 28495,   713,
1:20.80, 28563,  2072,
1:21.00, 28563,  1417,
1:21.20, 28660,  2515,
1:21.40, 28750,  1908,
1:21.60, 28838,  2514,
1:21.80, 28880,  1596,
1:22.00, 28887,  1696,
1:22.20, 28887,  1472,
1:22.40, 28900,  1639,
1:22.60, 28920,  1153,
1:22.80, 28955,  1701,
1:23.00, 29006,  1662,
1:23.20, 29006,  1084,
1:23.40, 29060,  1970,
1:23.60, 29163,  1690,
1:23.80, 29228,  1958,
1:24.00, 29249,  1811,
1:24.20, 29249,  1994,
1:24.40, 29248,  2238,
1:24.60, 29181,  1965,
1:24.80, 29148,  1540,
1:25.00, 29152,  2247,
1:25.20, 29169,  1757,
1:25.40, 29169,  2324,
1:25.60, 29192,  1975,
1:25.80, 29208,  2010,
1:26.00, 29217,  2510,
1:26.20, 29219,  1811,
1:26.40, 29219,  1474,
1:26.60, 29215,  2232,
1:26.80, 29219,  1772,
1:27.00, 29214,  2048,
1:27.20, 29209,  1819,
1:27.40, 29204,  1809,
1:27.60, 29204,  2467,
1:27.80, 29188,  2112,
1:28.00, 29179,  1351,
1:28.20, 29183,  2425,
1:28.40, 29192,  1985,
1:28.60, 29192,  2122,
1:28.80, 29202,  1909,
1:29.00, 29211,  1728,
1:29.20, 29208,  2282,
1:29.40, 29201,  2010,
1:29.60, 29193,  2081,
1:29.80, 29193,  2446,
1:30.00, 29180,  2131,
1:30.20, 29117,  2082,
1:30.40, 29007,  1908,
1:30.60, 28877,  1836,
1:30.80, 28877,  2362,
1:31.00, 28754,  2025,
1:31.20, 28699,  1589,
1:31.40, 28708,  2483,
1:31.60, 28750,  1967,
1:31.80, 28750,  2139,
1:32.00, 28802,  2107,
1:32.20, 28846,  2087,
1:32.40, 28886,  2544,
1:32.60, 28926,  2095,
1:32.80, 28968,  1873,
1:33.00, 28968,  2302,
1:33.20, 29008,  2037,
1:33.40, 29043,  2029,
1:33.60, 29073,  1960,
1:33.80, 29104,  2105,
1:34.00, 29104,  2527,
1:34.20, 29144,  2332,
1:34.40, 29194,  2027,
1:34.60, 29252,  2082,
1:34.80, 29313,  1601,
1:35.00, 29371,  2132,
1:35.20, 29371,  1908,
1:35.40, 29422,  1942,
1:35.60, 29465,  2473,
1:35.80, 29497,  2121,
1:36.00, 29521,  1766,
1:36.20, 29521,  1740,
1:36.40, 29538,  1979,
1:36.60, 29551,  2081,
1:36.80, 29556,  2821,
1:37.00, 29522,  2477,
1:37.20, 29522,  2329,
1:37.40, 29421,  2147,
1:37.60, 29286,  2450,
1:37.80, 29170,  2282,
1:38.00, 29126,  1857,
1:38.20, 29174,  1986,
1:38.40, 29174,  2017,
1:38.60, 29288,  2299,
1:38.80, 29437,  2368,
1:39.00, 29575,  1781,
1:39.20, 29689,  1531,
1:39.40, 29689,  2197,
1:39.60, 29772,  1858,
1:39.80, 29808,  2137,
1:40.00, 29818,  1917,
1:40.20, 29836,  1877,
1:40.40, 29867,  2265,
1:40.60, 29867,  1844,
1:40.80, 29868,  1394,
1:41.00, 29855,  2318,
1:41.20, 29811,  1998,
1:41.40, 29750,  2002,
1:41.60, 29750,  1921,
1:41.80, 29715,  1836,
1:42.00, 29692,  2226,
1:42.20, 29686,  1837,
1:42.40, 29681,  2811,
1:42.60, 29681,  2505,
1:42.80, 29681,  1979,
1:43.00, 29689,  1839,
1:43.20, 29704,  2136,
1:43.40, 29722,  1867,
1:43.60, 29738,  2063,
1:43.80, 29738,  1932,
1:44.00, 29750,  1852,
1:44.20, 29756,  2193,
1:44.40, 29758,  2035,
1:44.60, 29755,  1908,
1:44.80, 29755,  2039,
1:45.00, 29747,  1779,
1:45.20, 29742,  2206,
1:45.40, 29738,  1659,
1:45.60, 29731,  1408,
1:45.80, 29723,  1824,
1:46.00, 29723,  1331,
1:46.20, 29707,  2181,
1:46.40, 29686,  1936,
1:46.60, 29666,  2108,
1:46.80, 29591,  3576,
1:47.00, 29591,  2329,
1:47.20, 29435,  3033,
1:47.40, 29303,  2544,
1:47.60, 29215,  2369,
1:47.80, 29222,  2904,
1:48.00, 29333,  1859,
1:48.20, 29333,  2114,
1:48.40, 29449,  2698,
1:48.60, 29519,  2867,
1:48.80, 29556,  3267,
1:49.00, 29567,  2790,
1:49.20, 29567,  2795,
1:49.40, 29552,  2981,
1:49.60, 29542,  2932,
1:49.80, 29525,  3060,
1:50.00, 29488,  3026,
1:50.20, 29488,  2525,
1:50.40, 29393,  2784,
1:50.60, 29266,  2605,
1:50.80, 29117,  1974,
1:51.00, 29000,  2106,
1:51.20, 28956,  1753,
1:51.40, 28956,  2265,
1:51.60, 28910,  2181,
1:51.80, 28868,  1754,
1:52.00, 28821,  1738,
1:52.20, 28762,  1708,
1:52.40, 28762,  1625,
1:52.60, 28746,  1856,
1:52.80, 28766,  1870,
1:53.00, 28800,  1736,
1:53.20, 28838,  2399,
1:53.40, 28874,  2008,
1:53.60, 28874,  2452,
1:53.80, 28900,  2369,
1:54.00, 28916,  1859,
1:54.20, 28930,  1871,
1:54.40, 28942,  1888,
1:54.60, 28942,  1855,
1:54.80, 28944,  1873,
1:55.00, 28932,  1814,
1:55.20, 28916,  1971,
1:55.40, 28901,  2090,
1:55.60, 28900,  2107,
1:55.80, 28900,  2107,
1:56.00, 28911,  2209,
1:56.20, 28921,  1899,
1:56.40, 28923,  1957,
1:56.60, 28923,  2136,
1:56.80, 28923,  1646,
1:57.00, 28909,  1288,
1:57.20, 28875,  1636,
1:57.40, 28832,  1997,
1:57.60, 28787,  1993,
1:57.80, 28787,  1782,
1:58.00, 28763,  2158,
1:58.20, 28784,  2381,
1:58.40, 28816,  2163,
1:58.60, 28838,  2904,
1:58.80, 28857,  2505,
1:59.00, 28857,  2196,
1:59.20, 28865,  1926,
1:59.40, 28906,  2255,
1:59.60, 28983,  2164,
1:59.80, 29086,  1821,
2:00.00, 29086,  1923,
2:00.20, 29205,  2117,
2:00.40, 29320,  2245,
2:00.60, 29422,  1745,
2:00.80, 29506,  1722,
2:01.00, 29570,  2420,
2:01.20, 29570,  2164,
2:01.40, 29616,  2525,
2:01.60, 29646,  2500,
2:01.80, 29663,  2218,
2:02.00, 29666,  1073,
2:02.20, 29666,  2028,
2:02.40, 29660,  1922,
2:02.60, 29647,  1933,
2:02.80, 29628,  1807,
2:03.00, 29606,  2222,
2:03.20, 29583,  2166,
2:03.40, 29583,  1946,
2:03.60, 29561,  2053,
2:03.80, 29546,  2682,
2:04.00, 29537,  2109,
2:04.20, 29535,  1379,
2:04.40, 29535,  2324,
2:04.60, 29540,  1561,
2:04.80, 29553,  1784,
2:05.00, 29576,  1883,
2:05.20, 29607,  2505,
2:05.40, 29607,  2428,
2:05.60, 29646,  1954,
2:05.80, 29684,  2466,
2:06.00, 29718,  2576,
2:06.20, 29741,  2490,
2:06.40, 29686,  2468,
2:06.60, 29686,  2746,
2:06.80, 29589,  2425,
2:07.00, 29493,  2433,
2:07.20, 29390,  2124,
2:07.40, 29257,  2075,
2:07.60, 29257,   839,
2:07.80, 29072,    20,
2:08.00, 28820,    10,
2:08.20, 28547,    10,
2:08.40, 28347,    10,
2:08.60, 28294,    10,
2:08.80, 28294,    17,
2:09.00, 28367,    28,
2:09.20, 28448,   214,
2:09.40, 28532,  1669,
2:09.60, 28512,  2677,
2:09.80, 28512,  3295,
2:10.00, 28427,  2942,
2:10.20, 28328,  2707,
2:10.40, 28229,  1150,
2:10.60, 28245,  2891,
2:10.80, 28245,  2860,
2:11.00, 28310,  1798,
2:11.20, 28433,  1819,
2:11.40, 28637,  1851,
2:11.60, 28763,  1825,
2:11.80, 28836,  2070,
2:12.00, 28836,  1761,
2:12.20, 28885,  2382,
2:12.40, 28871,  1977,
2:12.60, 28869,  1180,
2:12.80, 28886,  1475,
2:13.00, 28886,  2026,
2:13.20, 28926,  2050,
2:13.40, 28986,  2077,
2:13.60, 29047,  2074,
2:13.80, 29104,  1847,
2:14.00, 29145,  2645,
2:14.20, 29145,  2110,
2:14.40, 29166,  1267,
2:14.60, 29176,  2513,
2:14.80, 29174,  1592,
2:15.00, 29176,  1390,
2:15.20, 29176,  2083,
2:15.40, 29184,  2105,
2:15.60, 29169,  2875,
2:15.80, 29153,  2423,
2:16.00, 29144,  2750,
2:16.20, 29132,  2959,
2:16.40, 29132,  2064,
2:16.60, 29138,  1860,
2:16.80, 29144,  2227,
2:17.00, 29133,  2051,
2:17.20, 29121,  2175,
2:17.40, 29121,  2041,
2:17.60, 29118,  1895,
2:17.80, 29119,  2192,
2:18.00, 29121,  2103,
2:18.20, 29123,  2134,
2:18.40, 29123,  2122,
2:18.60, 29121,  1838,
2:18.80, 29118,  1255,
2:19.00, 29115,  2610,
2:19.20, 29113,  2115,
2:19.40, 29114,  1846,
2:19.60, 29114,  2263,
2:19.80, 29117,  2182,
2:20.00, 29120,  1878,
2:20.20, 29118,  2135,
2:20.40, 29127,  2121,
2:20.60, 29127,  2122,
2:20.80, 29121,  2168,
2:21.00, 29113,  2146,
2:21.20, 29129,  2111,
2:21.40, 29137,  2126,
2:21.60, 29158,  2005,
2:21.80, 29158,  2156,
2:22.00, 29182,  2035,
2:22.20, 29166,  1935,
2:22.40, 29148,  2224,
2:22.60, 29153,  1932,
2:22.80, 29153,  1998,
2:23.00, 29172,  2174,
2:23.20, 29217,  1849,
2:23.40, 29263,  2333,
2:23.60, 29287,  2244,
2:23.80, 29287,  1911,
2:24.00, 29298,  2087,
2:24.20, 29300,  1836,
2:24.40, 29292,  1941,
2:24.60, 29395,  1967,
2:24.80, 29447,  2252,
2:25.00, 29447,  2046,
2:25.20, 29452,  2000,
2:25.40, 29452,  2377,
2:25.60, 29338,  2039,
2:25.80, 29267,  2157,
2:26.00, 29267,  2712,
2:26.20, 29224,  2181,
2:26.40, 29204,  1205,
2:26.60, 29178,  2353,
2:26.80, 29178,  2073,
2:27.00, 29249,  1968,
2:27.20, 29249,  2038,
2:27.40, 29350,  2074,
2:27.60, 29486,  2025,
2:27.80, 29620,  1951,
2:28.00, 29711,  1991,
2:28.20, 29711,  1987,
2:28.40, 29752,  2022,
2:28.60, 29728,  2091,
2:28.80, 29670,  2015,
2:29.00, 29608,  2272,
2:29.20, 29570,  2044,
2:29.40, 29570,  1917,
2:29.60, 29585,  2308,
2:29.80, 29624,  1984,
2:30.00, 29668,  1757,
2:30.20, 29705,  2369,
2:30.40, 29705,  1931,
2:30.60, 29736,  2159,
2:30.80, 29763,  2371,
2:31.00, 29786,  1910,
2:31.20, 29805,  1862,
2:31.40, 29805,  2211,
2:31.60, 29820,  1959,
2:31.80, 29831,  1939,
2:32.00, 29839,  2153,
2:32.20, 29844,  1952,
2:32.40, 29846,  1916,
2:32.60, 29846,  2096,
2:32.80, 29846,  1880,
2:33.00, 29845,  1867,
2:33.20, 29841,  2114,
2:33.40, 29835,  1895,
2:33.60, 29835,  2123,
2:33.80, 29828,  2073,
2:34.00, 29820,  1950,
2:34.20, 29812,  2135,
2:34.40, 29804,  2107,
2:34.60, 29796,  2122,
2:34.80, 29796,  2140,
2:35.00, 29788,  2050,
2:35.20, 29783,  2122,
2:35.40, 29779,  2048,
2:35.60, 29777,  1658,
2:35.80, 29777,  2390,
2:36.00, 29777,  2027,
2:36.20, 29777,  2299,
2:36.40, 29779,  2502,
2:36.60, 29782,  1989,
2:36.80, 29782,  1978,
2:37.00, 29786,  2331,
2:37.20, 29790,  2040,
2:37.40, 29794,  2023,
2:37.60, 29799,  2168,
2:37.80, 29806,  1975,
2:38.00, 29806,  2012,
2:38.20, 29817,  2112,
2:38.40, 29830,  1918,
2:38.60, 29848,  2097,
2:38.80, 29865,  2047,
2:39.00, 29865,  2052,
2:39.20, 29881,  2010,
2:39.40, 29897,  1445,
2:39.60, 29906,  2353,
2:39.80, 29909,  1955,
2:40.00, 29913,  2395,
2:40.20, 29913,  2505,
2:40.40, 29908,  2014,
2:40.60, 29899,  2176,
2:40.80, 29892,  2343,
2:41.00, 29877,  2008,
2:41.20, 29877,  1984,
2:41.40, 29864,  2301,
2:41.60, 29853,  2012,
2:41.80, 29842,  1965,
2:42.00, 29831,  2320,
2:42.20, 29823,  1984,
2:42.40, 29823,  2015,
2:42.60, 29816,  2169,
2:42.80, 29813,  2000,
2:43.00, 29813,  1965,
2:43.20, 29816,  2108,
2:43.40, 29816,  1973,
2:43.60, 29838,  1906,
2:43.80, 29859,  2109,
2:44.00, 29868,  1915,
2:44.20, 29869,  1923,
2:44.40, 29869,  2206,
2:44.60, 29848,  1909,
2:44.80, 29824,  1965,
2:45.00, 29809,  2210,
2:45.20, 29798,  1998,
2:45.40, 29788,  1920,
2:45.60, 29788,  2158,
2:45.80, 29778,  2047,
2:46.00, 29758,  1804,
2:46.20, 29701,  2807,
2:46.40, 29582,  2720,
2:46.60, 29582,  2640,
2:46.80, 29413,  2569,
2:47.00, 29234,  1940,
2:47.20, 29085,  2640,
2:47.40, 29023,  2520,
2:47.60, 29032,  2022,
2:47.80, 29032,  2960,
2:48.00, 29083,  2684,
2:48.20, 29159,  2285,
2:48.40, 29229,  1408,
2:48.60, 29298,  2684,
2:48.80, 29298,  2178,
2:49.00, 29367,  1241,
2:49.20, 29438,  2410,
2:49.40, 29513,  2021,
2:49.60, 29590,  1423,
2:49.80, 29676,  2250,
2:50.00, 29676,  1976,
2:50.20, 29737,  1266,
2:50.40, 29765,  2720,
2:50.60, 29759,  2067,
2:50.80, 29701,  1548,
2:51.00, 29701,  2066,
2:51.20, 29640,  1419,
2:51.40, 29593,  2693,
2:51.60, 29541,  2803,
2:51.80, 29506,  2183,
2:52.00, 29506,  2313,
2:52.20, 29501,  2063,
2:52.40, 29528,  2114,
2:52.60, 29615,  2363,
2:52.80, 29742,  2099,
2:53.00, 29872,  1478,
2:53.20, 29872,  2328,
2:53.40, 29988,  2057,
2:53.60, 30077,  2048,
2:53.80, 30152,  1924,
2:54.00, 30223,  1929,
2:54.20, 30223,  2063,
2:54.40, 30290,  1871,
2:54.60, 30357,  1867,
2:54.80, 30416,  2116,
2:55.00, 30473,  1914,
2:55.20, 30516,  1919,
2:55.40, 30516,  2279,
2:55.60, 30544,  1902,
2:55.80, 30576,  2785,
2:56.00, 30606,  2417,
2:56.20, 30627,  1965,
2:56.40, 30627,  1130,
2:56.60, 30638,  2287,
2:56.80, 30630,  1979,
2:57.00, 30601,  1789,
2:57.20, 30575,  2313,
2:57.40, 30575,  2058,
2:57.60, 30555,  2057,
2:57.80, 30535,  1972,
2:58.00, 30516,  1933,
2:58.20, 30492,  2137,
2:58.40, 30469,  1952,
2:58.60, 30469,  1962,
2:58.80, 30454,  2317,
2:59.00, 30437,  2011,
2:59.20, 30425,  1181,
2:59.40, 30419,  2426,
2:59.60, 30419,  1971,
2:59.80, 30402,  1922,
3:00.00, 30388,  2217,
3:00.20, 30380,  2086,
3:00.40, 30369,  1995,
3:00.60, 30363,  2122,
3:00.80, 30363,  2093,
3:01.00, 30356,  2117,
3:01.20, 30344,  2086,
3:01.40, 30328,  1965,
3:01.60, 30313,  2088,
3:01.80, 30313,  1959,
3:02.00, 30296,  1902,
3:02.20, 30279,  2123,
3:02.40, 30264,  1930,
3:02.60, 30250,  1953,
3:02.80, 30233,  2267,
3:03.00, 30233,  1964,
3:03.20, 30218,  1978,
3:03.40, 30205,  2352,
3:03.60, 30196,  1988,
3:03.80, 30193,  2802,
3:04.00, 30193,  2406,
3:04.20, 30195,  1992,
3:04.40, 30199,  1419,
3:04.60, 30206,  2310,
3:04.80, 30215,  2078,
3:05.00, 30215,  2016,
3:05.20, 30227,  1986,
3:05.40, 30240,  2070,
3:05.60, 30255,  2076,
