Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
0:47.60,  7395,  2395,
0:47.80,  7400,  2073,
0:48.00,  7404,  2551,
0:48.20,  7404,  2540,
0:48.40,  7407,  2731,
0:48.60,  7410,  2624,
0:48.80,  7411,  2354,
0:49.00,  7413,  2492,
0:49.20,  7413,  2089,
0:49.40,  7415,  2397,
0:49.60,  7419,  2199,
0:49.80,  7423,  2211,
0:50.00,  7427,  2367,
0:50.20,  7432,  2411,
0:50.40,  7432,  2419,
0:50.60,  7433,  2311,
0:50.80,  7434,  2405,
0:51.00,  7439,  2220,
0:51.20,  7445,  2425,
0:51.40,  7445,  2840,
0:51.60,  7447,  2333,
0:51.80,  7447,  2198,
0:52.00,  7442,  2181,
0:52.20,  7436,  2127,
0:52.40,  7438,  2189,
0:52.60,  7438,  2405,
0:52.80,  7442,  2233,
0:53.00,  7445,  2189,
0:53.20,  7448,  2377,
0:53.40,  7450,  2283,
0:53.60,  7450,  2404,
0:53.80,  7453,  2539,
0:54.00,  7458,  2426,
0:54.20,  7463,  2194,
0:54.40,  7465,  2297,
0:54.60,  7466,  2298,
0:54.80,  7466,  2191,
0:55.00,  7467,  2364,
0:55.20,  7467,  2203,
0:55.40,  7469,  2267,
0:55.60,  7472,  2191,
0:55.80,  7472,  2221,
0:56.00,  7474,  2093,
0:56.20,  7476,  2184,
0:56.40,  7478,  2313,
0:56.60,  7480,  2222,
0:56.80,  7480,  2321,
0:57.00,  7482,  2153,
0:57.20,  7482,  2272,
0:57.40,  7482,  2180,
0:57.60,  7483,  2255,
0:57.80,  7484,  1958,
0:58.00,  7484,  2191,
0:58.20,  7486,  2507,
0:58.40,  7488,  2141,
0:58.60,  7490,  2279,
0:58.80,  7492,  2073,
0:59.00,  7492,  2393,
0:59.20,  7493,  2050,
0:59.40,  7494,  2316,
0:59.60,  7495,  2538,
0:59.80,  7497,  2382,
1:00.00,  7499,  2282,
1:00.20,  7499,  2178,
1:00.40,  7500,  3009,
1:00.60,  7500,  2302,
1:00.80,  7498,  2181,
1:01.00,  7497,  2095,
1:01.20,  7497,  2230,
1:01.40,  7497,  2407,
1:01.60,  7497,  2295,
1:01.80,  7498,  2388,
1:02.00,  7500,  2427,
1:02.20,  7500,  2708,
1:02.40,  7504,  2301,
1:02.60,  7508,  2590,
1:02.80,  7510,  2357,
1:03.00,  7510,  2447,
1:03.20,  7510,  2128,
1:03.40,  7510,  2450,
1:03.60,  7509,  2454,
1:03.80,  7509,  2357,
1:04.00,  7509,  2402,
1:04.20,  7509,  2375,
1:04.40,  7509,  2216,
1:04.60,  7509,  2116,
1:04.80,  7509,  2279,
1:05.00,  7509,  2137,
1:05.20,  7510,  2184,
1:05.40,  7511,  2283,
1:05.60,  7511,  2614,
1:05.80,  7509,  2255,
1:06.00,  7530,  2122,
1:06.20,  7601,  2691,
1:06.40,  7689,  1725,
1:06.60,  7689,  3009,
1:06.80,  7780,  2416,
1:07.00,  7821,  3129,
1:07.20,  7779,  2511,
1:07.40,  7694,  2651,
1:07.60,  7590,  2423,
1:07.80,  7590,  2226,
1:08.00,  7508,  1833,
1:08.20,  7475,  1389,
1:08.40,  7951,  1812,
1:08.60,  8319,  1698,
1:08.80,  8319,  1181,
1:09.00,  8610,  1052,
1:09.20,  8799,  1942,
1:09.40,  8431,  2547,
1:09.60,  8141,  2952,
1:09.80,  8141,  2233,
1:10.00,  7915,   591,
1:10.20,  7856,  2688,
1:10.40,  7906,  2993,
1:10.60,  7927,  3237,
1:10.80,  7944,  2897,
1:11.00,  7944,  3347,
1:11.20,  7855,  2855,
1:11.40,  7698,  1841,
1:11.60,  7608,  3189,
1:11.80,  7555,  2551,
1:12.00,  7555,  2623,
1:12.20,  7534,  1567,
1:12.40,  7553,  3416,
1:12.60,  7581,  3101,
1:12.80,  7589,  2682,
1:13.00,  7568,  2487,
1:13.20,  7568,  2339,
1:13.40,  7491,  2369,
1:13.60,  7362,  2237,
1:13.80,  7213,  2145,
1:14.00,  7079,  2202,
1:14.20,  7079,  2125,
1:14.40,  7002,  2177,
1:14.60,  7041,  2084,
1:14.80,  7212,  2144,
1:15.00,  7378,  2231,
1:15.20,  7378,  2302,
1:15.40,  7550,  2267,
1:15.60,  7666,  2207,
1:15.80,  7684,  2754,
1:16.00,  7710,  2654,
1:16.20,  7683,  2570,
1:16.40,  7683,  2100,
1:16.60,  7606,  2120,
1:16.80,  7497,  2198,
1:17.00,  7370,  2075,
1:17.20,  7268,  2340,
1:17.40,  7268,  2117,
1:17.60,  7191,  2076,
1:17.80,  7131,  2629,
1:18.00,  7088,  2173,
1:18.20,  7102,  2012,
1:18.40,  7151,  1986,
1:18.60,  7151,  2417,
1:18.80,  7170,  2394,
1:19.00,  7171,  2378,
1:19.20,  7125,  2091,
1:19.40,  7073,  2215,
1:19.60,  7073,  2980,
1:19.80,  7064,  2302,
1:20.00,  7030,  1603,
1:20.20,  6966,  1280,
1:20.40,  6894,  1769,
1:20.60,  6891,  1793,
1:20.80,  6891,  1422,
1:21.00,  6957,  1787,
1:21.20,  7041,  1720,
1:21.40,  7100,  1664,
1:21.60,  7078,  2274,
1:21.80,  7078,  3990,
1:22.00,  7027,  3997,
1:22.20,  6974,  3969,
1:22.40,  6895,  2928,
1:22.60,  6851,  2184,
1:22.80,  6851,  1267,
1:23.00,  6787,  2902,
1:23.20,  6686,  1877,
1:23.40,  6676,    95,
1:23.60,  6645,  2142,
1:23.80,  6604,  3270,
1:24.00,  6604,  3978,
1:24.20,  6634,  2209,
1:24.40,  6676,  1573,
1:24.60,  6764,  1775,
1:24.80,  6904,  1078,
1:25.00,  6904,   988,
1:25.20,  7019,  1171,
1:25.40,  7093,  1330,
1:25.60,  7129,  1656,
1:25.80,  7107,  1663,
1:26.00,  7069,  2082,
1:26.20,  7069,  1893,
1:26.40,  7000,  2235,
1:26.60,  6908,  2027,
1:26.80,  6849,  1864,
1:27.00,  6812,  2000,
1:27.20,  6812,  1961,
1:27.40,  6793,  2030,
1:27.60,  6787,  1921,
1:27.80,  6786,  2181,
1:28.00,  6784,  2096,
1:28.20,  6787,  2378,
1:28.40,  6787,  2354,
1:28.60,  6791,  1955,
1:28.80,  6804,  2150,
1:29.00,  6829,  1891,
1:29.20,  6858,  2334,
1:29.40,  6858,  1832,
1:29.60,  6892,  2420,
1:29.80,  6917,  2476,
1:30.00,  6916,  2946,
1:30.20,  6856,  3410,
1:30.40,  6856,  3870,
1:30.60,  6721,  3857,
1:30.80,  6558,  3433,
1:31.00,  6399,  2909,
1:31.20,  6297,  2657,
1:31.40,  6262,  1853,
1:31.60,  6262,  1729,
1:31.80,  6259,  2587,
1:32.00,  6279,  2886,
1:32.20,  6303,  2337,
1:32.40,  6336,  1659,
1:32.60,  6336,   923,
1:32.80,  6373,   862,
1:33.00,  6410,   950,
1:33.20,  6437,  1392,
1:33.40,  6462,  1638,
1:33.60,  6486,  1784,
1:33.80,  6486,  2439,
1:34.00,  6516,  1768,
1:34.20,  6573,  1921,
1:34.40,  6633,  1629,
1:34.60,  6656,  1678,
1:34.80,  6656,  1705,
1:35.00,  6661,  2048,
1:35.20,  6652,  2044,
1:35.40,  6652,  2037,
1:35.60,  6701,  2044,
1:35.80,  6701,  2193,
1:36.00,  6767,  2018,
1:36.20,  6811,  2099,
1:36.40,  6843,  1896,
1:36.60,  6864,  2420,
1:36.80,  6878,  2138,
1:37.00,  6878,  1969,
1:37.20,  6909,  1787,
1:37.40,  6944,  2076,
1:37.60,  6983,  2073,
1:37.80,  7029,  1968,
1:38.00,  7029,  2126,
1:38.20,  7072,  2473,
1:38.40,  7096,  3091,
1:38.60,  7105,  2558,
1:38.80,  7093,  1958,
1:39.00,  7076,  2700,
1:39.20,  7076,  1718,
1:39.40,  7061,  1914,
1:39.60,  7041,  1930,
1:39.80,  7027,  2558,
1:40.00,  7038,  2110,
1:40.20,  7038,  1767,
1:40.40,  7099,  1740,
1:40.60,  7144,  2191,
1:40.80,  7165,  1820,
1:41.00,  7158,  2089,
1:41.20,  7119,  2496,
1:41.40,  7119,  2658,
1:41.60,  7100,  2352,
1:41.80,  7114,  2139,
1:42.00,  7154,  2130,
1:42.20,  7214,  2375,
1:42.40,  7214,  2047,
1:42.60,  7299,  2198,
1:42.80,  7369,  1941,
1:43.00,  7421,  2267,
1:43.20,  7443,  1994,
1:43.40,  7443,  2088,
1:43.60,  7451,  2029,
1:43.80,  7465,  2208,
1:44.00,  7478,  2261,
1:44.20,  7490,  2090,
1:44.40,  7500,  2967,
1:44.60,  7500,  2223,
1:44.80,  7511,  2204,
1:45.00,  7523,  1952,
1:45.20,  7535,  2071,
1:45.40,  7548,  2230,
1:45.60,  7548,  2037,
1:45.80,  7560,  2095,
1:46.00,  7570,  1964,
1:46.20,  7579,  2079,
1:46.40,  7587,  1908,
1:46.60,  7597,  2165,
1:46.80,  7597,  2285,
1:47.00,  7608,  2011,
1:47.20,  7622,  2352,
1:47.40,  7646,  2117,
1:47.60,  7665,  2074,
1:47.80,  7665,  2000,
1:48.00,  7674,  2280,
1:48.20,  7685,  1847,
1:48.40,  7662,  2136,
1:48.60,  7628,  2255,
1:48.80,  7628,  2028,
1:49.00,  7608,  2015,
1:49.20,  7601,  1958,
1:49.40,  7633,  2280,
1:49.60,  7650,  1879,
1:49.80,  7633,  2201,
1:50.00,  7633,  1960,
1:50.20,  7626,  2100,
1:50.40,  7626,  2096,
1:50.60,  7679,  2125,
1:50.80,  7778,  1931,
1:51.00,  7778,  2129,
1:51.20,  7855,  2803,
1:51.40,  7955,  1951,
1:51.60,  8043,  2310,
1:51.80,  8109,  2182,
1:52.00,  8222,  2301,
1:52.20,  8222,  2140,
1:52.40,  8340,  1484,
1:52.60,  8443,  2015,
1:52.80,  8463,  1854,
1:53.00,  8368,  2082,
1:53.20,  8368,  1945,
1:53.40,  8213,  2726,
1:53.60,  8088,  2765,
1:53.80,  8042,  2581,
1:54.00,  8049,  2449,
1:54.20,  8056,  2153,
1:54.40,  8056,  2291,
1:54.60,  8033,  1820,
1:54.80,  8012,  2047,
1:55.00,  8001,  2130,
1:55.20,  7996,  2077,
1:55.40,  7996,  2028,
1:55.60,  7995,  2128,
1:55.80,  7996,  2013,
1:56.00,  7994,  1805,
1:56.20,  7975,  2637,
1:56.40,  7975,  2138,
1:56.60,  7927,  2407,
1:56.80,  7867,  2294,
1:57.00,  7832,  2651,
1:57.20,  7853,  2824,
1:57.40,  8009,  2810,
1:57.60,  8009,  3759,
1:57.80,  8257,  4013,
1:58.00,  8550,  4033,
1:58.20,  8855,  4030,
1:58.40,  9136,  4031,
1:58.60,  9136,  4032,
1:58.80,  9366,  3782,
1:59.00,  9451,    22,
1:59.20,  9330,  3542,
1:59.40,  9203,  4029,
1:59.60,  9182,  4027,
1:59.80,  9182,  4025,
2:00.00,  9297,  4026,
2:00.20,  9628,  4028,
2:00.40,  9918,  4029,
2:00.60, 10088,  4026,
2:00.80, 10088,  4023,
2:01.00, 10219,  4011,
2:01.20, 10307,  4017,
2:01.40, 10376,  3991,
2:01.60, 10436,  1858,
2:01.80, 10426,  1218,
2:02.00, 10426,  2661,
2:02.20, 10395,  3992,
2:02.40, 10398,  2880,
2:02.60, 10387,  2750,
2:02.80, 10428,  1937,
2:03.00, 10428,  1918,
2:03.20, 10483,  1643,
2:03.40, 10490,  2108,
2:03.60, 10517,  1891,
2:03.80, 10564,  2267,
2:04.00, 10564,  2585,
2:04.20, 10615,  2119,
2:04.40, 10674,  1994,
2:04.60, 10731,  2023,
2:04.80, 10771,  1726,
2:05.00, 10792,   385,
2:05.20, 10792,     8,
2:05.40, 10758,     4,
2:05.60, 10658,     1,
2:05.80, 10454,     5,
2:06.00, 10199,     4,
2:06.20, 10199,     3,
2:06.40,  9939,     3,
2:06.60,  9689,     1,
2:06.80,  9515,     1,
2:07.00,  9390,     2,
2:07.20,  9314,     1,
2:07.40,  9314,     4,
2:07.60,  9271,     3,
2:07.80,  9237,     6,
2:08.00,  9147,     4,
2:08.20,  9016,     6,
2:08.40,  9016,     6,
2:08.60,  8889,    11,
2:08.80,  8803,    40,
2:09.00,  8777,   926,
2:09.20,  8737,   836,
2:09.40,  8737,  1502,
2:09.60,  8671,  2539,
2:09.80,  8588,  2175,
2:10.00,  8527,  2782,
2:10.20,  8541,  2395,
2:10.40,  8610,  3056,
2:10.60,  8610,  2331,
2:10.80,  8673,  2165,
2:11.00,  8724,  2212,
2:11.20,  8767,  1908,
2:11.40,  8808,  2054,
2:11.60,  8808,  1458,
2:11.80,  8855,  1911,
2:12.00,  8889,  1623,
2:12.20,  8896,  1707,
2:12.40,  8886,  1982,
2:12.60,  8870,  1926,
2:12.80,  8870,  2474,
2:13.00,  8866,  2118,
2:13.20,  8883,  2806,
2:13.40,  8902,  2400,
2:13.60,  8922,  2621,
2:13.80,  8922,  2261,
2:14.00,  8941,  1938,
2:14.20,  8957,  2078,
2:14.40,  8976,  1933,
2:14.60,  8991,  2226,
2:14.80,  9010,  1945,
2:15.00,  9010,  2366,
2:15.20,  9040,  2285,
2:15.40,  9147,  2462,
2:15.60,  9247,  2531,
2:15.80,  9300,  1786,
2:16.00,  9300,  2382,
2:16.20,  9321,  1920,
2:16.40,  9260,  2536,
2:16.60,  9192,  2210,
2:16.80,  9104,  2319,
2:17.00,  9104,  2306,
2:17.20,  9039,  2202,
2:17.40,  8989,  2451,
2:17.60,  8957,  2128,
2:17.80,  8986,  2956,
2:18.00,  9017,  2369,
2:18.20,  9017,  2119,
2:18.40,  9041,  2271,
2:18.60,  9061,  2328,
2:18.80,  9075,  2382,
2:19.00,  9082,  2028,
2:19.20,  9082,  2246,
2:19.40,  9083,  2230,
2:19.60,  9084,  2142,
2:19.80,  9091,  2247,
2:20.00,  9105,  2112,
2:20.20,  9122,  2295,
2:20.40,  9122,  1951,
2:20.60,  9141,  2323,
2:20.80,  9159,  2314,
2:21.00,  9173,  2179,
2:21.20,  9185,  2267,
2:21.40,  9185,  2022,
2:21.60,  9195,  2244,
2:21.80,  9203,  1774,
2:22.00,  9210,  2210,
2:22.20,  9218,  1851,
2:22.40,  9218,  1976,
2:22.60,  9227,  2101,
2:22.80,  9236,  1822,
2:23.00,  9244,  2108,
2:23.20,  9251,  1942,
2:23.40,  9255,  2033,
2:23.60,  9255,  1793,
2:23.80,  9257,  1579,
2:24.00,  9257,  1727,
2:24.20,  9189,  1136,
2:24.40,  9005,  1711,
2:24.60,  9005,  1911,
2:24.80,  8737,  2064,
2:25.00,  8400,  1168,
2:25.20,  8115,  1628,
2:25.40,  7883,  2511,
2:25.60,  7716,  2133,
2:25.80,  7716,  1758,
2:26.00,  7633,  1737,
2:26.20,  7593,  2236,
2:26.40,  7647,  1792,
2:26.60,  7746,  1442,
2:26.80,  7746,  1546,
2:27.00,  7881,  1871,
2:27.20,  8008,  2053,
2:27.40,  8057,  1605,
2:27.60,  8059,  1542,
2:27.80,  8014,  1880,
2:28.00,  8014,  1296,
2:28.20,  7956,   923,
2:28.40,  7955,   978,
2:28.60,  7979,  1509,
2:28.80,  8011,   741,
2:29.00,  8011,  2918,
2:29.20,  8060,  2680,
2:29.40,  8102,  2053,
2:29.60,  8129,  2475,
2:29.80,  8168,  2385,
2:30.00,  8168,  2673,
2:30.20,  8203,  2320,
2:30.40,  8255,  2601,
2:30.60,  8312,  2240,
2:30.80,  8331,  1999,
2:31.00,  8316,  2062,
2:31.20,  8316,  1940,
2:31.40,  8281,  2215,
2:31.60,  8252,  1992,
2:31.80,  8242,  2622,
2:32.00,  8257,  2075,
2:32.20,  8257,  2275,
2:32.40,  8277,  2103,
2:32.60,  8301,  2099,
2:32.80,  8333,  2255,
2:33.00,  8350,  2065,
2:33.20,  8371,  2359,
2:33.40,  8371,  1946,
2:33.60,  8391,  2391,
2:33.80,  8396,  2026,
2:34.00,  8397,  2515,
2:34.20,  8392,  2279,
2:34.40,  8392,  1958,
2:34.60,  8370,  2472,
2:34.80,  8334,  2000,
2:35.00,  8300,  2357,
2:35.20,  8276,  2016,
2:35.40,  8262,  1960,
2:35.60,  8262,  2142,
2:35.80,  8245,  2222,
2:36.00,  8217,  2311,
2:36.20,  8168,  1987,
2:36.40,  8120,  2414,
2:36.60,  8120,  2059,
2:36.80,  8097,  2183,
2:37.00,  8091,  2205,
2:37.20,  8107,  2242,
2:37.40,  8133,  2560,
2:37.60,  8133,  1948,
2:37.80,  8163,  2418,
2:38.00,  8198,  2030,
2:38.20,  8246,  2085,
2:38.40,  8307,  1724,
2:38.60,  8372,  1988,
2:38.80,  8372,  1779,
2:39.00,  8448,  1685,
2:39.20,  8530,  2590,
2:39.40,  8615,  2210,
2:39.60,  8743,  2210,
2:39.80,  8743,  2447,
2:40.00,  8894,  2034,
2:40.20,  9029,  2054,
2:40.40,  9175,  2055,
2:40.60,  9322,  2168,
2:40.80,  9436,  1914,
2:41.00,  9436,  2166,
2:41.20,  9538,  2262,
2:41.40,  9605,  2105,
2:41.60,  9616,  2213,
2:41.80,  9618,  2023,
2:42.00,  9618,  2170,
2:42.20,  9622,  1891,
2:42.40,  9626,  2237,
2:42.60,  9631,  2258,
2:42.80,  9636,  2092,
2:43.00,  9636,  2219,
2:43.20,  9640,  2004,
2:43.40,  9644,  2142,
2:43.60,  9649,  2034,
2:43.80,  9656,  2046,
2:44.00,  9667,  1886,
2:44.20,  9667,  1853,
2:44.40,  9683,  2259,
2:44.60,  9702,  1763,
2:44.80,  9719,  2128,
2:45.00,  9733,  1949,
2:45.20,  9733,  2200,
2:45.40,  9820,  1898,
2:45.60,  9932,  1921,
2:45.80, 10079,  2943,
2:46.00, 10156,  2438,
2:46.20, 10117,  2143,
2:46.40, 10117,  1851,
2:46.60, 10013,  2189,
2:46.80,  9854,  1876,
2:47.00,  9752,  1625,
2:47.20,  9678,  1824,
2:47.40,  9678,  1814,
2:47.60,  9640,  1964,
2:47.80,  9617,  1935,
2:48.00,  9612,  1855,
2:48.20,  9615,  1789,
2:48.40,  9622,  1625,
2:48.60,  9622,  1791,
2:48.80,  9631,  1596,
2:49.00,  9638,  2012,
2:49.20,  9648,  1249,
2:49.40,  9657,  1780,
2:49.60,  9657,  1838,
2:49.80,  9670,  1419,
2:50.00,  9640,  1478,
2:50.20,  9554,  2059,
2:50.40,  9422,  2254,
2:50.60,  9422,  2115,
2:50.80,  9266,  2999,
2:51.00,  9139,  2366,
2:51.20,  9068,  1965,
2:51.40,  9054,  1777,
2:51.60,  9092,   857,
2:51.80,  9092,   165,
2:52.00,  9120,    36,
2:52.20,  9129,     9,
2:52.40,  9121,    12,
2:52.60,  9084,    11,
2:52.80,  9084,    16,
2:53.00,  9065,   683,
2:53.20,  9057,  1807,
2:53.40,  9056,  2416,
2:53.60,  9050,  3627,
2:53.80,  9051,  3335,
2:54.00,  9051,  3050,
2:54.20,  9179,  2838,
2:54.40,  9439,  3058,
2:54.60,  9730,  2706,
2:54.80, 10009,  3177,
2:55.00, 10009,  3307,
2:55.20, 10160,  3284,
2:55.40, 10174,  2303,
2:55.60, 10140,  2391,
2:55.80, 10115,  2090,
2:56.00, 10115,  2397,
2:56.20, 10102,  2465,
2:56.40, 10097,  2549,
2:56.60, 10077,  3029,
2:56.80,  9989,  1795,
2:57.00,  9938,  2446,
2:57.20,  9938,  3267,
2:57.40,  9895,  3061,
2:57.60,  9879,  2483,
2:57.80,  9933,  2110,
2:58.00,  9963,  1814,
2:58.20,  9963,  1071,
2:58.40, 10046,  1660,
2:58.60, 10184,  1789,
2:58.80, 10383,  1892,
2:59.00, 10561,  2500,
2:59.20, 10602,  2246,
2:59.40, 10602,  2816,
2:59.60, 10545,  1974,
2:59.80, 10408,  2381,
3:00.00, 10259,  2032,
3:00.20, 10163,  2478,
3:00.40, 10163,  2458,
3:00.60, 10078,  2356,
3:00.80,  9963,  2180,
3:01.00,  9874,  2460,
3:01.20,  9876,  2677,
3:01.40,  9909,  2119,
3:01.60,  9909,  1888,
3:01.80, 10007,  2067,
3:02.00, 10097,  1655,
3:02.20, 10105,  1713,
3:02.40, 10111,  1635,
3:02.60, 10111,  1872,
3:02.80, 10110,  1662,
3:03.00, 10097,  1480,
3:03.20, 10095,  1768,
3:03.40, 10103,  1610,
3:03.60, 10103,  1960,
3:03.80, 10122,  1817,
3:04.00, 10160,  2336,
3:04.20, 10211,  1324,
3:04.40, 10230,  2066,
3:04.60, 10221,  2451,
3:04.80, 10221,  1380,
3:05.00, 10213,  1912,
3:05.20, 10170,  1808,
3:05.40, 10159,  2007,
3:05.60, 10161,  1847,
3:05.80, 10161,  2333,
3:06.00, 10158,  1836,
3:06.20, 10184,  1848,
