Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
0:26.20, 35266,  1834,
0:26.40, 35255,  2044,
0:26.60, 35255,  2232,
0:26.80, 35245,  2077,
0:27.00, 35234,  1932,
0:27.20, 35224,  2973,
0:27.40, 35215,  2192,
0:27.60, 35207,  1892,
0:27.80, 35207,  1933,
0:28.00, 35203,  1928,
0:28.20, 35200,  2107,
0:28.40, 35199,  1891,
0:28.60, 35197,  1898,
0:28.80, 35197,  2096,
0:29.00, 35195,  1989,
0:29.20, 35191,  1911,
0:29.40, 35186,  1892,
0:29.60, 35180,  2163,
0:29.80, 35173,  1939,
0:30.00, 35173,  1926,
0:30.20, 35166,  1967,
0:30.40, 35158,  2065,
0:30.60, 35149,  2096,
0:30.80, 35140,  1934,
0:31.00, 35140,  2121,
0:31.20, 35129,  2003,
0:31.40, 35118,  1911,
0:31.60, 35108,  1851,
0:31.80, 35097,  2159,
0:32.00, 35097,  1907,
0:32.20, 35088,  1969,
0:32.40, 35079,  1867,
0:32.60, 35072,  2005,
0:32.80, 35065,  1922,
0:33.00, 35059,  2930,
0:33.20, 35059,  2249,
0:33.40, 35052,  2012,
0:33.60, 35045,  1984,
0:33.80, 35037,  1883,
0:34.00, 35029,  1939,
0:34.20, 35029,  1938,
0:34.40, 35021,  2037,
0:34.60, 35011,  1955,
0:34.80, 35001,  1876,
0:35.00, 34991,  2005,
0:35.20, 34981,  1917,
0:35.40, 34981,  2435,
0:35.60, 34971,  2094,
0:35.80, 34962,  2076,
0:36.00, 34953,  1958,
0:36.20, 34944,  2360,
0:36.40, 34944,  2074,
0:36.60, 34936,  2003,
0:36.80, 34927,  2078,
0:37.00, 34918,  2049,
0:37.20, 34909,  1930,
0:37.40, 34900,  1922,
0:37.60, 34900,  1814,
0:37.80, 34893,  2091,
0:38.00, 34885,  1906,
0:38.20, 34882,  2075,
0:38.40, 34876,  2035,
0:38.60, 34876,  2119,
0:38.80, 34869,  1999,
0:39.00, 34861,  2171,
0:39.20, 34851,  2097,
0:39.40, 34844,  2016,
0:39.60, 34838,  1727,
0:39.80, 34838,  1570,
0:40.00, 34833,  1885,
0:40.20, 34828,  1991,
0:40.40, 34822,  1933,
0:40.60, 34816,  2179,
0:40.80, 34816,  2076,
0:41.00, 34810,  2359,
0:41.20, 34803,  2187,
0:41.40, 34795,  2234,
0:41.60, 34786,  2293,
0:41.80, 34786,  2126,
0:42.00, 34777,  2006,
0:42.20, 34768,  2715,
0:42.40, 34757,  2196,
0:42.60, 34746,  1896,
0:42.80, 34735,  2015,
0:43.00, 34735,  3214,
0:43.20, 34724,  2365,
0:43.40, 34715,  2074,
0:43.60, 34708,  2337,
0:43.80, 34703,  2166,
0:44.00, 34703,  2410,
0:44.20, 34698,  2146,
0:44.40, 34694,  2021,
0:44.60, 34689,  1971,
0:44.80, 34683,  1795,
0:45.00, 34676,  2112,
0:45.20, 34676,  2150,
0:45.40, 34668,  2030,
0:45.60, 34659,  2251,
0:45.80, 34649,  1997,
0:46.00, 34639,  2249,
0:46.20, 34639,  2285,
0:46.40, 34627,  2180,
0:46.60, 34616,  2238,
0:46.80, 34606,  2209,
0:47.00, 34595,  2286,
0:47.20, 34595,  2106,
0:47.40, 34585,  2054,
0:47.60, 34575,  1854,
0:47.80, 34565,  2029,
0:48.00, 34556,  2104,
0:48.20, 34549,  1950,
0:48.40, 34549,  2146,
0:48.60, 34542,  2198,
0:48.80, 34538,  2228,
0:49.00, 34537,  1880,
0:49.20, 34537,  2041,
0:49.40, 34537,  2057,
0:49.60, 34539,  1990,
0:49.80, 34543,  2117,
0:50.00, 34549,  1988,
0:50.20, 34554,  2122,
0:50.40, 34557,  1761,
0:50.60, 34557,  1798,
0:50.80, 34557,  1974,
0:51.00, 34553,  2089,
0:51.20, 34548,  2224,
0:51.40, 34543,  2357,
0:51.60, 34543,  2462,
0:51.80, 34537,  2332,
0:52.00, 34531,  2347,
0:52.20, 34522,  2039,
0:52.40, 34511,  2282,
0:52.60, 34499,  2164,
0:52.80, 34499,  1971,
0:53.00, 34487,  2141,
0:53.20, 34476,  1812,
0:53.40, 34470,  1399,
0:53.60, 34468,  1207,
0:53.80, 34468,  1679,
0:54.00, 34465,  1828,
0:54.20, 34459,  2258,
0:54.40, 34456,  2194,
0:54.60, 34443,  2230,
0:54.80, 34443,  2388,
0:55.00, 34435,  1705,
0:55.20, 34426,   942,
0:55.40, 34399,   938,
0:55.60, 34347,  1171,
0:55.80, 34310,  1366,
0:56.00, 34310,  1225,
0:56.20, 34294,  1982,
0:56.40, 34294,  2159,
0:56.60, 34333,  2536,
0:56.80, 34353,  2052,
0:57.00, 34353,  2030,
0:57.20, 34349,  1927,
0:57.40, 34335,  3944,
0:57.60, 34317,  2628,
0:57.80, 34294,  2168,
0:58.00, 34276,  2128,
0:58.20, 34276,  1894,
0:58.40, 34264,  2048,
0:58.60, 34251,  2087,
0:58.80, 34244,  1945,
0:59.00, 34241,  2078,
0:59.20, 34241,  1892,
0:59.40, 34242,  2180,
0:59.60, 34247,  1877,
0:59.80, 34261,  3359,
1:00.00, 34288,  2534,
1:00.20, 34288,  1811,
1:00.40, 34328,  2780,
1:00.60, 34386,  2710,
1:00.80, 34450,  2318,
1:01.00, 34523,  2170,
1:01.20, 34603,  2332,
1:01.40, 34603,  2400,
1:01.60, 34696,  2800,
1:01.80, 34783,  2355,
1:02.00, 34857,  2644,
1:02.20, 34903,  2432,
1:02.40, 34903,  2469,
1:02.60, 34916,  2308,
1:02.80, 34915,  2444,
1:03.00, 34898,  2495,
1:03.20, 34897,  2587,
1:03.40, 34899,  3843,
1:03.60, 34899,  2756,
1:03.80, 34904,  2315,
1:04.00, 34920,  2451,
1:04.20, 34928,  2247,
1:04.40, 34927,  2297,
1:04.60, 34927,  2130,
1:04.80, 34926,  2045,
1:05.00, 34923,  2058,
1:05.20, 34914,  2532,
1:05.40, 34903,  1877,
1:05.60, 34882,  1766,
1:05.80, 34882,  2621,
1:06.00, 34857,  1806,
1:06.20, 34836,  1499,
1:06.40, 34821,  1841,
1:06.60, 34813,  1726,
1:06.80, 34813,  1970,
1:07.00, 34816,  1846,
1:07.20, 34808,  2081,
1:07.40, 34797,  2023,
1:07.60, 34786,  1958,
1:07.80, 34786,  1863,
1:08.00, 34767,  1427,
1:08.20, 34748,  1834,
1:08.40, 34721,  3978,
1:08.60, 34686,  3988,
1:08.80, 34648,  3971,
1:09.00, 34648,  3497,
1:09.20, 34622,  2655,
1:09.40, 34611,  2337,
1:09.60, 34619,  2004,
1:09.80, 34647,  1822,
1:10.00, 34647,  2523,
1:10.20, 34679,  2087,
1:10.40, 34714,  1795,
1:10.60, 34742,  2074,
1:10.80, 34758,  1631,
1:11.00, 34769,  2347,
1:11.20, 34769,  1722,
1:11.40, 34763,  1691,
1:11.60, 34748,  1913,
1:11.80, 34739,  1911,
1:12.00, 34740,  2060,
1:12.20, 34740,  2141,
1:12.40, 34757,  2473,
1:12.60, 34777,  1921,
1:12.80, 34792,  1980,
1:13.00, 34810,  2052,
1:13.20, 34810,  2039,
1:13.40, 34840,  1006,
1:13.60, 34888,  2730,
1:13.80, 34951,  3957,
1:14.00, 35019,  3978,
1:14.20, 35083,  3951,
1:14.40, 35083,  2907,
1:14.60, 35108,  2119,
1:14.80, 35101,  2837,
1:15.00, 35080,  1197,
1:15.20, 35037,  1677,
1:15.40, 35037,  1851,
1:15.60, 34996,  2782,
1:15.80, 34945,  2977,
1:16.00, 34889,  2293,
1:16.20, 34857,  1766,
1:16.40, 34851,   804,
1:16.60, 34851,  2141,
1:16.80, 34844,  3864,
1:17.00, 34814,  3967,
1:17.20, 34752,  3952,
1:17.40, 34673,  3412,
1:17.60, 34673,  2565,
1:17.80, 34607,  3083,
1:18.00, 34568,  3921,
1:18.20, 34568,  2492,
1:18.40, 34605,  1827,
1:18.60, 34676,  1811,
1:18.80, 34676,  1616,
1:19.00, 34770,  1932,
1:19.20, 34847,  1697,
1:19.40, 34898,  1617,
1:19.60, 34931,  1747,
1:19.80, 34931,  1696,
1:20.00, 34944,  1688,
1:20.20, 34962,  1678,
1:20.40, 34988,  1994,
1:20.60, 34996,  1824,
1:20.80, 34996,  1893,
1:21.00, 34988,  1609,
1:21.20, 34976,  2226,
1:21.40, 34953,  1783,
1:21.60, 34923,  1449,
1:21.80, 34886,  2347,
1:22.00, 34886,  2063,
1:22.20, 34821,  1986,
1:22.40, 34749,  1880,
1:22.60, 34679,  1812,
1:22.80, 34610,  1919,
1:23.00, 34610,  1862,
1:23.20, 34558,  3025,
1:23.40, 34511,  3161,
1:23.60, 34487,  2127,
1:23.80, 34497,  1734,
1:24.00, 34541,  1593,
1:24.20, 34541,  2126,
1:24.40, 34617,  3959,
1:24.60, 34698,  2996,
1:24.80, 34758,  2401,
1:25.00, 34789,  2065,
1:25.20, 34789,  1996,
1:25.40, 34794,  1787,
1:25.60, 34786,  1742,
1:25.80, 34779,  1520,
1:26.00, 34780,  1773,
1:26.20, 34778,  1476,
1:26.40, 34778,  1723,
1:26.60, 34774,  1788,
1:26.80, 34766,  2201,
1:27.00, 34760,  2034,
1:27.20, 34768,  2023,
1:27.40, 34768,  1874,
1:27.60, 34785,  2062,
1:27.80, 34810,  1778,
1:28.00, 34825,  1868,
1:28.20, 34831,  1914,
1:28.40, 34831,  1831,
1:28.60, 34843,  2081,
1:28.80, 34834,  2042,
1:29.00, 34823,  2079,
1:29.20, 34821,  2003,
1:29.40, 34819,  2075,
1:29.60, 34819,  2028,
1:29.80, 34839,  2056,
1:30.00, 34872,  2075,
1:30.20, 34902,  1964,
1:30.40, 34925,  2159,
1:30.60, 34925,  2309,
1:30.80, 34939,  2634,
1:31.00, 34936,  3989,
1:31.20, 34913,  3345,
1:31.40, 34893,  2618,
1:31.60, 34885,  2388,
1:31.80, 34885,  2208,
1:32.00, 34886,  2297,
1:32.20, 34896,  2025,
1:32.40, 34889,  2142,
1:32.60, 34874,  2050,
1:32.80, 34874,  2204,
1:33.00, 34858,  2088,
1:33.20, 34846,  2090,
1:33.40, 34842,  1973,
1:33.60, 34834,  1895,
1:33.80, 34834,  1896,
1:34.00, 34828,  2362,
1:34.20, 34819,  2459,
1:34.40, 34808,  2167,
1:34.60, 34794,  2011,
1:34.80, 34779,  1987,
1:35.00, 34779,  3766,
1:35.20, 34762,  4012,
1:35.40, 34715,  4014,
1:35.60, 34600,  4020,
1:35.80, 34427,  3980,
1:36.00, 34427,  3265,
1:36.20, 34246,  2687,
1:36.40, 34124,  1815,
1:36.60, 34098,  1545,
1:36.80, 34136,  1628,
1:37.00, 34173,  3995,
1:37.20, 34173,  4017,
1:37.40, 34172,  4014,
1:37.60, 34138,  4009,
1:37.80, 34103,  4008,
1:38.00, 34085,  3977,
1:38.20, 34085,  2618,
1:38.40, 34098,  1441,
1:38.60, 34137,   677,
1:38.80, 34197,  3229,
1:39.00, 34267,  2801,
1:39.20, 34326,  3992,
1:39.40, 34326,  4013,
1:39.60, 34363,  4026,
1:39.80, 34389,  4017,
1:40.00, 34448,  1287,
1:40.20, 34535,    28,
1:40.40, 34535,    18,
1:40.60, 34706,    17,
1:40.80, 34938,    30,
1:41.00, 35155,    56,
1:41.20, 35357,   459,
1:41.40, 35357,  1259,
1:41.60, 35482,  1753,
1:41.80, 35538,  1047,
1:42.00, 35564,  1087,
1:42.20, 35577,  1440,
1:42.40, 35591,  2054,
1:42.60, 35591,  2060,
1:42.80, 35613,  1942,
1:43.00, 35643,  2221,
1:43.20, 35679,  3685,
1:43.40, 35715,  2430,
1:43.60, 35715,  2268,
1:43.80, 35745,  1879,
1:44.00, 35771,  1675,
1:44.20, 35796,  1141,
1:44.40, 35815,    51,
1:44.60, 35838,   295,
1:44.80, 35838,  4018,
1:45.00, 35877,  4021,
1:45.20, 35935,  4019,
1:45.40, 34144,  4010,
1:45.60, 28678,  4005,
1:45.80, 28678,  4004,
1:46.00, 21397,  3992,
1:46.20, 13242,  3974,
1:46.40,  6522,  3944,
1:46.60,  3269,  3525,
1:46.80,  3269,  2104,
1:47.00,  1709,  1712,
1:47.20,   950,  1675,
1:47.40,   576,  1645,
1:47.60,   388,  1598,
1:47.80,   291,  2130,
1:48.00,   291,  3883,
1:48.20,   236,  3983,
1:48.40,   207,  3984,
1:48.60,   190,  4005,
1:48.80,   176,  4011,
1:49.00,   176,  4016,
1:49.20,   170,  4016,
1:49.40,   160,  4022,
1:49.60,   149,  4018,
1:49.80,   140,  4012,
1:50.00,   136,  1864,
1:50.20,   136,    38,
1:50.40,   130,    38,
1:50.60,   127,    39,
1:50.80,   126,    50,
1:51.00,   121,   107,
1:51.20,   121,   462,
1:51.40,   121,  1281,
1:51.60,   122,  1009,
1:51.80,   124,   787,
1:52.00,   125,  1142,
1:52.20,   127,  1312,
1:52.40,   127,  1298,
1:52.60,   128,  2497,
1:52.80,   128,  2970,
1:53.00,   129,  2073,
1:53.20,   128,  1789,
1:53.40,   128,  1979,
1:53.60,   127,  1850,
1:53.80,   127,  1400,
1:54.00,   126,  1504,
1:54.20,   127,  1568,
1:54.40,   127,  1816,
1:54.60,   127,  1736,
1:54.80,   127,  2133,
1:55.00,   126,  1760,
1:55.20,   124,  3098,
1:55.40,   123,  2081,
1:55.60,   123,  1907,
1:55.80,   123,  1934,
1:56.00,   122,  2055,
1:56.20,   122,  1883,
1:56.40,   122,  1798,
1:56.60,   122,  2445,
1:56.80,   122,  1988,
1:57.00,   122,  1827,
1:57.20,   122,  1765,
1:57.40,   121,  1544,
1:57.60,   121,  1881,
1:57.80,   121,  1703,
1:58.00,   121,  2073,
1:58.20,   121,  1959,
1:58.40,   121,  1723,
1:58.60,   121,  1811,
1:58.80,   121,  1819,
1:59.00,   120,  2226,
1:59.20,   120,  2019,
1:59.40,   120,  1783,
1:59.60,   120,  2076,
1:59.80,   120,  1739,
2:00.00,   120,  1736,
2:00.20,   120,  1885,
2:00.40,   120,  2325,
2:00.60,   120,  2047,
2:00.80,   120,  2044,
2:01.00,   120,  2196,
2:01.20,   120,  2077,
2:01.40,   120,  2089,
2:01.60,   119,  2005,
2:01.80,   119,  2470,
2:02.00,   119,  2041,
2:02.20,   118,  2021,
2:02.40,   118,  2156,
2:02.60,   118,  1932,
2:02.80,   118,  2537,
2:03.00,   118,  1986,
2:03.20,   118,  2212,
2:03.40,   118,  1544,
2:03.60,   117,  2623,
2:03.80,   116,  3976,
2:04.00,   114,  4012,
2:04.20,   114,  4012,
2:04.40,   109,  3913,
2:04.60,   104,  2445,
2:04.80,   100,   215,
2:05.00,   100,    59,
2:05.20,   105,  1676,
2:05.40,   105,  2020,
2:05.60,   109,  2727,
2:05.80,   113,  2085,
2:06.00,   115,  2525,
2:06.20,   114,  2781,
2:06.40,   114,  2497,
2:06.60,   115,  2316,
2:06.80,   113,  1319,
2:07.00,   112,  1646,
2:07.20,   111,  1752,
2:07.40,   111,  2834,
2:07.60,   110,  1239,
2:07.80,   111,  1813,
2:08.00,   111,   268,
2:08.20,   105,    58,
2:08.40,   101,    52,
2:08.60,   101,    36,
2:08.80,    95,   106,
2:09.00,    91,   800,
2:09.20,    95,  1245,
2:09.40,    97,  1138,
2:09.60,    97,  1504,
2:09.80,    98,  1922,
2:10.00,    99,  3174,
2:10.20,    97,  3330,
2:10.40,    95,  3048,
2:10.60,    95,  3564,
2:10.80,    95,  3055,
2:11.00,    95,  2236,
2:11.20,    98,  1719,
2:11.40,   102,  2071,
2:11.60,   106,  2138,
2:11.80,   106,  1965,
2:12.00,   108,  2603,
2:12.20,   108,  1775,
2:12.40,   109,  1418,
2:12.60,   108,  1560,
2:12.80,   103,  1814,
2:13.00,   103,  1663,
2:13.20,     0,  1090,
2:13.40,     0,  1442,
2:13.60,     0,  1662,
2:13.80,     0,  1338,
2:14.00,     0,  1358,
2:14.20,     0,  1462,
2:14.40,     0,  1035,
2:14.60,     0,  1439,
2:14.80,     0,  1347,
2:15.00,     0,  2232,
2:15.20,    79,  1904,
2:15.40,   477,  2298,
2:15.60,   709,  2587,
2:15.80,  1023,  2905,
2:16.00,  1453,  3702,
2:16.20,  1453,  3454,
2:16.40,  2240,  2280,
2:16.60,  3429,   246,
2:16.80,  4549,   414,
2:17.00,  5746,  2690,
2:17.20,  5746,  2872,
2:17.40,  5932,  3696,
2:17.60,  5155,  3973,
2:17.80,  4011,  3658,
2:18.00,  2438,  2652,
2:18.20,  1196,  2287,
2:18.40,  1196,  3405,
2:18.60,   611,  3268,
2:18.80,   369,  3306,
2:19.00,   306,  2617,
2:19.20,   378,  1901,
2:19.40,   378,  1184,
2:19.60,   513,  1381,
2:19.80,   670,  1439,
2:20.00,   807,   963,
2:20.20,   844,  1059,
2:20.40,   844,  1500,
2:20.60,   790,  1324,
2:20.80,   665,  1708,
2:21.00,   988,   649,
2:21.20,  3828,  1013,
2:21.40,  9861,  1714,
2:21.60,  9861,  2262,
2:21.80, 17406,  2135,
2:22.00, 25224,  2292,
2:22.20, 30949,  2537,
2:22.40, 33771,   819,
2:22.60, 33771,   523,
2:22.80, 35260,   685,
2:23.00, 36049,  1315,
2:23.20, 36443,  1019,
2:23.40, 36612,   670,
2:23.60, 36628,  1355,
2:23.80, 36628,   516,
2:24.00, 36606,   983,
2:24.20, 36592,  1647,
2:24.40, 36564,  1825,
2:24.60, 36541,  2074,
2:24.80, 36541,  2158,
2:25.00, 36529,  1955,
2:25.20, 36518,  2032,
2:25.40, 36549,  1867,
2:25.60, 36609,  1767,
2:25.80, 36675,  1869,
2:26.00, 36675,  2669,
2:26.20, 36737,  2538,
2:26.40, 36756,  2113,
2:26.60, 36740,  2389,
2:26.80, 36713,  2288,
2:27.00, 36713,  1779,
2:27.20, 36684,  1998,
2:27.40, 36653,  2177,
2:27.60, 36617,  2210,
2:27.80, 36576,  1902,
2:28.00, 36576,  1491,
2:28.20, 36552,  2691,
2:28.40, 36548,  2406,
2:28.60, 36570,  2819,
2:28.80, 36602,  2987,
2:29.00, 36620,  2720,
2:29.20, 36620,  2716,
2:29.40, 36625,  2129,
2:29.60, 36627,   820,
2:29.80, 36648,  2408,
2:30.00, 36626,    71,
2:30.20, 36626,    20,
2:30.40, 36590,   388,
2:30.60, 36568,  1235,
2:30.80, 36566,  3236,
2:31.00, 36651,  2443,
2:31.20, 36763,  3961,
2:31.40, 36763,  4004,
2:31.60, 36822,  4005,
2:31.80, 36803,  4008,
2:32.00, 36720,  4038,
2:32.20, 36567,  4037,
2:32.40, 36567,  4040,
2:32.60, 36389,  4034,
2:32.80, 36265,  4035,
2:33.00, 36177,  4037,
2:33.20, 36134,  4037,
2:33.40, 36135,  4038,
2:33.60, 36135,  4036,
2:33.80, 36119,  4032,
2:34.00, 36099,  4030,
2:34.20, 36099,  4028,
2:34.40, 36104,  4018,
2:34.60, 36104,  4025,
2:34.80, 36100,  4021,
2:35.00, 36088,  4020,
2:35.20, 36078,  4007,
2:35.40, 36075,  3929,
2:35.60, 36075,    20,
2:35.80, 36081,    22,
2:36.00, 36081,    15,
2:36.20, 36034,    12,
2:36.40, 35932,    17,
2:36.60, 35791,    18,
2:36.80, 35791,    25,
2:37.00, 35634,    39,
2:37.20, 35512,  1010,
2:37.40, 35420,   966,
2:37.60, 35343,  1516,
2:37.80, 35343,  1518,
2:38.00, 35282,  2256,
2:38.20, 35229,  1516,
2:38.40, 35196,  1367,
2:38.60, 35203,  1998,
2:38.80, 35224,  1563,
2:39.00, 35224,  1654,
2:39.20, 35252,  1612,
2:39.40, 35290,  1895,
2:39.60, 35314,  2494,
2:39.80, 35314,  2317,
2:40.00, 35314,  2115,
2:40.20, 35286,  2651,
2:40.40, 35232,  2423,
2:40.60, 35169,  2252,
2:40.80, 35122,  1647,
2:41.00, 35102,  1855,
2:41.20, 35102,  2354,
2:41.40, 35110,  2629,
2:41.60, 35151,  1788,
2:41.80, 35212,  1812,
2:42.00, 35284,  2080,
2:42.20, 35284,  2647,
2:42.40, 35347,  1661,
2:42.60, 35387,  1743,
2:42.80, 35399,  2048,
2:43.00, 35389,  1970,
2:43.20, 35389,  1362,
2:43.40, 35371,  1809,
2:43.60, 35348,  1624,
2:43.80, 35334,  2163,
2:44.00, 35331,  3923,
2:44.20, 35324,  3418,
2:44.40, 35324,  1493,
2:44.60, 35319,  1461,
2:44.80, 35312,  1213,
2:45.00, 35311,  1171,
2:45.20, 35326,  2189,
2:45.40, 35326,  1710,
2:45.60, 35347,  1767,
2:45.80, 35368,  2421,
2:46.00, 35376,  2797,
2:46.20, 35372,  2288,
2:46.40, 35354,  1808,
2:46.60, 35354,  2064,
2:46.80, 35327,  2285,
2:47.00, 35295,  3554,
2:47.20, 35258,  2098,
2:47.40, 35225,  1597,
2:47.60, 35225,   765,
2:47.80, 35198,   561,
2:48.00, 35173,  1086,
2:48.20, 35155,  2012,
2:48.40, 35145,  1618,
2:48.60, 35145,  1807,
2:48.80, 35127,  1586,
2:49.00, 35111,  1668,
2:49.20, 35095,  1693,
2:49.40, 35078,  1593,
2:49.60, 35069,  1930,
2:49.80, 35069,  1496,
2:50.00, 35063,  1813,
2:50.20, 35056,  1226,
2:50.40, 35054,  1685,
2:50.60, 35061,  1662,
2:50.80, 35061,  2042,
2:51.00, 35091,  2259,
2:51.20, 35132,  1721,
2:51.40, 35169,  1934,
2:51.60, 35195,  1802,
2:51.80, 35198,  2417,
2:52.00, 35198,  1826,
2:52.20, 35187,  2161,
2:52.40, 35170,  2162,
2:52.60, 35154,  2330,
2:52.80, 35136,  2210,
2:53.00, 35136,  2482,
2:53.20, 35117,  2445,
2:53.40, 35101,  2228,
2:53.60, 35088,  1988,
2:53.80, 35083,  1863,
2:54.00, 35083,  1981,
2:54.20, 35083,  1836,
2:54.40, 35087,  1873,
2:54.60, 35089,  1890,
2:54.80, 35084,  3515,
2:55.00, 35072,  2532,
2:55.20, 35072,  1778,
2:55.40, 35051,  2436,
2:55.60, 35028,  2322,
2:55.80, 35008,  1773,
2:56.00, 35021,  1650,
2:56.20, 35021,  1806,
2:56.40, 35074,  1883,
2:56.60, 35140,  1615,
2:56.80, 35208,  2270,
2:57.00, 35247,  1904,
2:57.20, 35255,  1896,
2:57.40, 35255,  2025,
2:57.60, 35256,  2494,
2:57.80, 35269,  2489,
2:58.00, 35291,  2041,
2:58.20, 35318,  1895,
2:58.40, 35318,  2020,
2:58.60, 35347,  1893,
2:58.80, 35366,  2310,
2:59.00, 35379,  2006,
2:59.20, 35380,  1984,
2:59.40, 35352,  1998,
2:59.60, 35352,  1604,
2:59.80, 35317,  1812,
3:00.00, 35334,  2047,
3:00.20, 35385,  2015,
3:00.40, 35470,  1818,
3:00.60, 35470,  2900,
3:00.80, 35554,  1300,
3:01.00, 35572,  1651,
3:01.20, 35555,  2026,
3:01.40, 35536,  2050,
3:01.60, 35518,  1927,
3:01.80, 35518,  1979,
3:02.00, 35507,  2113,
3:02.20, 35495,  1929,
3:02.40, 35473,  2320,
3:02.60, 35449,  1905,
3:02.80, 35449,  1969,
3:03.00, 35425,  1942,
3:03.20, 35402,  1957,
3:03.40, 35381,  1879,
3:03.60, 35361,  2259,
3:03.80, 35361,  2448,
3:04.00, 35342,  3408,
3:04.20, 35327,  2314,
3:04.40, 35312,  1940,
3:04.60, 35299,  2017,
3:04.80, 35285,  1959,
3:05.00, 35285,  2029,
3:05.20, 35269,  1693,
3:05.40, 35251,  1924,
3:05.60, 35233,  2028,
3:05.80, 35216,  2002,
3:06.00, 35216,  1900,
3:06.20, 35200,  1947,
3:06.40, 35185,  2078,
3:06.60, 35171,  1739,
3:06.80, 35157,  2407,
3:07.00, 35143,  1954,
3:07.20, 35143,  2070,
3:07.40, 35131,  2013,
3:07.60, 35118,  1917,
3:07.80, 35105,  1749,
3:08.00, 35091,  1856,
3:08.20, 35091,  2582,
