Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
1:37.20, 37726,  2039,
1:37.40, 37736,  2160,
1:37.60, 37741,  3643,
1:37.80, 37728,  2204,
1:38.00, 37728,  1553,
1:38.20, 37695,  1952,
1:38.40, 37648,  1024,
1:38.60, 37607,  1675,
1:38.80, 37587,  1976,
1:39.00, 37587,  1588,
1:39.20, 37594,  1642,
1:39.40, 37609,  1849,
1:39.60, 37626,  2012,
1:39.80, 37644,  1823,
1:40.00, 37658,  2018,
1:40.20, 37658,  2082,
1:40.40, 37672,  1922,
1:40.60, 37691,  2337,
1:40.80, 37710,  2145,
1:41.00, 37727,  1943,
1:41.20, 37727,  1674,
1:41.40, 37745,  2228,
1:41.60, 37763,  1854,
1:41.80, 37778,  1944,
1:42.00, 37790,  2006,
1:42.20, 37790,  2098,
1:42.40, 37798,  2131,
1:42.60, 37801,  1971,
1:42.80, 37799,  1864,
1:43.00, 37797,  2044,
1:43.20, 37799,  1975,
1:43.40, 37799,  1858,
1:43.60, 37804,  2082,
1:43.80, 37812,  1975,
1:44.00, 37818,  2510,
1:44.20, 37821,  1843,
1:44.40, 37821,  1712,
1:44.60, 37819,  2947,
1:44.80, 37812,  2456,
1:45.00, 37802,  2729,
1:45.20, 37793,  1966,
1:45.40, 37785,  1862,
1:45.60, 37785,  2087,
1:45.80, 37783,  2054,
1:46.00, 37781,  1820,
1:46.20, 37780,  1984,
1:46.40, 37781,  2002,
1:46.60, 37781,  2309,
1:46.80, 37781,  2390,
1:47.00, 37784,  1765,
1:47.20, 37786,  2199,
1:47.40, 37790,  2012,
1:47.60, 37797,  2177,
1:47.80, 37797,  1782,
1:48.00, 37806,  1797,
1:48.20, 37817,  1867,
1:48.40, 37828,  2185,
1:48.60, 37837,  2016,
1:48.80, 37837,  3017,
1:49.00, 37844,  2220,
1:49.20, 37852,  1964,
1:49.40, 37859,  2049,
1:49.60, 37865,  2357,
1:49.80, 37865,  2072,
1:50.00, 37870,  2267,
1:50.20, 37869,  1961,
1:50.40, 37867,  2244,
1:50.60, 37864,  1964,
1:50.80, 37863,  2140,
1:51.00, 37863,  1990,
1:51.20, 37866,  2440,
1:51.40, 37869,  2016,
1:51.60, 37872,  1982,
1:51.80, 37886,  1926,
1:52.00, 37886,  3355,
1:52.20, 37892,  2591,
1:52.40, 37896,  2266,
1:52.60, 37899,  1938,
1:52.80, 37893,  2022,
1:53.00, 37896,  1731,
1:53.20, 37896,  1992,
1:53.40, 37895,  2000,
1:53.60, 37894,  2096,
1:53.80, 37891,  2151,
1:54.00, 37886,  2015,
1:54.20, 37886,  3030,
1:54.40, 37889,  2109,
1:54.60, 37890,  1790,
1:54.80, 37896,  2162,
1:55.00, 37903,  1993,
1:55.20, 37903,  1984,
1:55.40, 37914,  2267,
1:55.60, 37927,  2228,
1:55.80, 37935,  1989,
1:56.00, 37942,  2228,
1:56.20, 37945,  1972,
1:56.40, 37945,  2041,
1:56.60, 37954,  3470,
1:56.80, 37956,  2214,
1:57.00, 37952,  1966,
1:57.20, 37947,  2114,
1:57.40, 37947,  1920,
1:57.60, 37934,  2298,
1:57.80, 37928,  2068,
1:58.00, 37930,  1932,
1:58.20, 37936,  1911,
1:58.40, 37949,  2711,
1:58.60, 37949,  2398,
1:58.80, 37958,  2201,
1:59.00, 37958,  2039,
1:59.20, 37963,  1794,
1:59.40, 37962,  1816,
1:59.60, 37962,  2066,
1:59.80, 37963,  2069,
2:00.00, 37970,  2115,
2:00.20, 37971,  2032,
2:00.40, 37971,  1991,
2:00.60, 37971,  1942,
2:00.80, 37971,  1933,
2:01.00, 37971,  1533,
2:01.20, 37972,  1741,
2:01.40, 37972,  1737,
2:01.60, 37974,  1640,
2:01.80, 37974,  1660,
2:02.00, 37984,  2148,
2:02.20, 37978,  1923,
2:02.40, 37972,  1957,
2:02.60, 37965,  2246,
2:02.80, 37965,  1937,
2:03.00, 37952,  2124,
2:03.20, 37956,  1934,
2:03.40, 37962,  2025,
2:03.60, 37970,  2043,
2:03.80, 37981,  1948,
2:04.00, 37981,  2271,
2:04.20, 37992,  2016,
2:04.40, 38008,  1910,
2:04.60, 38017,  2007,
2:04.80, 38023,  2003,
2:05.00, 38023,  2090,
2:05.20, 38026,  2089,
2:05.40, 38021,  2405,
2:05.60, 38016,  2079,
2:05.80, 38011,  2352,
2:06.00, 38005,  2321,
2:06.20, 38005,  2152,
2:06.40, 38000,  1951,
2:06.60, 37997,  1953,
2:06.80, 37995,  1984,
2:07.00, 37994,  2072,
2:07.20, 37994,  2000,
2:07.40, 37993,  2044,
2:07.60, 37992,  2217,
2:07.80, 37991,  2949,
2:08.00, 37990,  2625,
2:08.20, 37990,  2238,
2:08.40, 37990,  2342,
2:08.60, 37990,  2172,
2:08.80, 37990,  2175,
2:09.00, 37993,  2307,
2:09.20, 37999,  2386,
2:09.40, 37999,  1772,
2:09.60, 37989,  1781,
2:09.80, 37983,  2090,
2:10.00, 37976,  1908,
2:10.20, 37964,  2141,
2:10.40, 37964,  2200,
2:10.60, 37976,  2389,
2:10.80, 37979,  2370,
2:11.00, 37974,  2109,
2:11.20, 37969,  2292,
2:11.40, 37962,  1912,
2:11.60, 37962,  1601,
2:11.80, 37962,  2351,
2:12.00, 37970,  2548,
2:12.20, 37978,  3009,
2:12.40, 37981,  1763,
2:12.60, 37981,  1724,
2:12.80, 37989,  2683,
2:13.00, 37996,  2167,
2:13.20, 37999,  1782,
2:13.40, 37992,  2024,
2:13.60, 37992,  2378,
2:13.80, 37980,  2508,
2:14.00, 37970,  2438,
2:14.20, 37968,  2674,
2:14.40, 37981,  2087,
2:14.60, 37998,  1999,
2:14.80, 37998,  2572,
2:15.00, 38014,  1698,
2:15.20, 38026,  2853,
2:15.40, 38034,  2403,
2:15.60, 38039,  1811,
2:15.80, 38039,  2766,
2:16.00, 38041,  2079,
2:16.20, 38039,  2016,
2:16.40, 38035,  2714,
2:16.60, 38030,  2340,
2:16.80, 38027,  1816,
2:17.00, 38027,  1856,
2:17.20, 38024,  2256,
2:17.40, 38021,  3146,
2:17.60, 38017,  1978,
2:17.80, 38011,  2269,
2:18.00, 38011,  1630,
2:18.20, 38004,  1894,
2:18.40, 37998,  2365,
2:18.60, 37993,  2026,
2:18.80, 37990,  2126,
2:19.00, 37990,  2202,
2:19.20, 37987,  1814,
2:19.40, 37985,  1749,
2:19.60, 37982,  2022,
2:19.80, 37980,  1825,
2:20.00, 37979,  1979,
2:20.20, 37979,  2251,
2:20.40, 37980,  1869,
2:20.60, 37988,  2042,
2:20.80, 37983,  2207,
2:21.00, 37982,  2000,
2:21.20, 37982,  2543,
2:21.40, 37980,  2164,
2:21.60, 37973,  1794,
2:21.80, 37978,  1996,
2:22.00, 37979,  2235,
2:22.20, 37978,  2182,
2:22.40, 37978,  2128,
2:22.60, 37978,  2023,
2:22.80, 37985,  1959,
2:23.00, 37996,  2095,
2:23.20, 38004,  1995,
2:23.40, 38004,  2709,
2:23.60, 38009,  2255,
2:23.80, 38007,  1760,
2:24.00, 38001,  1718,
2:24.20, 37996,  2212,
2:24.40, 37999,  2124,
2:24.60, 37999,  2541,
2:24.80, 38010,  1470,
2:25.00, 38017,  1527,
2:25.20, 38023,  2798,
2:25.40, 38017,  2131,
2:25.60, 38017,  1956,
2:25.80, 37994,  2404,
2:26.00, 37973,  2252,
2:26.20, 37966,  2063,
2:26.40, 37964,  2121,
2:26.60, 37964,  1941,
2:26.80, 37962,  2197,
2:27.00, 37966,  1848,
2:27.20, 37966,  2781,
2:27.40, 37971,  2042,
2:27.60, 37994,  1880,
2:27.80, 37994,  2008,
2:28.00, 38022,  2087,
2:28.20, 38035,  2101,
2:28.40, 38039,  2218,
2:28.60, 38030,  2190,
2:28.80, 38030,  2392,
2:29.00, 38018,  1608,
2:29.20, 38013,  2644,
2:29.40, 38010,  1948,
2:29.60, 37996,  1846,
2:29.80, 37976,  2029,
2:30.00, 37976,  2283,
2:30.20, 37971,  2348,
2:30.40, 37972,  2066,
2:30.60, 37996,  1899,
2:30.80, 38022,  2229,
2:31.00, 38022,  1864,
2:31.20, 38044,  1972,
2:31.40, 38060,  1783,
2:31.60, 38060,  2360,
2:31.80, 38058,  2172,
2:32.00, 38058,  2032,
2:32.20, 38047,  2169,
2:32.40, 38046,  1884,
2:32.60, 38055,  1835,
2:32.80, 38063,  2224,
2:33.00, 38066,  2176,
2:33.20, 38066,  2205,
2:33.40, 38060,  2021,
2:33.60, 38046,  2391,
2:33.80, 38035,  1630,
2:34.00, 38025,  1278,
2:34.20, 38025,  1349,
2:34.40, 38017,  1607,
2:34.60, 38010,  3416,
2:34.80, 38006,  2300,
2:35.00, 38001,  1964,
2:35.20, 37997,  1967,
2:35.40, 37997,  1986,
2:35.60, 37996,  1913,
2:35.80, 37998,  2288,
2:36.00, 38005,  1874,
2:36.20, 38013,  1944,
2:36.40, 38013,  1966,
2:36.60, 38022,  1974,
2:36.80, 38028,  2481,
2:37.00, 38024,  1923,
2:37.20, 38004,  1846,
2:37.40, 37980,  2269,
2:37.60, 37980,  1999,
2:37.80, 37960,  1958,
2:38.00, 37953,  2083,
2:38.20, 37961,  2070,
2:38.40, 37973,  1892,
2:38.60, 37973,  1919,
2:38.80, 37983,  2003,
2:39.00, 37992,  2023,
2:39.20, 38002,  1911,
2:39.40, 38013,  1973,
2:39.60, 38013,  1981,
2:39.80, 38025,  1891,
2:40.00, 38037,  2025,
2:40.20, 38048,  1938,
2:40.40, 38056,  2127,
2:40.60, 38060,  2064,
2:40.80, 38060,  2560,
2:41.00, 38060,  2282,
2:41.20, 38057,  2142,
2:41.40, 38056,  2807,
2:41.60, 38057,  2282,
2:41.80, 38057,  1925,
2:42.00, 38057,  3149,
2:42.20, 38059,  2318,
2:42.40, 38067,  1901,
2:42.60, 38064,  2844,
2:42.80, 38064,  1647,
2:43.00, 38057,  1609,
2:43.20, 38055,  2965,
2:43.40, 38053,  2293,
2:43.60, 38066,  1891,
2:43.80, 38079,  2129,
2:44.00, 38079,  3180,
2:44.20, 38094,  2453,
2:44.40, 38100,  1891,
2:44.60, 38104,  1598,
2:44.80, 38112,  2164,
2:45.00, 38112,  2639,
2:45.20, 38114,  3182,
2:45.40, 38113,  2610,
2:45.60, 38096,  1787,
2:45.80, 38078,  1839,
2:46.00, 38062,  1591,
2:46.20, 38062,  2108,
2:46.40, 38047,  2237,
2:46.60, 38046,  2906,
2:46.80, 38046,  2286,
2:47.00, 38040,  3405,
2:47.20, 38040,  2840,
2:47.40, 38029,  2231,
2:47.60, 38019,  1450,
2:47.80, 38014,   811,
2:48.00, 38016,    67,
2:48.20, 38026,  1296,
2:48.40, 38026,  2933,
2:48.60, 38038,  3953,
2:48.80, 38039,  3855,
2:49.00, 38033,  3972,
2:49.20, 38027,   842,
2:49.40, 38027,   411,
2:49.60, 38027,  1183,
2:49.80, 38035,  3982,
2:50.00, 38048,  2663,
2:50.20, 38057,  3563,
2:50.40, 38057,  1921,
2:50.60, 38057,  2003,
2:50.80, 38051,  2391,
2:51.00, 38042,  1982,
2:51.20, 38033,  1956,
2:51.40, 38031,  1950,
2:51.60, 38031,  2126,
2:51.80, 38036,  1655,
2:52.00, 38045,  1583,
2:52.20, 38057,  1462,
2:52.40, 38068,  2045,
2:52.60, 38068,  2312,
2:52.80, 38078,  2723,
2:53.00, 38087,  2405,
2:53.20, 38094,  2133,
2:53.40, 38111,  2252,
2:53.60, 38128,  1962,
2:53.80, 38128,    94,
2:54.00, 38138,  3363,
2:54.20, 38150,  3950,
2:54.40, 38149,  3357,
2:54.60, 38151,  2414,
2:54.80, 38151,  2551,
2:55.00, 38161,  2169,
2:55.20, 38158,  1699,
2:55.40, 38149,  2107,
2:55.60, 38133,  2132,
2:55.80, 38111,  1977,
2:56.00, 38111,  1873,
2:56.20, 38098,  2000,
2:56.40, 38090,  2421,
2:56.60, 38085,  1882,
2:56.80, 38082,  2185,
2:57.00, 38082,  1582,
2:57.20, 38079,  2055,
2:57.40, 38076,  1679,
2:57.60, 38074,  1663,
2:57.80, 38076,  1974,
2:58.00, 38076,  2058,
2:58.20, 38079,  2652,
2:58.40, 38080,  2127,
2:58.60, 38074,  1791,
2:58.80, 38074,  1957,
2:59.00, 38081,  2294,
2:59.20, 38081,  2351,
2:59.40, 38091,  2007,
2:59.60, 38104,  2155,
2:59.80, 38107,  2313,
3:00.00, 38106,  2038,
3:00.20, 38106,  1959,
3:00.40, 38101,  2276,
3:00.60, 38089,  1934,
3:00.80, 38073,  2031,
3:01.00, 38054,  2645,
3:01.20, 38054,  1972,
3:01.40, 38038,  2003,
3:01.60, 38032,  1774,
3:01.80, 38032,  1848,
3:02.00, 38038,  2220,
3:02.20, 38052,  2006,
3:02.40, 38052,  2096,
3:02.60, 38055,  2051,
3:02.80, 38058,  2135,
3:03.00, 38062,  2076,
3:03.20, 38060,  1890,
3:03.40, 38060,  2122,
3:03.60, 38065,  1861,
3:03.80, 38074,  1834,
3:04.00, 38078,  2032,
3:04.20, 38078,  1949,
3:04.40, 38076,  1945,
3:04.60, 38076,  2071,
3:04.80, 38066,  1816,
3:05.00, 38056,  1153,
3:05.20, 38053,  1885,
3:05.40, 38056,  1668,
3:05.60, 38056,  2441,
3:05.80, 38065,  2391,
