Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
3:04.00, 31198,  2040,
3:04.20, 31198,  2157,
3:04.40, 31196,  1988,
3:04.60, 31192,  2400,
3:04.80, 31188,  1987,
3:05.00, 31184,  2026,
3:05.20, 31180,  2104,
3:05.40, 31180,  1906,
3:05.60, 31175,  2078,
3:05.80, 31172,  1929,
3:06.00, 31170,  2396,
3:06.20, 31165,  1978,
3:06.40, 31165,  1988,
3:06.60, 31161,  2086,
3:06.80, 31157,  1916,
3:07.00, 31151,  2017,
3:07.20, 31147,  2056,
3:07.40, 31144,  2143,
3:07.60, 31144,  1962,
3:07.80, 31140,  2057,
3:08.00, 31137,  2156,
3:08.20, 31134,  2100,
3:08.40, 31129,  1953,
3:08.60, 31129,  2100,
3:08.80, 31125,  2751,
3:09.00, 31120,  2256,
3:09.20, 31115,  2025,
3:09.40, 31112,  2116,
3:09.60, 31108,  2063,
3:09.80, 31108,  2301,
3:10.00, 31103,  2021,
3:10.20, 31099,  1997,
3:10.40, 31096,  2018,
3:10.60, 31091,  2166,
3:10.80, 31091,  2027,
3:11.00, 31088,  1979,
3:11.20, 31085,  2125,
3:11.40, 31081,  2016,
3:11.60, 31078,  2019,
3:11.80, 31078,  3108,
3:12.00, 31074,  2797,
3:12.20, 31068,  2280,
3:12.40, 31062,  2174,
3:12.60, 31055,  1975,
3:12.80, 31047,  2188,
3:13.00, 31047,  1798,
3:13.20, 31042,  1947,
3:13.40, 31035,  2086,
3:13.60, 31031,  2007,
3:13.80, 31026,  1952,
3:14.00, 31026,  2533,
3:14.20, 31018,  2370,
3:14.40, 31014,  2083,
3:14.60, 31008,  1925,
3:14.80, 30999,  2056,
3:15.00, 30991,  1992,
3:15.20, 30991,  2070,
3:15.40, 30983,  1965,
3:15.60, 30973,  2355,
3:15.80, 30967,  2103,
3:16.00, 30965,  2005,
3:16.20, 30965,  2173,
3:16.40, 30967,  1964,
3:16.60, 30971,  2156,
3:16.80, 30968,  2036,
3:17.00, 30960,  2349,
3:17.20, 30951,  2011,
3:17.40, 30951,  2004,
3:17.60, 30942,  2173,
3:17.80, 30941,  1913,
3:18.00, 30942,  2146,
3:18.20, 30941,  1948,
3:18.40, 30941,  2454,
3:18.60, 30937,  2006,
3:18.80, 30936,  2083,
3:19.00, 30934,  2294,
3:19.20, 30929,  2058,
3:19.40, 30929,  2107,
3:19.60, 30925,  2043,
3:19.80, 30922,  2225,
3:20.00, 30918,  2005,
3:20.20, 30916,  2101,
3:20.40, 30914,  2137,
3:20.60, 30914,  2085,
3:20.80, 30911,  2064,
3:21.00, 30909,  2790,
3:21.20, 30907,  2319,
3:21.40, 30903,  2058,
3:21.60, 30903,  2097,
3:21.80, 30901,  2035,
3:22.00, 30898,  2251,
3:22.20, 30893,  1987,
3:22.40, 30890,  2689,
3:22.60, 30886,  2258,
3:22.80, 30886,  2033,
3:23.00, 30882,  2085,
3:23.20, 30879,  1954,
3:23.40, 30875,  2292,
3:23.60, 30872,  2050,
3:23.80, 30872,  2102,
3:24.00, 30869,  1979,
3:24.20, 30864,  2105,
3:24.40, 30857,  2003,
3:24.60, 30851,  2043,
3:24.80, 30851,  2047,
3:25.00, 30845,  1956,
3:25.20, 30841,  2075,
3:25.40, 30839,  1940,
3:25.60, 30837,  2392,
3:25.80, 30835,  2023,
3:26.00, 30835,  2046,
3:26.20, 30832,  2087,
3:26.40, 30830,  2054,
3:26.60, 30826,  2083,
3:26.80, 30823,  2120,
3:27.00, 30823,  2198,
3:27.20, 30820,  1953,
3:27.40, 30819,  2094,
3:27.60, 30818,  2812,
3:27.80, 30816,  2286,
3:28.00, 30813,  2027,
3:28.20, 30813,  2220,
3:28.40, 30807,  2041,
3:28.60, 30801,  2200,
3:28.80, 30796,  2074,
3:29.00, 30792,  2256,
3:29.20, 30792,  2241,
3:29.40, 30788,  2059,
3:29.60, 30783,  2252,
3:29.80, 30780,  2018,
3:30.00, 30777,  2393,
3:30.20, 30777,  2058,
3:30.40, 30774,  2027,
3:30.60, 30771,  2051,
3:30.80, 30768,  2128,
3:31.00, 30765,  2058,
3:31.20, 30762,  2102,
3:31.40, 30762,  2016,
3:31.60, 30760,  2357,
3:31.80, 30758,  2073,
3:32.00, 30757,  2156,
3:32.20, 30755,  2007,
3:32.40, 30755,  2331,
3:32.60, 30753,  2021,
3:32.80, 30750,  1949,
3:33.00, 30747,  2091,
3:33.20, 30743,  2043,
3:33.40, 30742,  2027,
3:33.60, 30742,  1986,
3:33.80, 30739,  2100,
3:34.00, 30737,  1923,
3:34.20, 30733,  2068,
3:34.40, 30729,  2022,
3:34.60, 30729,  2103,
3:34.80, 30725,  1950,
3:35.00, 30721,  2053,
3:35.20, 30718,  2072,
3:35.40, 30715,  2084,
3:35.60, 30713,  2061,
3:35.80, 30713,  1985,
3:36.00, 30710,  2082,
3:36.20, 30707,  2081,
3:36.40, 30704,  2055,
3:36.60, 30700,  2043,
3:36.80, 30700,  2234,
3:37.00, 30695,  2241,
3:37.20, 30692,  1983,
3:37.40, 30689,  2081,
3:37.60, 30686,  1880,
3:37.80, 30686,  2309,
3:38.00, 30685,  2068,
3:38.20, 30683,  2133,
3:38.40, 30682,  2021,
3:38.60, 30680,  2386,
3:38.80, 30679,  2129,
3:39.00, 30679,  2053,
3:39.20, 30677,  2529,
3:39.40, 30675,  2328,
3:39.60, 30672,  2070,
3:39.80, 30670,  2187,
3:40.00, 30670,  1957,
3:40.20, 30667,  2407,
3:40.40, 30664,  2063,
3:40.60, 30661,  2115,
3:40.80, 30658,  2049,
3:41.00, 30654,  2225,
3:41.20, 30654,  2064,
3:41.40, 30651,  2114,
3:41.60, 30647,  2100,
3:41.80, 30644,  2133,
3:42.00, 30640,  2210,
3:42.20, 30640,  2037,
3:42.40, 30637,  2077,
3:42.60, 30634,  2194,
3:42.80, 30631,  2038,
3:43.00, 30628,  2190,
3:43.20, 30628,  2000,
3:43.40, 30625,  2393,
3:43.60, 30621,  2051,
3:43.80, 30619,  2186,
3:44.00, 30622,  2031,
3:44.20, 30627,  2460,
3:44.40, 30627,  2021,
3:44.60, 30644,  2087,
3:44.80, 30652,  2027,
3:45.00, 30643,  2336,
3:45.20, 30619,  2043,
3:45.40, 30619,  1966,
3:45.60, 30584,  2003,
3:45.80, 30560,  2126,
3:46.00, 30549,  2033,
3:46.20, 30554,  2109,
3:46.40, 30562,  2055,
3:46.60, 30562,  2104,
3:46.80, 30567,  2018,
3:47.00, 30570,  2009,
3:47.20, 30571,  2113,
3:47.40, 30569,  2088,
3:47.60, 30569,  2075,
3:47.80, 30568,  1996,
3:48.00, 30566,  2081,
3:48.20, 30563,  1922,
3:48.40, 30560,  2013,
3:48.60, 30557,  1989,
3:48.80, 30557,  2045,
3:49.00, 30553,  1996,
3:49.20, 30550,  1970,
3:49.40, 30547,  2094,
3:49.60, 30543,  2093,
3:49.80, 30543,  1946,
3:50.00, 30539,  2019,
3:50.20, 30535,  2548,
3:50.40, 30531,  2162,
3:50.60, 30528,  1979,
3:50.80, 30528,  2151,
3:51.00, 30527,  2080,
3:51.20, 30524,  2335,
3:51.40, 30522,  1393,
3:51.60, 30517,  1503,
3:51.80, 30498,  1987,
3:52.00, 30498,  1832,
3:52.20, 30478,  1965,
3:52.40, 30457,  2278,
3:52.60, 30430,  2288,
3:52.80, 30408,  1873,
3:53.00, 30408,  2066,
3:53.20, 30376,  1908,
3:53.40, 30338,  2684,
3:53.60, 30297,  2230,
3:53.80, 30251,  2077,
3:54.00, 30220,  2036,
3:54.20, 30220,  1897,
3:54.40, 30206,  2018,
3:54.60, 30210,  2227,
3:54.80, 30238,  2096,
3:55.00, 30273,  2063,
3:55.20, 30273,  2228,
3:55.40, 30305,  2064,
3:55.60, 30340,  2342,
3:55.80, 30374,  2166,
3:56.00, 30403,  2027,
3:56.20, 30403,  2099,
3:56.40, 30450,  2103,
3:56.60, 30497,  2008,
3:56.80, 30515,  2152,
3:57.00, 30522,  2158,
3:57.20, 30503,  2015,
3:57.40, 30503,  2096,
3:57.60, 30474,  2892,
3:57.80, 30469,  2317,
3:58.00, 30473,  1975,
3:58.20, 30478,  2078,
3:58.40, 30478,  2403,
3:58.60, 30485,  2189,
3:58.80, 30493,  1942,
3:59.00, 30502,  2005,
3:59.20, 30511,  2160,
3:59.40, 30517,  2309,
3:59.60, 30517,  2094,
3:59.80, 30522,  2135,
4:00.00, 30514,  2367,
4:00.20, 30497,  2236,
4:00.40, 30492,  1971,
4:00.60, 30492,  2120,
4:00.80, 30493,  2119,
4:01.00, 30494,  2166,
4:01.20, 30502,  2166,
4:01.40, 30498,  1600,
4:01.60, 30486,  1661,
4:01.80, 30486,  1766,
4:02.00, 30481,  1588,
4:02.20, 30478,  1527,
4:02.40, 30473,  2197,
4:02.60, 30468,  1888,
4:02.80, 30468,  1568,
4:03.00, 30462,  1447,
4:03.20, 30457,  2541,
4:03.40, 30452,  2050,
4:03.60, 30446,  1466,
4:03.80, 30446,  1772,
4:04.00, 30441,  2120,
4:04.20, 30438,  2139,
4:04.40, 30437,  2131,
4:04.60, 30436,  2433,
4:04.80, 30433,  1585,
4:05.00, 30433,  1986,
4:05.20, 30423,  1369,
4:05.40, 30401,  2032,
4:05.60, 30370,  1818,
4:05.80, 30336,  2406,
4:06.00, 30336,  2086,
4:06.20, 30312,  2352,
4:06.40, 30308,  1588,
4:06.60, 30325,  1955,
4:06.80, 30356,   881,
4:07.00, 30383,    20,
4:07.20, 30383,    21,
4:07.40, 30388,    35,
4:07.60, 30352,    53,
4:07.80, 30298,  2992,
4:08.00, 30252,  3981,
4:08.20, 30252,  1492,
4:08.40, 30225,  2473,
4:08.60, 30225,  1826,
4:08.80, 30241,  2028,
4:09.00, 30254,  1906,
4:09.20, 30254,  1845,
4:09.40, 30294,  2150,
4:09.60, 30333,  2520,
4:09.80, 30366,   983,
4:10.00, 30395,  1652,
4:10.20, 30404,    73,
4:10.40, 30404,  3254,
4:10.60, 30422,  3520,
4:10.80, 30444,  2418,
4:11.00, 30474,  1611,
4:11.20, 30486,  2608,
4:11.40, 30486,  2192,
4:11.60, 30475,  2168,
4:11.80, 30432,  2473,
4:12.00, 30333,  2130,
4:12.20, 30245,  2151,
4:12.40, 30182,  2158,
4:12.60, 30182,  2328,
4:12.80, 30155,  2245,
4:13.00, 30183,  2147,
4:13.20, 30219,  2796,
4:13.40, 30254,  2514,
4:13.60, 30254,  2101,
4:13.80, 30297,  2252,
4:14.00, 30358,  2155,
4:14.20, 30430,  2194,
4:14.40, 30501,  2282,
4:14.60, 30565,  2055,
4:14.80, 30565,  2518,
4:15.00, 30616,  2034,
4:15.20, 30658,  2135,
4:15.40, 30698,  2243,
4:15.60, 30719,  2136,
4:15.80, 30719,  2053,
4:16.00, 30714,  1997,
4:16.20, 30700,  2648,
4:16.40, 30690,  2001,
4:16.60, 30696,  2251,
4:16.80, 30696,  1978,
4:17.00, 30716,  2714,
4:17.20, 30736,  2133,
4:17.40, 30746,  2268,
4:17.60, 30748,  2171,
4:17.80, 30740,  2346,
4:18.00, 30740,  1998,
4:18.20, 30713,  2081,
4:18.40, 30665,  2009,
4:18.60, 30614,  2374,
4:18.80, 30579,  2091,
4:19.00, 30579,  2099,
4:19.20, 30584,  2144,
4:19.40, 30626,  2020,
4:19.60, 30686,  2102,
4:19.80, 30742,  2318,
4:20.00, 30779,  2035,
4:20.20, 30779,  1990,
4:20.40, 30805,  2042,
4:20.60, 30820,  1940,
4:20.80, 30830,  2417,
4:21.00, 30838,  1940,
4:21.20, 30838,  2238,
4:21.40, 30850,  2004,
4:21.60, 30864,  2390,
4:21.80, 30875,  1969,
4:22.00, 30881,  2076,
4:22.20, 30880,  2021,
4:22.40, 30880,  2309,
4:22.60, 30876,  2019,
4:22.80, 30879,  2109,
4:23.00, 30882,  2157,
4:23.20, 30884,  2354,
4:23.40, 30884,  2140,
4:23.60, 30886,  2118,
4:23.80, 30887,  2196,
4:24.00, 30887,  2116,
4:24.20, 30881,  2108,
4:24.40, 30881,  2125,
4:24.60, 30874,  2148,
4:24.80, 30862,  2002,
4:25.00, 30858,  2166,
4:25.20, 30866,  2682,
4:25.40, 30878,  2288,
4:25.60, 30878,  1965,
4:25.80, 30893,  2175,
4:26.00, 30907,  2644,
4:26.20, 30905,  2141,
4:26.40, 30894,  1843,
4:26.60, 30894,  2119,
4:26.80, 30892,  2095,
4:27.00, 30883,  2302,
4:27.20, 30887,  2123,
4:27.40, 30903,  1951,
4:27.60, 30909,  2167,
4:27.80, 30909,  2037,
4:28.00, 30924,  2148,
4:28.20, 30941,  2361,
4:28.40, 30952,  2126,
4:28.60, 30961,  1964,
4:28.80, 30961,  2123,
4:29.00, 30968,  1851,
4:29.20, 30969,  2498,
4:29.40, 30963,  2023,
4:29.60, 30942,  2426,
4:29.80, 30942,  2211,
4:30.00, 30903,  2112,
4:30.20, 30855,  2199,
4:30.40, 30805,  1955,
4:30.60, 30770,  1984,
4:30.80, 30753,  2049,
4:31.00, 30753,  2211,
4:31.20, 30748,  2164,
4:31.40, 30751,  1931,
4:31.60, 30759,  1862,
4:31.80, 30756,  2057,
4:32.00, 30756,  2104,
4:32.20, 30733,  1920,
4:32.40, 30678,  2224,
4:32.60, 30599,  1886,
4:32.80, 30521,  2217,
4:33.00, 30460,  1960,
4:33.20, 30460,  2052,
4:33.40, 30427,  2177,
4:33.60, 30413,  2010,
4:33.80, 30408,  2024,
4:34.00, 30407,  2781,
4:34.20, 30407,  2185,
4:34.40, 30409,  2252,
4:34.60, 30434,  2432,
4:34.80, 30486,  2153,
4:35.00, 30553,  1890,
4:35.20, 30629,  2591,
4:35.40, 30629,  2348,
4:35.60, 30688,  1203,
4:35.80, 30723,  2151,
4:36.00, 30745,  2496,
4:36.20, 30754,  2930,
4:36.40, 30754,  2019,
4:36.60, 30738,  1814,
4:36.80, 30698,  1970,
4:37.00, 30640,  2680,
4:37.20, 30569,  2231,
4:37.40, 30569,  1940,
4:37.60, 30527,  2530,
4:37.80, 30515,  2168,
4:38.00, 30525,  2135,
4:38.20, 30558,  2057,
4:38.40, 30589,  2120,
4:38.60, 30589,  2340,
4:38.80, 30614,   406,
4:39.00, 30625,  1479,
4:39.20, 30609,  2102,
4:39.40, 30581,  2385,
4:39.60, 30581,  2960,
4:39.80, 30553,  3982,
4:40.00, 30544,  2792,
4:40.20, 30536,  2342,
4:40.40, 30515,  1920,
4:40.60, 30495,  2004,
4:40.80, 30495,  2770,
4:41.00, 30479,  2228,
4:41.20, 30499,  2199,
4:41.40, 30551,  2227,
4:41.60, 30601,  2018,
4:41.80, 30601,  2349,
4:42.00, 30643,  2040,
4:42.20, 30670,  2058,
4:42.40, 30687,  2158,
4:42.60, 30704,  2310,
4:42.80, 30704,  2046,
4:43.00, 30715,  2319,
4:43.20, 30720,  2435,
4:43.40, 30725,  1988,
4:43.60, 30730,  2087,
4:43.80, 30733,  2104,
4:44.00, 30733,  2380,
4:44.20, 30737,  1622,
4:44.40, 30742,  1089,
4:44.60, 30746,  1420,
4:44.80, 30749,  2043,
4:45.00, 30749,  2023,
4:45.20, 30753,  2125,
4:45.40, 30755,  2135,
4:45.60, 30759,  1972,
4:45.80, 30765,  1614,
4:46.00, 30770,  1572,
4:46.20, 30770,  2007,
4:46.40, 30778,  1805,
4:46.60, 30786,  2033,
4:46.80, 30792,  1960,
4:47.00, 30797,  2218,
4:47.20, 30797,  2490,
4:47.40, 30800,  1681,
4:47.60, 30797,  1538,
4:47.80, 30793,  1745,
4:48.00, 30786,  2127,
4:48.20, 30780,  2113,
4:48.40, 30780,  2185,
4:48.60, 30777,  2224,
4:48.80, 30779,  1825,
4:49.00, 30765,  1944,
4:49.20, 30727,  2833,
4:49.40, 30727,  1763,
4:49.60, 30676,  1568,
4:49.80, 30605,  1884,
4:50.00, 30533,  1589,
4:50.20, 30475,  1728,
4:50.40, 30475,  2714,
4:50.60, 30430,  2822,
4:50.80, 30412,  1754,
4:51.00, 30417,  2201,
4:51.20, 30432,  2283,
4:51.40, 30447,  1883,
4:51.60, 30447,  2002,
4:51.80, 30463,  1216,
4:52.00, 30480,  1776,
4:52.20, 30505,  1485,
4:52.40, 30532,   959,
4:52.60, 30532,  2552,
4:52.80, 30549,  2574,
4:53.00, 30549,  2846,
4:53.20, 30515,  3441,
4:53.40, 30460,  2489,
4:53.60, 30397,  2710,
4:53.80, 30397,  1252,
4:54.00, 30378,  1707,
4:54.20, 30415,  1667,
4:54.40, 30489,  1961,
4:54.60, 30581,  2185,
4:54.80, 30581,  2229,
4:55.00, 30643,  1282,
4:55.20, 30676,   195,
4:55.40, 30665,   786,
4:55.60, 30603,  2359,
4:55.80, 30521,  3936,
4:56.00, 30521,  3899,
4:56.20, 30451,  2298,
4:56.40, 30415,  2148,
4:56.60, 30432,  1804,
4:56.80, 30478,  1840,
4:57.00, 30478,  2354,
4:57.20, 30522,  2082,
4:57.40, 30567,  2033,
4:57.60, 30613,  2227,
4:57.80, 30650,  2479,
4:58.00, 30650,  3059,
4:58.20, 30675,  2514,
4:58.40, 30694,  2040,
4:58.60, 30704,  2152,
4:58.80, 30716,  1038,
4:59.00, 30734,  1983,
4:59.20, 30734,  1672,
4:59.40, 30750,  1703,
4:59.60, 30764,  1144,
4:59.80, 30767,   702,
5:00.00, 30762,   972,
5:00.20, 30762,  2185,
5:00.40, 30753,  2397,
5:00.60, 30746,  3471,
5:00.80, 30757,  2010,
5:01.00, 30775,  1829,
5:01.20, 30795,  1920,
5:01.40, 30795,  2016,
5:01.60, 30808,  2485,
5:01.80, 30809,  1944,
5:02.00, 30807,  2220,
5:02.20, 30801,  2085,
5:02.40, 30801,  1824,
5:02.60, 30794,  1725,
5:02.80, 30778,  1807,
5:03.00, 30754,  2369,
5:03.20, 30733,  2559,
5:03.40, 30733,  2421,
5:03.60, 30726,  2894,
5:03.80, 30742,  1916,
5:04.00, 30777,  1210,
5:04.20, 30816,   650,
5:04.40, 30842,  1257,
5:04.60, 30842,  1305,
5:04.80, 30855,   879,
5:05.00, 30859,   856,
5:05.20, 30860,  3957,
5:05.40, 30844,  3958,
5:05.60, 30844,  2993,
5:05.80, 30795,  2818,
5:06.00, 30728,  2975,
5:06.20, 30638,  2058,
5:06.40, 30552,  2833,
5:06.60, 30506,  2351,
5:06.80, 30506,  1752,
5:07.00, 30483,   245,
5:07.20, 30480,  2555,
5:07.40, 30474,  1021,
5:07.60, 30411,   741,
5:07.80, 30411,  2445,
5:08.00, 30341,  1898,
5:08.20, 30295,  1664,
5:08.40, 30286,  2131,
5:08.60, 30333,  2601,
5:08.80, 30391,  2376,
5:09.00, 30391,  2451,
5:09.20, 30436,  3491,
5:09.40, 30466,  2588,
5:09.60, 30501,  2651,
5:09.80, 30540,  2035,
5:10.00, 30540,  1788,
5:10.20, 30578,  2502,
5:10.40, 30625,  2059,
5:10.60, 30679,  2238,
5:10.80, 30726,  2376,
5:11.00, 30726,  2351,
5:11.20, 30773,  2169,
5:11.40, 30820,  2050,
5:11.60, 30862,  2818,
5:11.80, 30907,  2188,
5:12.00, 30956,  2280,
5:12.20, 30956,  2848,
5:12.40, 31008,  1724,
5:12.60, 31049,  2240,
5:12.80, 31056,  1912,
5:13.00, 31045,  1917,
5:13.20, 31045,  1933,
5:13.40, 31021,  2228,
5:13.60, 30970,  2236,
5:13.80, 30989,  2458,
5:14.00, 31103,  2793,
5:14.20, 31299,  1698,
5:14.40, 31299,  1912,
5:14.60, 31567,  3173,
5:14.80, 31819,  2459,
5:15.00, 31987,  1901,
5:15.20, 32056,  2214,
5:15.40, 32056,  1669,
5:15.60, 32076,  2444,
5:15.80, 32076,  1975,
5:16.00, 32069,  1832,
5:16.20, 32063,  2359,
5:16.40, 32063,  2018,
5:16.60, 32052,  2037,
5:16.80, 32029,  2123,
5:17.00, 32004,  2073,
5:17.20, 31989,  2115,
5:17.40, 31980,  1895,
5:17.60, 31980,  2430,
5:17.80, 31971,  2085,
5:18.00, 31966,  2027,
5:18.20, 31966,  2212,
5:18.40, 31964,  1922,
5:18.60, 31964,  2185,
5:18.80, 31960,  2712,
5:19.00, 31954,  2188,
5:19.20, 31945,  1998,
5:19.40, 31936,  2213,
5:19.60, 31929,  2264,
5:19.80, 31929,  2447,
5:20.00, 31924,  2032,
5:20.20, 31919,  1922,
5:20.40, 31901,  1999,
5:20.60, 31856,  1885,
5:20.80, 31856,  2019,
5:21.00, 31812,  2671,
5:21.20, 31807,  2235,
5:21.40, 31841,  1960,
5:21.60, 31918,  2175,
5:21.80, 32002,  1802,
5:22.00, 32002,  2317,
5:22.20, 32052,  2031,
5:22.40, 32080,  2123,
5:22.60, 32095,  2093,
5:22.80, 32102,  2395,
5:23.00, 32102,  2163,
5:23.20, 32108,  2347,
5:23.40, 32116,  2281,
5:23.60, 32129,  2237,
5:23.80, 32146,  1733,
5:24.00, 32146,  1830,
5:24.20, 32146,  1889,
5:24.40, 32115,  2481,
5:24.60, 32078,  1760,
5:24.80, 32055,  1842,
5:25.00, 32063,  2188,
5:25.20, 32063,  1749,
5:25.40, 32105,  2051,
5:25.60, 32151,  2026,
5:25.80, 32182,  1986,
5:26.00, 32201,  2021,
5:26.20, 32201,  1915,
5:26.40, 32214,  2037,
5:26.60, 32223,  2290,
5:26.80, 32231,  2077,
5:27.00, 32237,  1699,
5:27.20, 32242,  2618,
5:27.40, 32242,  1683,
5:27.60, 32248,  1814,
5:27.80, 32253,  2250,
5:28.00, 32258,  2380,
5:28.20, 32260,  2157,
5:28.40, 32260,  2224,
5:28.60, 32263,  2086,
5:28.80, 32277,  1880,
5:29.00, 32282,  1925,
5:29.20, 32285,  2584,
5:29.40, 32283,  2134,
5:29.60, 32283,  1819,
5:29.80, 32270,  2340,
5:30.00, 32262,  2143,
5:30.20, 32257,  2269,
5:30.40, 32252,  2194,
5:30.60, 32252,  1876,
5:30.80, 32246,  1974,
5:31.00, 32240,  2164,
5:31.20, 32236,  2095,
5:31.40, 32232,  1916,
5:31.60, 32232,  2121,
5:31.80, 32229,  2069,
5:32.00, 32229,  2270,
5:32.20, 32227,  1958,
5:32.40, 32223,  2266,
5:32.60, 32220,  1724,
5:32.80, 32220,  1955,
5:33.00, 32217,  1948,
5:33.20, 32219,  1761,
5:33.40, 32213,  1957,
5:33.60, 32207,  2550,
5:33.80, 32207,  2247,
5:34.00, 32201,  1759,
5:34.20, 32193,  1959,
5:34.40, 32194,  2015,
5:34.60, 32195,  2024,
5:34.80, 32194,  1927,
5:35.00, 32194,  2946,
5:35.20, 32192,  1985,
5:35.40, 32192,  1797,
5:35.60, 32192,  2216,
5:35.80, 32194,  1893,
5:36.00, 32194,  2284,
5:36.20, 32195,  1294,
5:36.40, 32194,  1403,
5:36.60, 32192,  1977,
5:36.80, 32191,  1822,
5:37.00, 32191,  2232,
5:37.20, 32189,  2118,
5:37.40, 32187,  2417,
5:37.60, 32188,  2299,
5:37.80, 32200,  1965,
5:38.00, 32201,  2147,
5:38.20, 32201,  1912,
5:38.40, 32199,  2213,
5:38.60, 32191,  2262,
5:38.80, 32170,  2264,
5:39.00, 32159,  2025,
5:39.20, 32159,  1866,
5:39.40, 32152,  2977,
5:39.60, 32146,  2454,
5:39.80, 32143,  2242,
5:40.00, 32143,  2080,
5:40.20, 32148,  2018,
5:40.40, 32148,  3308,
5:40.60, 32142,  1923,
5:40.80, 32116,  2392,
5:41.00, 32054,  1278,
5:41.20, 31966,  1314,
5:41.40, 31966,  1231,
5:41.60, 31881,  1701,
5:41.80, 31815,  2108,
5:42.00, 31789,  1803,
5:42.20, 31791,  2006,
5:42.40, 31794,  2516,
5:42.60, 31794,  2378,
5:42.80, 31799,  1898,
5:43.00, 31794,  3956,
5:43.20, 31762,  2617,
5:43.40, 31679,  2076,
5:43.60, 31679,  1692,
5:43.80, 31581,  1950,
5:44.00, 31553,  1572,
5:44.20, 31578,  1646,
5:44.40, 31679,  2038,
5:44.60, 31679,  1802,
5:44.80, 31806,  2430,
5:45.00, 31868,  2261,
5:45.20, 31901,  2177,
5:45.40, 31919,  2440,
5:45.60, 31932,  2227,
5:45.80, 31932,  2091,
5:46.00, 31945,  3052,
5:46.20, 31962,  2515,
5:46.40, 31986,  2031,
5:46.60, 32014,  2143,
5:46.80, 32014,  2228,
5:47.00, 32042,  2147,
5:47.20, 32053,  1812,
5:47.40, 31994,  1829,
5:47.60, 31879,  1832,
5:47.80, 31727,  1831,
5:48.00, 31727,  1931,
5:48.20, 31580,  2500,
5:48.40, 31502,  2180,
5:48.60, 31531,  1984,
5:48.80, 31628,  1472,
5:49.00, 31628,  1671,
5:49.20, 31755,  3587,
5:49.40, 31883,  2287,
5:49.60, 31949,  1338,
5:49.80, 31972,  2801,
5:50.00, 31972,  2170,
5:50.20, 31969,  1875,
5:50.40, 31943,  2324,
5:50.60, 31874,  2194,
5:50.80, 31764,  2109,
5:51.00, 31639,  2231,
5:51.20, 31639,  2552,
5:51.40, 31541,  2450,
5:51.60, 31504,   683,
5:51.80, 31520,  1617,
5:52.00, 31562,  1482,
5:52.20, 31562,   965,
5:52.40, 31594,  2194,
5:52.60, 31620,  2134,
5:52.80, 31644,  2144,
5:53.00, 31662,  2237,
5:53.20, 31676,  1173,
5:53.40, 31676,  1690,
5:53.60, 31674,  1315,
5:53.80, 31652,  1285,
5:54.00, 31615,  2738,
5:54.20, 31544,  3885,
5:54.40, 31544,   101,
5:54.60, 31459,    31,
5:54.80, 31356,    28,
5:55.00, 31232,    35,
5:55.20, 31134,  2252,
5:55.40, 31134,  3038,
5:55.60, 31083,  2630,
5:55.80, 31102,  3033,
5:56.00, 31152,  2567,
5:56.20, 31220,  2560,
5:56.40, 31273,  2618,
5:56.60, 31273,  2260,
5:56.80, 31302,  2701,
5:57.00, 31335,  2308,
5:57.20, 31361,  2840,
5:57.40, 31386,  2294,
5:57.60, 31386,  2357,
5:57.80, 31406,  2356,
5:58.00, 31428,  2143,
5:58.20, 31453,  2160,
5:58.40, 31475,  2288,
5:58.60, 31493,  2532,
5:58.80, 31493,  2148,
5:59.00, 31507,  2161,
5:59.20, 31517,  2072,
5:59.40, 31522,  2285,
5:59.60, 31524,  2309,
5:59.80, 31524,  2363,
6:00.00, 31523,  2632,
6:00.20, 31522,  2240,
6:00.40, 31518,  3510,
6:00.60, 31507,  3395,
6:00.80, 31486,  1522,
6:01.00, 31486,  1059,
6:01.20, 31444,    87,
6:01.40, 31388,    44,
6:01.60, 31322,    37,
6:01.80, 31268,   350,
6:02.00, 31268,  1823,
6:02.20, 31242,  3229,
6:02.40, 31236,  2271,
6:02.60, 31252,  3294,
6:02.80, 31274,  2720,
6:03.00, 31274,  2674,
6:03.20, 31292,  2240,
6:03.40, 31312,  2694,
6:03.60, 31329,  2172,
6:03.80, 31337,  2245,
6:04.00, 31342,  2645,
6:04.20, 31342,  2358,
6:04.40, 31340,  2666,
6:04.60, 31335,  2813,
6:04.80, 31331,  2524,
6:05.00, 31326,  2235,
6:05.20, 31326,  2302,
6:05.40, 31321,  2217,
6:05.60, 31317,  2684,
6:05.80, 31312,  2037,
6:06.00, 31307,  3149,
6:06.20, 31302,  2247,
6:06.40, 31302,  2096,
6:06.60, 31297,  2070,
6:06.80, 31293,  2110,
6:07.00, 31289,  2237,
6:07.20, 31284,  2080,
6:07.40, 31284,  2109,
6:07.60, 31281,  2141,
6:07.80, 31276,  2128,
6:08.00, 31272,  2012,
6:08.20, 31271,  2922,
6:08.40, 31271,  2272,
6:08.60, 31269,  1993,
6:08.80, 31266,  2143,
6:09.00, 31265,  2154,
6:09.20, 31261,  2230,
6:09.40, 31257,  2174,
6:09.60, 31257,  1790,
6:09.80, 31254,  2058,
6:10.00, 31250,  1957,
6:10.20, 31250,  2083,
