Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
0:35.20, 37449,  2294,
0:35.40, 37444,  2136,
0:35.60, 37440,  2089,
0:35.80, 37440,  2548,
0:36.00, 37436,  2419,
0:36.20, 37432,  2328,
0:36.40, 37431,  2128,
0:36.60, 37440,  2042,
0:36.80, 37464,  2094,
0:37.00, 37464,  2188,
0:37.20, 37475,  2284,
0:37.40, 37476,  2139,
0:37.60, 37468,  1766,
0:37.80, 37449,  1958,
0:38.00, 37449,  2994,
0:38.20, 37449,  1864,
0:38.40, 37462,  1426,
0:38.60, 37482,  1480,
0:38.80, 37508,  1636,
0:39.00, 37531,  1811,
0:39.20, 37531,  2310,
0:39.40, 37550,  2307,
0:39.60, 37554,  2890,
0:39.80, 37539,  2542,
0:40.00, 37505,  2019,
0:40.20, 37505,  1895,
0:40.40, 37465,  2265,
0:40.60, 37427,  1923,
0:40.80, 37400,  1955,
0:41.00, 37384,  2139,
0:41.20, 37384,  1969,
0:41.40, 37375,  1970,
0:41.60, 37370,  1926,
0:41.80, 37364,  2414,
0:42.00, 37359,  2044,
0:42.20, 37361,  1808,
0:42.40, 37361,  1768,
0:42.60, 37366,  1972,
0:42.80, 37390,  2116,
0:43.00, 37435,  2263,
0:43.20, 37491,  2233,
0:43.40, 37491,  2127,
0:43.60, 37554,  2057,
0:43.80, 37605,  2123,
0:44.00, 37643,  2088,
0:44.20, 37666,  2299,
0:44.40, 37677,  1997,
0:44.60, 37677,  2115,
0:44.80, 37688,  2194,
0:45.00, 37693,  2002,
0:45.20, 37690,  1899,
0:45.40, 37684,  2022,
0:45.60, 37684,  1972,
0:45.80, 37671,  1758,
0:46.00, 37658,  2312,
0:46.20, 37650,  2138,
0:46.40, 37648,  2069,
0:46.60, 37667,  3644,
0:46.80, 37667,  2205,
0:47.00, 37676,  1986,
0:47.20, 37677,  3713,
0:47.40, 37671,  2652,
0:47.60, 37646,  2326,
0:47.80, 37646,  2296,
0:48.00, 37630,  2215,
0:48.20, 37624,  2002,
0:48.40, 37616,  2204,
0:48.60, 37607,  2099,
0:48.80, 37607,  1796,
0:49.00, 37598,  1533,
0:49.20, 37586,  1638,
0:49.40, 37586,  1947,
0:49.60, 37599,  1953,
0:49.80, 37617,  1923,
0:50.00, 37617,  3379,
0:50.20, 37631,  2082,
0:50.40, 37622,  1848,
0:50.60, 37617,  1861,
0:50.80, 37614,  1926,
0:51.00, 37614,  2367,
0:51.20, 37613,  1816,
0:51.40, 37624,  1974,
0:51.60, 37614,  1913,
0:51.80, 37597,  1839,
0:52.00, 37579,  1352,
0:52.20, 37579,  1832,
0:52.40, 37567,  2265,
0:52.60, 37564,  2010,
0:52.80, 37572,  2941,
0:53.00, 37593,  2341,
0:53.20, 37593,  1978,
0:53.40, 37620,  1731,
0:53.60, 37649,  1435,
0:53.80, 37670,  1548,
0:54.00, 37679,  1393,
0:54.20, 37689,  1558,
0:54.40, 37689,  1852,
0:54.60, 37708,  1956,
0:54.80, 37730,  2320,
0:55.00, 37752,  2150,
0:55.20, 37758,  1778,
0:55.40, 37758,  1679,
0:55.60, 37753,  1884,
0:55.80, 37744,  1702,
0:56.00, 37737,  1710,
0:56.20, 37748,  1813,
0:56.40, 37748,  1671,
0:56.60, 37755,  1810,
0:56.80, 37754,  1918,
0:57.00, 37747,  1931,
0:57.20, 37722,  1759,
0:57.40, 37700,  1795,
0:57.60, 37700,  1915,
0:57.80, 37682,  1836,
0:58.00, 37670,  2469,
0:58.20, 37663,  2182,
0:58.40, 37659,  2096,
0:58.60, 37659,  2060,
0:58.80, 37657,  2040,
0:59.00, 37657,  2266,
0:59.20, 37659,  2145,
0:59.40, 37661,  2144,
0:59.60, 37663,  2109,
0:59.80, 37663,  2141,
1:00.00, 37662,  2276,
1:00.20, 37659,  2224,
1:00.40, 37655,  2351,
1:00.60, 37650,  1959,
1:00.80, 37650,  2512,
1:01.00, 37645,  2463,
1:01.20, 37640,  2952,
1:01.40, 37637,  3966,
1:01.60, 37635,  3079,
1:01.80, 37635,  3601,
1:02.00, 37635,   249,
1:02.20, 37637,   282,
1:02.40, 37642,  1280,
1:02.60, 37652,  1708,
1:02.80, 37669,  1903,
1:03.00, 37669,  2100,
1:03.20, 37693,  2418,
1:03.40, 37722,  1642,
1:03.60, 37753,  2187,
1:03.80, 37781,  1944,
1:04.00, 37781,  2350,
1:04.20, 37803,  1965,
1:04.40, 37818,  1674,
1:04.60, 37826,  1753,
1:04.80, 37827,  1778,
1:05.00, 37821,  1675,
1:05.20, 37821,  1721,
1:05.40, 37811,  1817,
1:05.60, 37798,  1677,
1:05.80, 37784,   381,
1:06.00, 37769,    36,
1:06.20, 37769,    30,
1:06.40, 37755,   408,
1:06.60, 37743,   654,
1:06.80, 37731,  1801,
1:07.00, 37720,  2508,
1:07.20, 37710,  3041,
1:07.40, 37710,  3611,
1:07.60, 37705,  2281,
1:07.80, 37706,  1483,
1:08.00, 37717,  1609,
1:08.20, 37741,  1242,
1:08.40, 37741,  1619,
1:08.60, 37781,  1594,
1:08.80, 37826,  1650,
1:09.00, 37867,  2158,
1:09.20, 37899,  2285,
1:09.40, 37899,  1980,
1:09.60, 37915,  1788,
1:09.80, 37922,  1580,
1:10.00, 37924,  1886,
1:10.20, 37921,  1411,
1:10.40, 37922,  1738,
1:10.60, 37922,  1435,
1:10.80, 37927,  1550,
1:11.00, 37918,  2102,
1:11.20, 37903,  2098,
1:11.40, 37878,  1512,
1:11.60, 37878,  3038,
1:11.80, 37845,  2213,
1:12.00, 37825,  2244,
1:12.20, 37808,  3670,
1:12.40, 37794,  2519,
1:12.60, 37781,  2341,
1:12.80, 37781,  2976,
1:13.00, 37769,  2604,
1:13.20, 37758,  2447,
1:13.40, 37747,  2166,
1:13.60, 37737,   978,
1:13.80, 37737,  2111,
1:14.00, 37728,  2492,
1:14.20, 37722,  2311,
1:14.40, 37716,  2396,
1:14.60, 37713,  2288,
1:14.80, 37713,  3053,
1:15.00, 37710,  2844,
1:15.20, 37708,  1276,
1:15.40, 37705,  1136,
1:15.60, 37701,  2112,
1:15.80, 37698,  2446,
1:16.00, 37698,  2722,
1:16.20, 37700,  2310,
1:16.40, 37693,  2540,
1:16.60, 37688,  2320,
1:16.80, 37686,  3291,
1:17.00, 37686,  2523,
1:17.20, 37682,  3041,
1:17.40, 37689,  2388,
1:17.60, 37699,  2162,
1:17.80, 37731,  1692,
1:18.00, 37755,  1505,
1:18.20, 37755,  1673,
1:18.40, 37780,  1871,
1:18.60, 37804,  2183,
1:18.80, 37809,  2462,
1:19.00, 37822,  2604,
1:19.20, 37822,  1814,
1:19.40, 37835,  1523,
1:19.60, 37844,  1385,
1:19.80, 37848,  1070,
1:20.00, 37847,  1167,
1:20.20, 37842,  1575,
1:20.40, 37842,  1837,
1:20.60, 37834,  1890,
1:20.80, 37825,  1816,
1:21.00, 37814,  1975,
1:21.20, 37803,  2023,
1:21.40, 37803,  1763,
1:21.60, 37792,  1972,
1:21.80, 37782,   844,
1:22.00, 37773,   743,
1:22.20, 37766,  1676,
1:22.40, 37766,  2232,
1:22.60, 37762,  2334,
1:22.80, 37766,  2245,
1:23.00, 37783,  2309,
1:23.20, 37814,  2106,
1:23.40, 37856,  2051,
1:23.60, 37856,  2105,
1:23.80, 37900,  2736,
1:24.00, 37939,  2772,
1:24.20, 37968,  2743,
1:24.40, 37983,  2580,
1:24.60, 37983,  2471,
1:24.80, 37988,  2982,
1:25.00, 37983,  2411,
1:25.20, 37971,  2320,
1:25.40, 37955,  2238,
1:25.60, 37937,  2171,
1:25.80, 37937,  2140,
1:26.00, 37918,  2347,
1:26.20, 37900,  2074,
1:26.40, 37883,  2233,
1:26.60, 37869,  2305,
1:26.80, 37869,  2101,
1:27.00, 37857,  2042,
1:27.20, 37849,  1718,
1:27.40, 37844,  1741,
1:27.60, 37843,  1670,
1:27.80, 37843,  1616,
1:28.00, 37847,  1567,
1:28.20, 37855,  2091,
1:28.40, 37864,  1395,
1:28.60, 37869,  1709,
1:28.80, 37869,  2055,
1:29.00, 37869,  1873,
1:29.20, 37866,  2098,
1:29.40, 37858,  2056,
1:29.60, 37851,  1794,
1:29.80, 37846,  3083,
1:30.00, 37846,  2539,
1:30.20, 37845,  2240,
1:30.40, 37852,  2225,
1:30.60, 37869,  2232,
1:30.80, 37892,  2279,
1:31.00, 37916,  2209,
1:31.20, 37916,  2169,
1:31.40, 37935,  2085,
1:31.60, 37946,  2217,
1:31.80, 37948,  2083,
1:32.00, 37942,  2738,
1:32.20, 37942,  2220,
1:32.40, 37927,  2644,
1:32.60, 37909,  1847,
1:32.80, 37895,  2514,
1:33.00, 37885,  1925,
1:33.20, 37882,  1849,
1:33.40, 37882,  2251,
1:33.60, 37881,  1652,
1:33.80, 37878,  1525,
1:34.00, 37874,  1558,
1:34.20, 37869,  1649,
1:34.40, 37869,  1706,
1:34.60, 37864,  2021,
1:34.80, 37859,  2141,
1:35.00, 37854,  2268,
1:35.20, 37849,  2132,
1:35.40, 37849,  3493,
1:35.60, 37845,  2314,
1:35.80, 37842,  2133,
1:36.00, 37840,  1987,
1:36.20, 37839,  2184,
1:36.40, 37843,  2104,
1:36.60, 37843,  2113,
1:36.80, 37851,  2164,
1:37.00, 37867,  2025,
1:37.20, 37890,  2286,
1:37.40, 37920,  2186,
1:37.60, 37920,  2258,
1:37.80, 37955,  2566,
1:38.00, 37989,  1758,
1:38.20, 38018,  1824,
1:38.40, 38038,  1892,
1:38.60, 38049,  2066,
1:38.80, 38049,  1880,
1:39.00, 38050,  1407,
1:39.20, 38043,  1764,
1:39.40, 38032,  1735,
1:39.60, 38018,  1751,
1:39.80, 38018,  1723,
1:40.00, 38007,  2093,
1:40.20, 38002,  1856,
1:40.40, 38004,  2002,
1:40.60, 38010,  1911,
1:40.80, 38017,  1975,
1:41.00, 38017,  2305,
1:41.20, 38020,  3110,
1:41.40, 38020,  2309,
1:41.60, 38015,  2221,
1:41.80, 38007,  2408,
1:42.00, 38007,  2485,
1:42.20, 37998,  2398,
1:42.40, 37988,  2337,
1:42.60, 37978,  2144,
1:42.80, 37969,  1989,
1:43.00, 37969,  1741,
1:43.20, 37960,  2214,
1:43.40, 37951,  2698,
1:43.60, 37942,  2356,
1:43.80, 37933,  2290,
1:44.00, 37927,  2180,
1:44.20, 37927,  1875,
1:44.40, 37924,  1926,
1:44.60, 37925,  1862,
1:44.80, 37928,  1955,
1:45.00, 37932,  1704,
1:45.20, 37932,  1688,
1:45.40, 37934,  1746,
1:45.60, 37935,  1812,
1:45.80, 37933,  1936,
1:46.00, 37930,  1568,
1:46.20, 37925,  1557,
1:46.40, 37925,  1693,
1:46.60, 37920,  1713,
1:46.80, 37914,  2000,
1:47.00, 37910,  1926,
1:47.20, 37905,  1845,
1:47.40, 37905,  1948,
1:47.60, 37901,  2130,
1:47.80, 37897,  1873,
1:48.00, 37893,  2022,
1:48.20, 37889,  2061,
1:48.40, 37889,  1901,
1:48.60, 37885,  2074,
1:48.80, 37881,  2001,
1:49.00, 37878,  1913,
1:49.20, 37874,  2074,
1:49.40, 37871,  2136,
1:49.60, 37871,  2005,
1:49.80, 37870,  2115,
1:50.00, 37875,  2273,
1:50.20, 37887,  2202,
1:50.40, 37908,  2265,
1:50.60, 37908,  2317,
1:50.80, 37935,  2198,
1:51.00, 37962,  2506,
1:51.20, 37986,  2428,
1:51.40, 38002,  2340,
1:51.60, 38011,  2275,
1:51.80, 38011,  2528,
1:52.00, 38015,  2382,
1:52.20, 38019,  2234,
1:52.40, 38013,  2479,
1:52.60, 38003,  2327,
1:52.80, 38003,  2447,
1:53.00, 37989,  2345,
1:53.20, 37969,  2346,
1:53.40, 37956,  2139,
1:53.60, 37947,  2445,
1:53.80, 37947,  2408,
1:54.00, 37959,  2511,
1:54.20, 37958,  2304,
1:54.40, 37957,  2431,
1:54.60, 37956,  2197,
1:54.80, 37940,  2240,
1:55.00, 37940,  2101,
1:55.20, 37941,  2133,
1:55.40, 37947,  2029,
1:55.60, 37952,  1853,
1:55.80, 37955,  2225,
1:56.00, 37955,  1997,
1:56.20, 37955,  1980,
1:56.40, 37953,  1971,
1:56.60, 37949,  1802,
1:56.80, 37946,  2028,
1:57.00, 37951,  2035,
1:57.20, 37951,  2136,
1:57.40, 37967,  2032,
1:57.60, 37973,  2402,
1:57.80, 37977,  2315,
1:58.00, 37974,  2043,
1:58.20, 37974,  1999,
1:58.40, 37962,  2128,
1:58.60, 37958,  2186,
1:58.80, 37954,  2116,
1:59.00, 37948,  3299,
1:59.20, 37941,  2168,
1:59.40, 37941,  2132,
1:59.60, 37933,  2121,
1:59.80, 37926,  2293,
2:00.00, 37918,  2499,
2:00.20, 37912,  2347,
2:00.40, 37912,  2130,
2:00.60, 37906,  2222,
2:00.80, 37901,  2247,
2:01.00, 37897,  1920,
2:01.20, 37894,  1798,
2:01.40, 37894,  1892,
2:01.60, 37894,  1836,
2:01.80, 37895,  1811,
2:02.00, 37896,  1854,
2:02.20, 37897,  2783,
2:02.40, 37896,  2007,
2:02.60, 37896,  2024,
2:02.80, 37894,  1903,
2:03.00, 37892,  1935,
2:03.20, 37890,  2169,
2:03.40, 37890,  1972,
2:03.60, 37890,  2126,
2:03.80, 37889,  2274,
2:04.00, 37895,  2292,
2:04.20, 37925,  2119,
2:04.40, 37942,  2685,
2:04.60, 37945,  2204,
2:04.80, 37945,  2153,
2:05.00, 37938,  2032,
2:05.20, 37905,  2080,
2:05.40, 37883,  2291,
2:05.60, 37874,  2141,
2:05.80, 37874,  2136,
2:06.00, 37868,  2444,
2:06.20, 37864,  2215,
2:06.40, 37862,  2229,
2:06.60, 37862,  3315,
2:06.80, 37862,  2477,
2:07.00, 37864,  2170,
2:07.20, 37867,  2074,
2:07.40, 37870,  1976,
2:07.60, 37874,  2008,
2:07.80, 37877,  2172,
2:08.00, 37877,  2023,
2:08.20, 37880,  2024,
2:08.40, 37882,  1977,
2:08.60, 37885,  2037,
2:08.80, 37889,  2052,
2:09.00, 37889,  1848,
2:09.20, 37894,  2126,
2:09.40, 37898,  2063,
2:09.60, 37902,  2372,
2:09.80, 37905,  2525,
2:10.00, 37906,  2505,
2:10.20, 37906,  2307,
2:10.40, 37915,  2222,
2:10.60, 37924,  2183,
2:10.80, 37925,  2146,
2:11.00, 37928,  1971,
2:11.20, 37928,  1919,
2:11.40, 37924,  2131,
2:11.60, 37923,  1755,
2:11.80, 37931,  1909,
2:12.00, 37937,  2049,
2:12.20, 37941,  1917,
2:12.40, 37941,  2089,
2:12.60, 37944,  2147,
2:12.80, 37948,  2184,
2:13.00, 37953,  1882,
2:13.20, 37958,  2059,
2:13.40, 37958,  1940,
2:13.60, 37965,  1787,
2:13.80, 37971,  1734,
2:14.00, 37976,  1959,
2:14.20, 37986,  2169,
2:14.40, 37986,  2104,
2:14.60, 38004,  3108,
2:14.80, 38036,  2287,
2:15.00, 38076,  2057,
2:15.20, 38115,  2550,
2:15.40, 38148,  2159,
2:15.60, 38148,  2005,
2:15.80, 38166,  2301,
2:16.00, 38172,  2090,
2:16.20, 38172,  2054,
2:16.40, 38165,  2056,
2:16.60, 38165,  2011,
2:16.80, 38159,  2308,
2:17.00, 38158,  2377,
2:17.20, 38159,  2152,
2:17.40, 38164,  3806,
2:17.60, 38168,    98,
2:17.80, 38168,  1806,
2:18.00, 38225,  2126,
2:18.20, 38460,  1833,
2:18.40, 38784,  1996,
2:18.60, 39114,  1768,
2:18.80, 39114,  2505,
2:19.00, 39238,  2398,
2:19.20, 39086,  2588,
2:19.40, 38799,  2515,
2:19.60, 38485,  3332,
2:19.80, 38485,  2508,
2:20.00, 38316,  2118,
2:20.20, 38239,  1971,
2:20.40, 38206,  2048,
2:20.60, 38190,  2211,
2:20.80, 38180,  2060,
2:21.00, 38180,  1856,
2:21.20, 38170,  1892,
2:21.40, 38159,  2106,
2:21.60, 38145,  1969,
2:21.80, 38131,  2125,
2:22.00, 38131,  2125,
2:22.20, 38116,  2036,
2:22.40, 38101,  2095,
2:22.60, 38087,  2118,
2:22.80, 38074,  1952,
2:23.00, 38062,  2228,
2:23.20, 38062,  2053,
2:23.40, 38050,  2087,
2:23.60, 38040,  2208,
2:23.80, 38031,  2234,
2:24.00, 38022,  2326,
2:24.20, 38022,  2172,
2:24.40, 38015,  2118,
2:24.60, 38009,  2235,
2:24.80, 38003,  2171,
2:25.00, 37997,  2298,
2:25.20, 37992,  2327,
2:25.40, 37992,  2277,
2:25.60, 37987,  2318,
2:25.80, 37982,  2238,
2:26.00, 37978,  2356,
2:26.20, 37974,  2157,
2:26.40, 37974,  2223,
2:26.60, 37971,  2111,
2:26.80, 37967,  2124,
2:27.00, 37964,  2161,
2:27.20, 37960,  2065,
2:27.40, 37960,  2166,
2:27.60, 37956,  2097,
2:27.80, 37953,  3034,
2:28.00, 37950,  2239,
2:28.20, 37949,  1876,
2:28.40, 37949,  2016,
2:28.60, 37949,  2193,
2:28.80, 37953,  1971,
2:29.00, 37958,  2074,
2:29.20, 37965,  1977,
2:29.40, 37973,  2166,
2:29.60, 37973,  2315,
2:29.80, 37978,  2475,
2:30.00, 37981,  2414,
2:30.20, 37985,  2430,
2:30.40, 37996,  2449,
2:30.60, 38019,  2303,
2:30.80, 38019,  2286,
2:31.00, 38053,  2125,
2:31.20, 38093,  2091,
2:31.40, 38131,  2142,
2:31.60, 38164,  3437,
2:31.80, 38164,  2396,
2:32.00, 38200,  2222,
2:32.20, 38217,  2337,
2:32.40, 38219,  2124,
2:32.60, 38216,  2195,
2:32.80, 38200,  2237,
2:33.00, 38200,  3260,
2:33.20, 38193,  2156,
2:33.40, 38192,  1896,
2:33.60, 38189,  2030,
2:33.80, 38185,  1840,
2:34.00, 38185,  1789,
2:34.20, 38180,  1852,
2:34.40, 38175,  2224,
2:34.60, 38170,  2053,
2:34.80, 38167,  1967,
2:35.00, 38167,  2008,
2:35.20, 38166,  2093,
2:35.40, 38157,  1982,
2:35.60, 38144,  2172,
2:35.80, 38128,  2076,
2:36.00, 38109,  2029,
2:36.20, 38109,  2183,
2:36.40, 38097,  2611,
2:36.60, 38088,  2215,
2:36.80, 38080,  2255,
2:37.00, 38075,  2150,
2:37.20, 38075,  1968,
2:37.40, 38071,  2054,
2:37.60, 38068,  2087,
2:37.80, 38064,  2000,
2:38.00, 38060,  2047,
2:38.20, 38056,  1973,
2:38.40, 38056,  1914,
2:38.60, 38056,  2165,
2:38.80, 38060,  1957,
2:39.00, 38069,  1963,
2:39.20, 38080,  2032,
2:39.40, 38080,  2011,
2:39.60, 38091,  2063,
2:39.80, 38100,  1984,
2:40.00, 38106,  2830,
2:40.20, 38107,  2153,
2:40.40, 38107,  1965,
2:40.60, 38103,  2105,
2:40.80, 38097,  2308,
2:41.00, 38088,  2152,
2:41.20, 38080,  2163,
2:41.40, 38072,  2140,
2:41.60, 38072,  1951,
2:41.80, 38064,  2202,
2:42.00, 38058,  2227,
2:42.20, 38051,  2172,
2:42.40, 38044,  2184,
2:42.60, 38044,  2319,
2:42.80, 38039,  2036,
2:43.00, 38033,  2082,
2:43.20, 38030,  2187,
2:43.40, 38027,  2026,
2:43.60, 38025,  1940,
2:43.80, 38025,  2054,
2:44.00, 38024,  2523,
2:44.20, 38023,  3122,
2:44.40, 38022,   460,
2:44.60, 38054,  1560,
2:44.80, 38054,  2302,
2:45.00, 38282,  2172,
2:45.20, 38624,  1898,
2:45.40, 39017,  1774,
2:45.60, 39381,  2062,
2:45.80, 39389,  2470,
2:46.00, 39389,  2158,
2:46.20, 39168,  2412,
2:46.40, 38840,  2346,
2:46.60, 38484,  2080,
2:46.80, 38276,  1907,
2:47.00, 38276,  2014,
2:47.20, 38181,  2471,
2:47.40, 38143,  2250,
2:47.60, 38134,  2808,
2:47.80, 38141,  2271,
2:48.00, 38141,  1959,
2:48.20, 38152,  1893,
2:48.40, 38164,  2035,
2:48.60, 38173,  1858,
2:48.80, 38177,  1869,
2:49.00, 38179,  1836,
2:49.20, 38179,  1845,
2:49.40, 38178,  1719,
2:49.60, 38174,  1809,
2:49.80, 38168,  1900,
2:50.00, 38159,  1900,
2:50.20, 38159,  1826,
2:50.40, 38149,  2358,
2:50.60, 38139,  2187,
2:50.80, 38128,  2066,
2:51.00, 38119,  2817,
2:51.20, 38110,  2323,
2:51.40, 38110,  2134,
2:51.60, 38103,  2017,
2:51.80, 38096,  2146,
2:52.00, 38091,  2129,
2:52.20, 38086,  2350,
2:52.40, 38086,  2205,
2:52.60, 38080,  2081,
2:52.80, 38075,  2168,
2:53.00, 38069,  2183,
2:53.20, 38064,  2091,
2:53.40, 38064,  2114,
2:53.60, 38059,  2121,
2:53.80, 38054,  2041,
2:54.00, 38051,  2142,
2:54.20, 38049,  2159,
2:54.40, 38052,  2068,
2:54.60, 38052,  2324,
2:54.80, 38058,  2187,
2:55.00, 38066,  2072,
2:55.20, 38076,  2216,
2:55.40, 38084,  2192,
2:55.60, 38084,  2145,
2:55.80, 38088,  2188,
2:56.00, 38089,  2186,
2:56.20, 38087,  2192,
2:56.40, 38083,  2130,
2:56.60, 38077,  2608,
2:56.80, 38077,  2332,
2:57.00, 38071,  2102,
2:57.20, 38064,  1970,
2:57.40, 38057,  2182,
2:57.60, 38051,  1426,
2:57.80, 38051,  1895,
2:58.00, 38045,  2089,
2:58.20, 38039,  1970,
2:58.40, 38035,  2167,
2:58.60, 38031,  2199,
2:58.80, 38027,  1914,
2:59.00, 38027,  2433,
2:59.20, 38024,  2456,
2:59.40, 38021,  2287,
2:59.60, 38017,  2236,
2:59.80, 38015,  2448,
3:00.00, 38015,  2180,
3:00.20, 38013,  2228,
3:00.40, 38012,  2230,
3:00.60, 38015,  2267,
3:00.80, 38020,  2158,
3:01.00, 38020,  2218,
3:01.20, 38027,  2106,
3:01.40, 38036,  2110,
3:01.60, 38055,  2272,
3:01.80, 38080,  2030,
3:02.00, 38090,  2034,
3:02.20, 38090,  2121,
3:02.40, 38095,  1897,
3:02.60, 38088,  2058,
3:02.80, 38069,  1979,
3:03.00, 38063,  1981,
3:03.20, 38063,  2068,
3:03.40, 38059,  2080,
3:03.60, 38058,  2116,
3:03.80, 38060,  1918,
3:04.00, 38066,  2043,
3:04.20, 38074,  2805,
3:04.40, 38074,  2294,
3:04.60, 38084,  2201,
3:04.80, 38092,  1953,
3:05.00, 38097,  1938,
3:05.20, 38100,  2192,
3:05.40, 38100,  2252,
3:05.60, 38100,  2384,
