Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
3:06.20, 38471,  2797,
3:06.40, 38469,  2287,
3:06.60, 38470,  2258,
3:06.80, 38470,  2086,
3:07.00, 38475,  2504,
3:07.20, 38483,  2037,
3:07.40, 38494,  2150,
3:07.60, 38498,  2440,
3:07.80, 38498,  2349,
3:08.00, 38498,  2129,
3:08.20, 38493,  2313,
3:08.40, 38486,  2253,
3:08.60, 38479,  2285,
3:08.80, 38468,  2143,
3:09.00, 38468,  2079,
3:09.20, 38456,  2285,
3:09.40, 38446,  2142,
3:09.60, 38437,  1747,
3:09.80, 38431,  1736,
3:10.00, 38431,  1597,
3:10.20, 38428,  2298,
3:10.40, 38426,  1762,
3:10.60, 38422,  1931,
3:10.80, 38422,  1846,
3:11.00, 38421,  2219,
3:11.20, 38421,  2107,
3:11.40, 38423,  2048,
3:11.60, 38428,  2062,
3:11.80, 38434,  1895,
3:12.00, 38439,  1884,
3:12.20, 38439,  1962,
3:12.40, 38442,  2243,
3:12.60, 38444,  2349,
3:12.80, 38445,  2510,
3:13.00, 38445,  2453,
3:13.20, 38445,  2656,
3:13.40, 38444,  2281,
3:13.60, 38445,  1899,
3:13.80, 38446,  2082,
3:14.00, 38453,  1947,
3:14.20, 38460,  2371,
3:14.40, 38460,  2716,
3:14.60, 38465,  2845,
3:14.80, 38469,  1794,
3:15.00, 38472,  2006,
3:15.20, 38479,  1935,
3:15.40, 38479,  2151,
3:15.60, 38492,  2115,
3:15.80, 38508,  2088,
3:16.00, 38523,  2325,
3:16.20, 38533,  2224,
3:16.40, 38536,  2447,
3:16.60, 38536,  2206,
3:16.80, 38530,  2346,
3:17.00, 38521,  1883,
3:17.20, 38510,  1902,
3:17.40, 38501,  2198,
3:17.60, 38501,  2238,
3:17.80, 38499,  2248,
3:18.00, 38498,  1936,
3:18.20, 38499,  2463,
3:18.40, 38497,  2149,
3:18.60, 38492,  1976,
3:18.80, 38492,  2210,
3:19.00, 38484,  1984,
3:19.20, 38481,  2071,
3:19.40, 38477,  2048,
3:19.60, 38475,  2712,
3:19.80, 38475,  2099,
3:20.00, 38481,  2044,
3:20.20, 38491,  1901,
3:20.40, 38518,  1686,
3:20.60, 38534,  2065,
3:20.80, 38534,  2944,
3:21.00, 38532,  2363,
3:21.20, 38518,  1003,
3:21.40, 38494,  1537,
3:21.60, 38481,  1397,
3:21.80, 38484,  1029,
3:22.00, 38484,   956,
3:22.20, 38494,  1302,
3:22.40, 38504,  1632,
3:22.60, 38516,  1750,
3:22.80, 38525,  1928,
3:23.00, 38525,  2908,
3:23.20, 38530,  2801,
3:23.40, 38537,  2861,
3:23.60, 38542,  2239,
3:23.80, 38543,  2012,
3:24.00, 38546,  2101,
3:24.20, 38546,  2324,
3:24.40, 38544,  2144,
3:24.60, 38544,  2244,
3:24.80, 38548,  2465,
3:25.00, 38562,  2345,
3:25.20, 38562,  2113,
3:25.40, 38577,  2013,
3:25.60, 38590,  2398,
3:25.80, 38596,  2070,
3:26.00, 38586,  2075,
3:26.20, 38586,  2254,
3:26.40, 38576,  2135,
3:26.60, 38569,  1935,
3:26.80, 38571,  2311,
3:27.00, 38581,  1961,
3:27.20, 38605,  2407,
3:27.40, 38605,  1546,
3:27.60, 38618,  1907,
3:27.80, 38625,  1972,
3:28.00, 38626,  2916,
3:28.20, 38607,  2239,
3:28.40, 38607,  2309,
3:28.60, 38599,  2469,
3:28.80, 38602,  2209,
3:29.00, 38614,  1538,
3:29.20, 38631,  1973,
3:29.40, 38645,  2593,
3:29.60, 38645,  1931,
3:29.80, 38654,  2179,
3:30.00, 38659,  2175,
3:30.20, 38661,  1796,
3:30.40, 38662,  1670,
3:30.60, 38662,  1981,
3:30.80, 38658,  2371,
3:31.00, 38650,  2036,
3:31.20, 38644,  2068,
3:31.40, 38641,  2231,
3:31.60, 38641,  2284,
3:31.80, 38641,  1685,
3:32.00, 38641,  1866,
3:32.20, 38640,  2260,
3:32.40, 38637,  2271,
3:32.60, 38632,  1991,
3:32.80, 38632,  2741,
3:33.00, 38628,  2332,
3:33.20, 38624,  1963,
3:33.40, 38619,  1501,
3:33.60, 38615,  2109,
3:33.80, 38615,  1985,
3:34.00, 38612,  3501,
3:34.20, 38611,  2568,
3:34.40, 38612,  2297,
3:34.60, 38614,  2299,
3:34.80, 38615,  2679,
3:35.00, 38615,  2321,
3:35.20, 38616,  2393,
3:35.40, 38621,  2248,
3:35.60, 38634,  1704,
3:35.80, 38654,  1910,
3:36.00, 38654,  3406,
3:36.20, 38698,  2709,
3:36.40, 38756,  1767,
3:36.60, 38763,  2192,
3:36.80, 38768,  2319,
3:37.00, 38756,  2056,
3:37.20, 38756,  1893,
3:37.40, 38721,  1955,
3:37.60, 38718,  1560,
3:37.80, 38707,  1614,
3:38.00, 38685,  1638,
3:38.20, 38685,  1807,
3:38.40, 38664,  1815,
3:38.60, 38654,  1443,
3:38.80, 38650,  1857,
3:39.00, 38649,  1895,
3:39.20, 38649,  1973,
3:39.40, 38650,  1815,
3:39.60, 38651,  1897,
3:39.80, 38649,  2263,
3:40.00, 38645,  2016,
3:40.20, 38641,  2399,
3:40.40, 38641,  2201,
3:40.60, 38635,  2027,
3:40.80, 38631,  2247,
3:41.00, 38627,  2341,
3:41.20, 38622,  2151,
3:41.40, 38622,  2080,
3:41.60, 38648,  2098,
3:41.80, 38683,  1903,
3:42.00, 38712,  1906,
3:42.20, 38725,  1874,
3:42.40, 38702,  2162,
3:42.60, 38702,  2043,
3:42.80, 38664,  1879,
3:43.00, 38635,  1992,
3:43.20, 38637,  1974,
3:43.40, 38644,  1909,
3:43.60, 38644,  2063,
3:43.80, 38655,  1944,
3:44.00, 38664,  1782,
3:44.20, 38654,  1756,
3:44.40, 38643,  2255,
3:44.60, 38643,  2074,
3:44.80, 38627,  2042,
3:45.00, 38612,  2868,
3:45.20, 38601,  2210,
3:45.40, 38596,  1499,
3:45.60, 38596,  1733,
3:45.80, 38596,  1989,
3:46.00, 38604,  1834,
3:46.20, 38631,  1762,
3:46.40, 38624,  1880,
3:46.60, 38613,  1629,
3:46.80, 38613,  1986,
3:47.00, 38606,  2372,
3:47.20, 38588,  2272,
3:47.40, 38612,  2262,
3:47.60, 38647,  2219,
3:47.80, 38674,  2169,
3:48.00, 38674,  2169,
3:48.20, 38690,  2056,
3:48.40, 38694,  2151,
3:48.60, 38699,  2086,
3:48.80, 38723,  1896,
3:49.00, 38723,  1929,
3:49.20, 38741,  1896,
3:49.40, 38729,  2751,
3:49.60, 38692,  2461,
3:49.80, 38644,  2229,
3:50.00, 38610,  2296,
3:50.20, 38610,  2564,
3:50.40, 38616,  2222,
3:50.60, 38638,  2045,
3:50.80, 38655,  2282,
3:51.00, 38669,  2638,
3:51.20, 38669,  1995,
3:51.40, 38680,  1920,
3:51.60, 38719,  1203,
3:51.80, 38789,   930,
3:52.00, 38836,  1530,
3:52.20, 38836,  2183,
3:52.40, 38857,  2880,
3:52.60, 38834,  3427,
3:52.80, 38772,  2452,
3:53.00, 38733,  2409,
3:53.20, 38717,  2641,
3:53.40, 38717,  3890,
3:53.60, 38705,  2086,
3:53.80, 38697,  1379,
3:54.00, 38683,  2079,
3:54.20, 38670,  1994,
3:54.40, 38670,  1665,
3:54.60, 38664,  2631,
3:54.80, 38665,  2096,
3:55.00, 38661,  1888,
3:55.20, 38653,  1784,
3:55.40, 38648,  2628,
3:55.60, 38648,  2490,
3:55.80, 38650,  2122,
3:56.00, 38671,  2222,
3:56.20, 38690,  2494,
3:56.40, 38704,  2549,
3:56.60, 38704,  2107,
3:56.80, 38707,  2288,
3:57.00, 38702,  3254,
3:57.20, 38703,  3038,
3:57.40, 38708,  2628,
3:57.60, 38718,  2319,
3:57.80, 38718,  1891,
3:58.00, 38722,  2503,
3:58.20, 38721,  2252,
3:58.40, 38718,  2006,
3:58.60, 38708,  2155,
3:58.80, 38708,  1713,
3:59.00, 38700,    66,
3:59.20, 38693,   158,
3:59.40, 38683,   783,
3:59.60, 38671,   419,
3:59.80, 38671,    20,
4:00.00, 38657,    23,
4:00.20, 38642,    29,
4:00.40, 38627,   152,
4:00.60, 38614,  1888,
4:00.80, 38605,  2347,
4:01.00, 38605,  2486,
4:01.20, 38614,  2425,
4:01.40, 38631,  2887,
4:01.60, 38644,  2175,
4:01.80, 38650,  2843,
4:02.00, 38650,  3271,
4:02.20, 38638,  2566,
4:02.40, 38626,  2498,
4:02.60, 38625,  1095,
4:02.80, 38633,  1725,
4:03.00, 38645,  1958,
4:03.20, 38645,  1648,
4:03.40, 38650,  1923,
4:03.60, 38649,  1737,
4:03.80, 38644,  2105,
4:04.00, 38637,  2301,
4:04.20, 38637,  2114,
4:04.40, 38633,  1949,
4:04.60, 38629,  2336,
4:04.80, 38626,  2166,
4:05.00, 38622,  1731,
4:05.20, 38622,  2289,
4:05.40, 38619,  1573,
4:05.60, 38615,  1915,
4:05.80, 38610,  2500,
4:06.00, 38608,  2060,
4:06.20, 38608,  1860,
4:06.40, 38608,  2247,
4:06.60, 38608,  2151,
4:06.80, 38607,  2083,
4:07.00, 38605,  2275,
4:07.20, 38601,  2147,
4:07.40, 38601,  2083,
4:07.60, 38598,  2269,
4:07.80, 38596,  2106,
4:08.00, 38593,  2707,
4:08.20, 38591,  2460,
4:08.40, 38588,  1969,
4:08.60, 38588,  2501,
4:08.80, 38585,  2092,
4:09.00, 38583,  2119,
4:09.20, 38580,  2224,
4:09.40, 38576,  2376,
4:09.60, 38576,  1662,
4:09.80, 38571,  1695,
4:10.00, 38566,  2179,
4:10.20, 38561,  1019,
4:10.40, 38609,  1849,
4:10.60, 38648,  2391,
4:10.80, 38648,  2275,
4:11.00, 38667,  2268,
4:11.20, 38676,  2607,
4:11.40, 38632,  1715,
4:11.60, 38597,   426,
4:11.80, 38597,   162,
4:12.00, 38586,  1363,
4:12.20, 38603,  1946,
4:12.40, 38631,  1992,
4:12.60, 38661,  1877,
4:12.80, 38661,  3889,
4:13.00, 38699,  3106,
4:13.20, 38705,  3951,
4:13.40, 38680,  3403,
4:13.60, 38660,   536,
4:13.80, 38668,  1420,
4:14.00, 38668,  1278,
4:14.20, 38661,  1555,
4:14.40, 38683,  2501,
4:14.60, 38713,  2380,
4:14.80, 38701,  2625,
4:15.00, 38701,  1915,
4:15.20, 38716,  2392,
4:15.40, 38749,  2204,
4:15.60, 38751,  2003,
4:15.80, 38755,  2437,
4:16.00, 38757,  1690,
4:16.20, 38757,  2011,
4:16.40, 38734,  2493,
4:16.60, 38719,  2644,
4:16.80, 38699,  2912,
4:17.00, 38684,  2002,
4:17.20, 38684,  2628,
4:17.40, 38676,  2155,
4:17.60, 38673,  1394,
4:17.80, 38679,  1512,
4:18.00, 38683,  1782,
4:18.20, 38683,  2389,
4:18.40, 38682,  2237,
4:18.60, 38680,  2555,
4:18.80, 38680,  2650,
4:19.00, 38676,  2631,
4:19.20, 38667,  2984,
4:19.40, 38667,  1610,
4:19.60, 38664,  1638,
4:19.80, 38663,  2027,
4:20.00, 38668,  1985,
4:20.20, 38681,  2020,
4:20.40, 38681,  2433,
4:20.60, 38695,  2141,
4:20.80, 38707,  2083,
4:21.00, 38716,  2447,
4:21.20, 38721,  2492,
4:21.40, 38720,  2622,
4:21.60, 38720,  2606,
4:21.80, 38712,  2878,
4:22.00, 38705,  2420,
4:22.20, 38707,  2781,
4:22.40, 38721,  3797,
4:22.60, 38721,  3933,
4:22.80, 38738,  3117,
4:23.00, 38748,  2824,
4:23.20, 38747,  3847,
4:23.40, 38729,  2878,
4:23.60, 38732,  2174,
4:23.80, 38732,    84,
4:24.00, 38737,    60,
4:24.20, 38707,   444,
4:24.40, 38708,  2133,
4:24.60, 38693,  2499,
4:24.80, 38693,  2161,
4:25.00, 38665,  2090,
4:25.20, 38681,  1914,
4:25.40, 38678,  2058,
4:25.60, 38679,  2310,
4:25.80, 38679,  1971,
4:26.00, 38693,  1801,
4:26.20, 38702,  2341,
4:26.40, 38703,  2079,
4:26.60, 38711,  2122,
4:26.80, 38704,  2085,
4:27.00, 38704,  1954,
4:27.20, 38694,  2008,
4:27.40, 38683,  1968,
4:27.60, 38661,  2074,
4:27.80, 38657,  2068,
4:28.00, 38657,  2222,
4:28.20, 38656,  2085,
4:28.40, 38659,  2200,
4:28.60, 38659,  1002,
4:28.80, 38657,  1607,
4:29.00, 38654,  1522,
4:29.20, 38654,  1639,
4:29.40, 38651,  1545,
4:29.60, 38647,  3718,
4:29.80, 38641,  2308,
4:30.00, 38638,   464,
4:30.20, 38638,   678,
4:30.40, 38634,  1062,
4:30.60, 38630,   199,
4:30.80, 38629,    54,
4:31.00, 38633,  1245,
4:31.20, 38633,  2560,
4:31.40, 38640,  2760,
4:31.60, 38649,  2731,
4:31.80, 38662,  2276,
4:32.00, 38673,  1536,
4:32.20, 38682,  1415,
4:32.40, 38682,  1855,
4:32.60, 38688,  2143,
4:32.80, 38688,  1806,
4:33.00, 38708,  2387,
4:33.20, 38733,  3374,
4:33.40, 38733,  2788,
4:33.60, 38747,  2384,
4:33.80, 38750,  2455,
4:34.00, 38724,    16,
4:34.20, 38693,    48,
4:34.40, 38673,  2370,
4:34.60, 38673,  1528,
4:34.80, 38670,  1619,
4:35.00, 38672,  2153,
4:35.20, 38670,  3467,
4:35.40, 38697,  2546,
4:35.60, 38697,  2808,
4:35.80, 38691,  2757,
4:36.00, 38711,  1788,
4:36.20, 38720,  2337,
4:36.40, 38710,  3361,
4:36.60, 38729,  3030,
4:36.80, 38729,  2690,
4:37.00, 38727,  2310,
4:37.20, 38733,  2711,
4:37.40, 38728,  2417,
4:37.60, 38719,  2519,
4:37.80, 38719,  2172,
4:38.00, 38704,  2029,
4:38.20, 38702,  1939,
4:38.40, 38733,  1320,
4:38.60, 38753,  1811,
4:38.80, 38753,  1907,
4:39.00, 38744,  2097,
4:39.20, 38721,   376,
4:39.40, 38663,   746,
4:39.60, 38618,  1431,
4:39.80, 38602,  2123,
4:40.00, 38602,  2242,
4:40.20, 38598,   853,
4:40.40, 38609,  3365,
4:40.60, 38639,  3852,
4:40.80, 38654,  3067,
4:41.00, 38654,  2590,
4:41.20, 38658,  2406,
4:41.40, 38666,  2215,
4:41.60, 38658,  2415,
4:41.80, 38681,  2259,
4:42.00, 38706,  2360,
4:42.20, 38706,  2192,
4:42.40, 38703,  2218,
4:42.60, 38705,  2186,
4:42.80, 38680,  2947,
4:43.00, 38653,  3367,
4:43.20, 38653,  2513,
4:43.40, 38634,  2595,
4:43.60, 38607,  2816,
4:43.80, 38582,  2922,
4:44.00, 38562,  2253,
4:44.20, 38562,  2050,
4:44.40, 38553,  2269,
4:44.60, 38550,  2013,
4:44.80, 38560,  1719,
4:45.00, 38597,  1608,
4:45.20, 38640,   280,
4:45.40, 38640,   671,
4:45.60, 38637,   691,
4:45.80, 38645,  1392,
4:46.00, 38635,  1806,
4:46.20, 38602,  1551,
4:46.40, 38602,   643,
4:46.60, 38614,  1921,
4:46.80, 38621,  2493,
4:47.00, 38619,  2562,
4:47.20, 38621,  3365,
4:47.40, 38620,  3086,
4:47.60, 38620,  2704,
4:47.80, 38608,  2431,
4:48.00, 38595,  2778,
4:48.20, 38588,  3201,
4:48.40, 38587,  1694,
4:48.60, 38587,    35,
4:48.80, 38592,    22,
4:49.00, 38606,    21,
4:49.20, 38625,   568,
4:49.40, 38643,  1654,
4:49.60, 38643,  2092,
4:49.80, 38658,  2365,
4:50.00, 38669,  1182,
4:50.20, 38676,  3969,
4:50.40, 38684,  2995,
4:50.60, 38690,    33,
4:50.80, 38690,  1099,
4:51.00, 38695,  2948,
4:51.20, 38698,  2449,
4:51.40, 38702,  2221,
4:51.60, 38707,  1742,
4:51.80, 38707,   133,
4:52.00, 38710,  1287,
4:52.20, 38712,  2228,
4:52.40, 38711,  2339,
4:52.60, 38705,  2211,
4:52.80, 38700,  2926,
4:53.00, 38700,  3768,
4:53.20, 38710,  3624,
4:53.40, 38706,  2705,
4:53.60, 38681,  2672,
4:53.80, 38673,  2737,
4:54.00, 38673,  2385,
4:54.20, 38655,  2153,
4:54.40, 38668,  2647,
4:54.60, 38737,  2564,
4:54.80, 38747,  2488,
4:55.00, 38747,  2314,
4:55.20, 38747,  2100,
4:55.40, 38728,  1555,
4:55.60, 38674,  1439,
4:55.80, 38662,  1694,
4:56.00, 38650,  2042,
4:56.20, 38650,  2032,
4:56.40, 38638,  1780,
4:56.60, 38627,  1637,
4:56.80, 38619,  1743,
4:57.00, 38615,  1329,
4:57.20, 38615,  1020,
4:57.40, 38614,  3223,
4:57.60, 38618,  3858,
4:57.80, 38623,  2746,
4:58.00, 38626,    40,
4:58.20, 38630,    30,
4:58.40, 38630,    48,
4:58.60, 38631,  1806,
4:58.80, 38629,  2149,
4:59.00, 38625,  2187,
4:59.20, 38619,  2380,
4:59.40, 38619,  2894,
4:59.60, 38613,  3990,
4:59.80, 38606,  3966,
5:00.00, 38596,  3888,
5:00.20, 38593,  2787,
5:00.40, 38589,  2380,
5:00.60, 38589,  2320,
5:00.80, 38589,  2092,
5:01.00, 38599,  2206,
5:01.20, 38609,  2017,
5:01.40, 38622,  1955,
5:01.60, 38622,  2082,
5:01.80, 38632,  2075,
5:02.00, 38638,  2387,
5:02.20, 38638,  2175,
5:02.40, 38641,  1982,
5:02.60, 38631,  2750,
5:02.80, 38631,  2495,
5:03.00, 38622,  1826,
5:03.20, 38619,   853,
5:03.40, 38609,  1616,
5:03.60, 38614,   924,
5:03.80, 38614,  1746,
5:04.00, 38618,  2211,
5:04.20, 38614,  2806,
5:04.40, 38610,  2410,
5:04.60, 38607,  1812,
5:04.80, 38607,  3238,
5:05.00, 38604,  2704,
5:05.20, 38609,  2443,
5:05.40, 38617,  2656,
5:05.60, 38625,  2362,
5:05.80, 38632,  1878,
5:06.00, 38632,  2237,
5:06.20, 38634,  2365,
5:06.40, 38630,  2354,
5:06.60, 38623,  2291,
5:06.80, 38622,  2404,
5:07.00, 38622,  2219,
5:07.20, 38621,  2284,
5:07.40, 38624,  1642,
5:07.60, 38632,  2353,
5:07.80, 38641,  2704,
5:08.00, 38649,  2197,
5:08.20, 38649,  2108,
5:08.40, 38651,  2341,
5:08.60, 38646,  2154,
5:08.80, 38631,  3100,
5:09.00, 38617,  2536,
5:09.20, 38617,  2214,
5:09.40, 38604,  2143,
5:09.60, 38593,  3275,
5:09.80, 38585,  2427,
5:10.00, 38575,  2180,
5:10.20, 38575,  3363,
5:10.40, 38566,  2065,
5:10.60, 38554,   588,
5:10.80, 38546,   280,
5:11.00, 38542,   173,
5:11.20, 38542,  1489,
5:11.40, 38542,  1769,
5:11.60, 38547,  2074,
5:11.80, 38550,  2335,
5:12.00, 38552,  3065,
5:12.20, 38552,  1717,
5:12.40, 38552,   134,
5:12.60, 38555,  1175,
5:12.80, 38556,  1224,
5:13.00, 38556,  1525,
5:13.20, 38557,  2519,
5:13.40, 38556,  2394,
5:13.60, 38556,  2324,
5:13.80, 38560,  2299,
5:14.00, 38568,  2642,
5:14.20, 38578,  2490,
5:14.40, 38579,  3594,
5:14.60, 38579,  3581,
5:14.80, 38579,  3084,
5:15.00, 38576,  2666,
5:15.20, 38572,  2722,
5:15.40, 38578,  2382,
5:15.60, 38584,  1403,
5:15.80, 38584,  1733,
5:16.00, 38588,  1220,
5:16.20, 38593,  2514,
5:16.40, 38594,  2691,
5:16.60, 38593,  2154,
5:16.80, 38593,  2553,
5:17.00, 38596,  2540,
5:17.20, 38599,  2023,
5:17.40, 38602,  2052,
5:17.60, 38606,  2538,
5:17.80, 38606,  1807,
5:18.00, 38608,  2807,
5:18.20, 38608,  2577,
5:18.40, 38607,  2344,
5:18.60, 38603,  3014,
5:18.80, 38598,  1769,
5:19.00, 38598,  2009,
5:19.20, 38591,  2776,
5:19.40, 38590,  2534,
5:19.60, 38603,  1589,
5:19.80, 38615,  2207,
5:20.00, 38615,  3432,
5:20.20, 38617,  3991,
5:20.40, 38612,  4008,
5:20.60, 38588,   876,
5:20.80, 38563,  2204,
5:21.00, 38550,  3550,
5:21.20, 38550,  1831,
5:21.40, 38544,  2685,
5:21.60, 38545,  2698,
5:21.80, 38556,  2825,
5:22.00, 38572,    43,
5:22.20, 38572,    36,
5:22.40, 38589,  1109,
5:22.60, 38607,  1991,
5:22.80, 38616,  2747,
5:23.00, 38621,  1926,
5:23.20, 38621,  3474,
5:23.40, 38622,  2223,
5:23.60, 38625,  1142,
5:23.80, 38629,  2587,
5:24.00, 38630,  2498,
5:24.20, 38629,  2456,
5:24.40, 38629,  2437,
5:24.60, 38625,  2063,
5:24.80, 38621,  1907,
5:25.00, 38620,  1663,
5:25.20, 38621,  2500,
5:25.40, 38621,  2330,
5:25.60, 38619,  2130,
5:25.80, 38617,  2491,
5:26.00, 38614,  3571,
5:26.20, 38610,  1948,
5:26.40, 38605,  2115,
5:26.60, 38605,  2882,
5:26.80, 38608,  2556,
5:27.00, 38610,  2253,
5:27.20, 38580,  1877,
5:27.40, 38559,  2130,
5:27.60, 38559,  2012,
5:27.80, 38538,  2539,
5:28.00, 38522,  2453,
5:28.20, 38555,  2201,
5:28.40, 38597,  2128,
5:28.60, 38642,  2295,
5:28.80, 38642,  2195,
5:29.00, 38662,  2421,
5:29.20, 38656,  1330,
5:29.40, 38619,  2254,
5:29.60, 38556,  2039,
5:29.80, 38556,  1768,
5:30.00, 38509,  1772,
5:30.20, 38483,  1657,
5:30.40, 38539,  1883,
5:30.60, 38578,  2053,
5:30.80, 38578,  2290,
5:31.00, 38604,  1874,
5:31.20, 38615,  2152,
5:31.40, 38560,  2126,
5:31.60, 38535,  1950,
5:31.80, 38528,  1748,
5:32.00, 38528,  1950,
5:32.20, 38523,  2849,
5:32.40, 38521,  2414,
5:32.60, 38522,  2576,
5:32.80, 38523,  2609,
5:33.00, 38523,  1971,
5:33.20, 38528,   330,
5:33.40, 38534,  1187,
5:33.60, 38536,  1957,
5:33.80, 38536,  2449,
5:34.00, 38535,  1977,
5:34.20, 38535,  1897,
5:34.40, 38534,  1926,
5:34.60, 38533,  2253,
5:34.80, 38548,  2011,
5:35.00, 38523,  2469,
5:35.20, 38523,  2435,
5:35.40, 38547,  3004,
5:35.60, 38570,  2398,
5:35.80, 38549,  3998,
5:36.00, 38549,  3867,
5:36.20, 38471,  2828,
5:36.40, 38471,  1665,
5:36.60, 38401,  2446,
5:36.80, 38388,  2203,
5:37.00, 38374,  1932,
5:37.20, 38378,  2054,
5:37.40, 38378,  1323,
5:37.60, 38379,  1937,
5:37.80, 38353,  2148,
5:38.00, 38347,  2537,
5:38.20, 38354,  1980,
5:38.40, 38354,  1732,
5:38.60, 38356,  1758,
5:38.80, 38308,  1791,
5:39.00, 38264,  2408,
5:39.20, 38283,  2377,
5:39.40, 38327,  2759,
5:39.60, 38327,  2291,
5:39.80, 38378,  2301,
5:40.00, 38401,  2161,
5:40.20, 38353,  2186,
5:40.40, 38282,  1968,
5:40.60, 38282,  1636,
5:40.80, 38251,  1766,
5:41.00, 38240,  1610,
5:41.20, 38235,  1957,
5:41.40, 38232,  2131,
5:41.60, 38233,  2255,
5:41.80, 38233,  2560,
5:42.00, 38242,  2493,
5:42.20, 38251,  2291,
5:42.40, 38259,  2745,
5:42.60, 38249,  2622,
5:42.80, 38249,  2575,
5:43.00, 38197,  2297,
5:43.20, 38126,  2135,
5:43.40, 38055,  2375,
5:43.60, 37978,  1782,
5:43.80, 37978,  2611,
5:44.00, 37903,  1650,
5:44.20, 37844,  1449,
5:44.40, 37795,  1453,
5:44.60, 37738,  2367,
5:44.80, 37745,  2227,
5:45.00, 37745,  1973,
5:45.20, 37770,   900,
5:45.40, 37795,  1017,
5:45.60, 37853,  1801,
5:45.80, 37892,  1937,
5:46.00, 37892,  1950,
5:46.20, 37918,  2226,
5:46.40, 37939,  3041,
5:46.60, 37962,  1782,
5:46.80, 37984,   646,
5:47.00, 38005,    13,
5:47.20, 38005,    20,
5:47.40, 38026,    22,
5:47.60, 38044,    28,
5:47.80, 38060,   311,
5:48.00, 38073,  2155,
5:48.20, 38073,  3978,
5:48.40, 38084,  3198,
5:48.60, 38092,  2592,
5:48.80, 38093,  2211,
5:49.00, 38094,  2098,
5:49.20, 38096,  1708,
5:49.40, 38096,  1917,
5:49.60, 38099,  1915,
5:49.80, 38107,  2709,
5:50.00, 38108,  1941,
5:50.20, 38089,  2641,
5:50.40, 38089,  2470,
5:50.60, 38146,  2401,
5:50.80, 38195,  2290,
5:51.00, 38232,  2306,
5:51.20, 38280,  2040,
5:51.40, 38280,  1200,
5:51.60, 38246,  1669,
5:51.80, 38221,  1904,
5:52.00, 38227,  1968,
5:52.20, 38233,  1058,
5:52.40, 38233,  2011,
5:52.60, 38233,  1927,
5:52.80, 38227,  1874,
5:53.00, 38209,  1966,
5:53.20, 38198,  2085,
5:53.40, 38194,  2050,
5:53.60, 38194,  2133,
5:53.80, 38183,  1953,
5:54.00, 38179,  1930,
5:54.20, 38163,  2917,
5:54.40, 38151,  3270,
5:54.60, 38120,  2782,
5:54.80, 38120,  2472,
5:55.00, 38102,  2269,
5:55.20, 38174,  2121,
5:55.40, 38229,  2214,
5:55.60, 38291,  2277,
5:55.80, 38291,  2754,
5:56.00, 38319,  2970,
5:56.20, 38259,  2073,
5:56.40, 38207,  3383,
5:56.60, 38172,  2004,
5:56.80, 38172,  1906,
5:57.00, 38148,  1079,
5:57.20, 38158,    39,
5:57.40, 38167,    27,
5:57.60, 38159,   101,
5:57.80, 38153,  1073,
5:58.00, 38153,  2126,
5:58.20, 38127,  2304,
5:58.40, 38112,  2149,
5:58.60, 38122,  1854,
5:58.80, 38132,  2657,
5:59.00, 38132,  2586,
5:59.20, 38143,  2935,
5:59.40, 38169,  2709,
5:59.60, 38214,  2624,
5:59.80, 38241,  2443,
6:00.00, 38255,  2187,
6:00.20, 38255,  1981,
6:00.40, 38237,  2256,
6:00.60, 38199,  2163,
6:00.80, 38178,  2056,
6:01.00, 38170,  1633,
6:01.20, 38170,  1835,
6:01.40, 38180,  2375,
6:01.60, 38192,  3990,
6:01.80, 38198,  1620,
6:02.00, 38203,  1160,
6:02.20, 38203,  1870,
6:02.40, 38209,  1962,
6:02.60, 38211,  2260,
6:02.80, 38215,  1649,
6:03.00, 38217,   693,
6:03.20, 38214,  1088,
6:03.40, 38214,  1451,
6:03.60, 38211,  2983,
6:03.80, 38209,  2808,
6:04.00, 38210,  2893,
6:04.20, 38212,  3516,
6:04.40, 38212,  2684,
6:04.60, 38215,  2461,
6:04.80, 38221,  2411,
6:05.00, 38225,  2169,
6:05.20, 38231,  2386,
6:05.40, 38235,  1978,
6:05.60, 38235,  1970,
6:05.80, 38227,  1802,
6:06.00, 38178,  1311,
6:06.20, 38169,   505,
6:06.40, 38164,    19,
6:06.60, 38164,    24,
6:06.80, 38154,   141,
6:07.00, 38186,  2144,
6:07.20, 38179,  2703,
6:07.40, 38177,  2418,
6:07.60, 38189,  1306,
6:07.80, 38189,  2355,
6:08.00, 38201,  2458,
6:08.20, 38204,  2079,
6:08.40, 38249,  2506,
6:08.60, 38309,  2428,
6:08.80, 38309,  2552,
6:09.00, 38341,  2364,
6:09.20, 38361,  2725,
6:09.40, 38329,  2886,
6:09.60, 38304,  2259,
6:09.80, 38304,  2100,
6:10.00, 38324,  2081,
6:10.20, 38336,  2423,
6:10.40, 38344,  2422,
6:10.60, 38332,  2239,
6:10.80, 38313,  2052,
6:11.00, 38313,  2391,
6:11.20, 38322,  1967,
6:11.40, 38345,  1942,
6:11.60, 38361,  3703,
6:11.80, 38364,    26,
6:12.00, 38364,    89,
6:12.20, 38367,  2202,
6:12.40, 38329,  2031,
6:12.60, 38280,  1949,
6:12.80, 38261,   959,
6:13.00, 38241,  2360,
