Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
0:32.00, 38393,  2131,
0:32.20, 38416,  2124,
0:32.40, 38433,  2112,
0:32.60, 38441,  2274,
0:32.80, 38424,  2091,
0:33.00, 38424,  1995,
0:33.20, 38405,  2072,
0:33.40, 38397,  2072,
0:33.60, 38394,  2196,
0:33.80, 38377,  2023,
0:34.00, 38377,  1891,
0:34.20, 38383,  1879,
0:34.40, 38384,  2018,
0:34.60, 38383,  2343,
0:34.80, 38404,  1914,
0:35.00, 38406,  2128,
0:35.20, 38406,  1973,
0:35.40, 38409,  2187,
0:35.60, 38410,  2004,
0:35.80, 38409,  2108,
0:36.00, 38406,  2085,
0:36.20, 38406,  2030,
0:36.40, 38402,  3151,
0:36.60, 38398,  3876,
0:36.80, 38394,  2714,
0:37.00, 38391,   115,
0:37.20, 38389,   177,
0:37.40, 38389,  1879,
0:37.60, 38388,  1878,
0:37.80, 38390,  1894,
0:38.00, 38395,  1835,
0:38.20, 38400,  1843,
0:38.40, 38400,  1909,
0:38.60, 38407,  2047,
0:38.80, 38414,  2594,
0:39.00, 38421,  2613,
0:39.20, 38429,  1969,
0:39.40, 38429,  1423,
0:39.60, 38437,  1831,
0:39.80, 38446,  1966,
0:40.00, 38457,  1564,
0:40.20, 38485,  1622,
0:40.40, 38527,  3912,
0:40.60, 38527,  3733,
0:40.80, 38562,  2791,
0:41.00, 38599,  1547,
0:41.20, 38605,   960,
0:41.40, 38583,  1270,
0:41.60, 38583,  2168,
0:41.80, 38560,  2212,
0:42.00, 38531,  2359,
0:42.20, 38514,  2317,
0:42.40, 38504,  2265,
0:42.60, 38496,  2409,
0:42.80, 38496,  2291,
0:43.00, 38483,  2021,
0:43.20, 38470,   595,
0:43.40, 38484,   671,
0:43.60, 38503,  1546,
0:43.80, 38503,  2428,
0:44.00, 38515,  3419,
0:44.20, 38506,  3279,
0:44.40, 38486,  2286,
0:44.60, 38455,  2123,
0:44.80, 38440,  2172,
0:45.00, 38440,  1603,
0:45.20, 38447,  1353,
0:45.40, 38446,  2237,
0:45.60, 38462,  2270,
0:45.80, 38481,  2609,
0:46.00, 38481,  2190,
0:46.20, 38504,  1660,
0:46.40, 38536,  1491,
0:46.60, 38546,  1192,
0:46.80, 38550,  3429,
0:47.00, 38550,  1328,
0:47.20, 38551,   852,
0:47.40, 38539,   809,
0:47.60, 38541,  1311,
0:47.80, 38536,  1449,
0:48.00, 38529,  1932,
0:48.20, 38529,  2500,
0:48.40, 38522,  1903,
0:48.60, 38517,  2249,
0:48.80, 38519,  1858,
0:49.00, 38521,  2641,
0:49.20, 38521,  2366,
0:49.40, 38521,  1903,
0:49.60, 38520,   981,
0:49.80, 38518,  3941,
0:50.00, 38518,  3894,
0:50.20, 38518,  2893,
0:50.40, 38520,  1535,
0:50.60, 38520,  2887,
0:50.80, 38518,   684,
0:51.00, 38507,  1262,
0:51.20, 38486,  1468,
0:51.40, 38486,  2147,
0:51.60, 38464,  1752,
0:51.80, 38447,  2427,
0:52.00, 38444,  2252,
0:52.20, 38455,  2647,
0:52.40, 38455,  2200,
0:52.60, 38472,  2371,
0:52.80, 38491,  2265,
0:53.00, 38518,  1631,
0:53.20, 38528,  1466,
0:53.40, 38521,  1422,
0:53.60, 38521,  1701,
0:53.80, 38517,  2333,
0:54.00, 38498,   574,
0:54.20, 38484,   234,
0:54.40, 38480,  1805,
0:54.60, 38480,  2532,
0:54.80, 38479,  2557,
0:55.00, 38484,  2203,
0:55.20, 38501,  2158,
0:55.40, 38518,  3331,
0:55.60, 38526,  3951,
0:55.80, 38526,  3750,
0:56.00, 38528,  2950,
0:56.20, 38560,  2283,
0:56.40, 38606,  1978,
0:56.60, 38629,  1985,
0:56.80, 38629,  1016,
0:57.00, 38649,  1835,
0:57.20, 38631,  2457,
0:57.40, 38617,  2050,
0:57.60, 38604,  3002,
0:57.80, 38604,  3038,
0:58.00, 38597,  3283,
0:58.20, 38605,  2053,
0:58.40, 38601,  3036,
0:58.60, 38628,  3074,
0:58.80, 38637,  2049,
0:59.00, 38637,  2191,
0:59.20, 38623,  2239,
0:59.40, 38585,  3052,
0:59.60, 38521,  2159,
0:59.80, 38475,  2427,
1:00.00, 38475,  2096,
1:00.20, 38444,  2420,
1:00.40, 38438,  1719,
1:00.60, 38488,  1900,
1:00.80, 38501,  1964,
1:01.00, 38498,  2020,
1:01.20, 38498,  1878,
1:01.40, 38495,  2109,
1:01.60, 38484,  2065,
1:01.80, 38512,  2090,
1:02.00, 38533,  2219,
1:02.20, 38533,  1992,
1:02.40, 38544,  1853,
1:02.60, 38540,  2095,
1:02.80, 38507,  1873,
1:03.00, 38488,  2133,
1:03.20, 38497,  2212,
1:03.40, 38497,  2458,
1:03.60, 38490,  2233,
1:03.80, 38505,  2225,
1:04.00, 38525,  2206,
1:04.20, 38513,  2406,
1:04.40, 38513,  2283,
1:04.60, 38500,  1338,
1:04.80, 38487,   176,
1:05.00, 38472,  1775,
1:05.20, 38475,  2796,
1:05.40, 38475,  1280,
1:05.60, 38476,  1673,
1:05.80, 38446,  2378,
1:06.00, 38423,  2041,
1:06.20, 38394,  1745,
1:06.40, 38377,  1665,
1:06.60, 38377,  3580,
1:06.80, 38411,    25,
1:07.00, 38441,   688,
1:07.20, 38507,  3976,
1:07.40, 38572,  2824,
1:07.60, 38572,  2135,
1:07.80, 38620,  1221,
1:08.00, 38666,  1613,
1:08.20, 38677,  1691,
1:08.40, 38688,  2221,
1:08.60, 38712,  3936,
1:08.80, 38712,  2708,
1:09.00, 38729,   762,
1:09.20, 38730,  1375,
1:09.40, 38725,  2031,
1:09.60, 38702,  1924,
1:09.80, 38702,  2453,
1:10.00, 38681,  3132,
1:10.20, 38668,  2353,
1:10.40, 38655,  2535,
1:10.60, 38653,  2394,
1:10.80, 38653,  1972,
1:11.00, 38665,  2992,
1:11.20, 38654,  2877,
1:11.40, 38658,  2007,
1:11.60, 38771,  1517,
1:11.80, 38842,  1309,
1:12.00, 38842,  1512,
1:12.20, 38898,  1989,
1:12.40, 38918,  1237,
1:12.60, 38812,  2483,
1:12.80, 38727,  2033,
1:13.00, 38727,  1155,
1:13.20, 38674,  2081,
1:13.40, 38642,  2308,
1:13.60, 38616,  1627,
1:13.80, 38605,  2240,
1:14.00, 38603,  2356,
1:14.20, 38603,  1831,
1:14.40, 38610,  2119,
1:14.60, 38625,  2353,
1:14.80, 38640,  2137,
1:15.00, 38653,  2801,
1:15.20, 38653,  2076,
1:15.40, 38661,  1545,
1:15.60, 38662,  1379,
1:15.80, 38658,  2597,
1:16.00, 38650,  1228,
1:16.20, 38645,  1203,
1:16.40, 38645,  1441,
1:16.60, 38637,  1907,
1:16.80, 38635,  2816,
1:17.00, 38632,  3136,
1:17.20, 38625,  2510,
1:17.40, 38625,  2373,
1:17.60, 38621,  2148,
1:17.80, 38638,  2022,
1:18.00, 38625,  2422,
1:18.20, 38616,  2217,
1:18.40, 38616,  1994,
1:18.60, 38614,  2510,
1:18.80, 38589,  2595,
1:19.00, 38588,  2960,
1:19.20, 38580,  2363,
1:19.40, 38567,  2610,
1:19.60, 38567,  2241,
1:19.80, 38556,  2234,
1:20.00, 38558,  1761,
1:20.20, 38603,  1836,
1:20.40, 38634,  2838,
1:20.60, 38634,  2622,
1:20.80, 38643,  2124,
1:21.00, 38646,  2508,
1:21.20, 38617,    31,
1:21.40, 38593,    32,
1:21.60, 38593,  1268,
1:21.80, 38593,  1867,
1:22.00, 38604,  1819,
1:22.20, 38594,  3969,
1:22.40, 38598,  3968,
1:22.60, 38570,  3930,
1:22.80, 38570,  3949,
1:23.00, 38545,  3329,
1:23.20, 38530,  2523,
1:23.40, 38513,  3336,
1:23.60, 38522,  3689,
1:23.80, 38522,  2858,
1:24.00, 38510,  2252,
1:24.20, 38500,  2606,
1:24.40, 38480,  1223,
1:24.60, 38463,  1121,
1:24.80, 38495,  1680,
1:25.00, 38495,  2062,
1:25.20, 38503,  1952,
1:25.40, 38514,  2545,
1:25.60, 38515,  2525,
1:25.80, 38477,  2218,
1:26.00, 38477,  2029,
1:26.20, 38470,  2064,
1:26.40, 38474,  1972,
1:26.60, 38486,  2146,
1:26.80, 38485,  2315,
1:27.00, 38482,  1946,
1:27.20, 38482,  1782,
1:27.40, 38484,  1853,
1:27.60, 38488,  2205,
1:27.80, 38499,  2287,
1:28.00, 38510,  2448,
1:28.20, 38510,  1939,
1:28.40, 38515,  1716,
1:28.60, 38519,  1708,
1:28.80, 38523,   115,
1:29.00, 38517,    26,
1:29.20, 38517,    21,
1:29.40, 38503,    31,
1:29.60, 38486,   135,
1:29.80, 38474,  1814,
1:30.00, 38465,  3577,
1:30.20, 38468,  2738,
1:30.40, 38468,  2653,
1:30.60, 38477,  2519,
1:30.80, 38482,  2607,
1:31.00, 38488,  1244,
1:31.20, 38490,   464,
1:31.40, 38490,  2833,
1:31.60, 38491,   730,
1:31.80, 38500,  2758,
1:32.00, 38510,  2929,
1:32.20, 38520,  3798,
1:32.40, 38522,  1883,
1:32.60, 38522,  1681,
1:32.80, 38523,  2572,
1:33.00, 38518,  2032,
1:33.20, 38508,  1224,
1:33.40, 38505,  1646,
1:33.60, 38505,  3311,
1:33.80, 38504,  3219,
1:34.00, 38506,    37,
1:34.20, 38509,  2623,
1:34.40, 38507,   819,
1:34.60, 38512,  3472,
1:34.80, 38512,  2709,
1:35.00, 38510,  2105,
1:35.20, 38504,  3465,
1:35.40, 38501,   943,
1:35.60, 38489,  1293,
1:35.80, 38489,  1976,
1:36.00, 38486,  2366,
1:36.20, 38484,  3984,
1:36.40, 38488,  3915,
1:36.60, 38496,   996,
1:36.80, 38496,  1391,
1:37.00, 38503,  3941,
1:37.20, 38524,  3951,
1:37.40, 38535,  3010,
1:37.60, 38538,  3263,
1:37.80, 38537,  3237,
1:38.00, 38537,  2595,
1:38.20, 38530,  2673,
1:38.40, 38526,  1771,
1:38.60, 38527,  1682,
1:38.80, 38530,  1478,
1:39.00, 38530,   480,
1:39.20, 38535,  1857,
1:39.40, 38541,  2076,
1:39.60, 38547,  2214,
1:39.80, 38554,  2160,
1:40.00, 38561,  2501,
1:40.20, 38561,  2131,
1:40.40, 38569,  2172,
1:40.60, 38578,  2336,
1:40.80, 38585,  2298,
1:41.00, 38590,  2214,
1:41.20, 38590,  2139,
1:41.40, 38594,  3033,
1:41.60, 38596,  2639,
1:41.80, 38602,  2667,
1:42.00, 38614,  2965,
1:42.20, 38614,  2399,
1:42.40, 38613,  2196,
1:42.60, 38607,  2306,
1:42.80, 38593,  2377,
1:43.00, 38573,  2397,
1:43.20, 38566,  2067,
1:43.40, 38566,  2019,
1:43.60, 38571,  2160,
1:43.80, 38581,  2092,
1:44.00, 38590,  2227,
1:44.20, 38594,  2143,
1:44.40, 38594,  2336,
1:44.60, 38590,  2449,
1:44.80, 38588,  2044,
1:45.00, 38586,  1981,
1:45.20, 38589,  2177,
1:45.40, 38598,  2118,
1:45.60, 38598,  1989,
1:45.80, 38603,  2297,
1:46.00, 38611,  2015,
1:46.20, 38620,  2064,
1:46.40, 38627,  1930,
1:46.60, 38627,  2235,
1:46.80, 38634,  1997,
1:47.00, 38637,  2027,
1:47.20, 38638,  2058,
1:47.40, 38638,  2234,
1:47.60, 38636,  2051,
1:47.80, 38636,  1816,
1:48.00, 38633,  1670,
1:48.20, 38647,  1863,
1:48.40, 38659,  2173,
1:48.60, 38642,  2807,
1:48.80, 38642,  2460,
1:49.00, 38622,  1985,
1:49.20, 38596,  2050,
1:49.40, 38593,  2070,
1:49.60, 38603,  1951,
1:49.80, 38603,  2030,
1:50.00, 38632,  1902,
1:50.20, 38640,  1922,
1:50.40, 38626,  1951,
1:50.60, 38625,  2018,
1:50.80, 38616,  2049,
1:51.00, 38616,  1845,
1:51.20, 38615,  1929,
1:51.40, 38601,  2259,
1:51.60, 38594,  2277,
1:51.80, 38583,  1960,
1:52.00, 38583,  2034,
1:52.20, 38572,  2014,
1:52.40, 38574,  1973,
1:52.60, 38587,  2039,
1:52.80, 38595,  2080,
1:53.00, 38613,  2095,
1:53.20, 38613,  1996,
1:53.40, 38626,  1938,
1:53.60, 38622,  1876,
1:53.80, 38612,  2466,
1:54.00, 38598,  2133,
1:54.20, 38598,  2061,
1:54.40, 38587,  2252,
1:54.60, 38570,  2186,
1:54.80, 38562,  2174,
1:55.00, 38541,  1505,
1:55.20, 38530,   664,
1:55.40, 38530,  1669,
1:55.60, 38524,  1793,
1:55.80, 38516,  1088,
1:56.00, 38518,  1628,
1:56.20, 38517,  1786,
1:56.40, 38517,  1900,
1:56.60, 38526,  2378,
1:56.80, 38539,  2284,
1:57.00, 38554,  2059,
1:57.20, 38570,  2131,
1:57.40, 38570,  2012,
1:57.60, 38579,  2170,
1:57.80, 38583,  2263,
1:58.00, 38581,  2101,
1:58.20, 38570,  2762,
1:58.40, 38560,  2803,
1:58.60, 38560,  2611,
1:58.80, 38555,  1954,
1:59.00, 38552,  2136,
1:59.20, 38548,  2848,
1:59.40, 38548,  2838,
1:59.60, 38548,  3044,
1:59.80, 38547,  2229,
2:00.00, 38541,  1904,
2:00.20, 38537,  2309,
2:00.40, 38537,  2213,
2:00.60, 38539,  2084,
2:00.80, 38539,  2797,
2:01.00, 38551,  2541,
2:01.20, 38562,  2156,
2:01.40, 38567,  2309,
2:01.60, 38563,  2428,
2:01.80, 38563,  2194,
2:02.00, 38557,  2098,
2:02.20, 38560,  1980,
2:02.40, 38565,  1968,
2:02.60, 38573,  2022,
2:02.80, 38573,  2046,
2:03.00, 38568,  2450,
2:03.20, 38553,  2053,
2:03.40, 38535,  2584,
2:03.60, 38516,  2517,
2:03.80, 38513,  2101,
2:04.00, 38513,  2386,
2:04.20, 38517,  2484,
2:04.40, 38523,  2020,
2:04.60, 38548,  2279,
2:04.80, 38585,  2428,
2:05.00, 38585,  2069,
2:05.20, 38590,  2014,
2:05.40, 38582,  2453,
2:05.60, 38557,  2001,
2:05.80, 38529,  2025,
2:06.00, 38524,  2120,
2:06.20, 38524,  1987,
2:06.40, 38527,  1997,
2:06.60, 38537,  2037,
2:06.80, 38534,  1966,
2:07.00, 38533,  2052,
2:07.20, 38533,  2068,
2:07.40, 38529,  2149,
2:07.60, 38522,  2026,
2:07.80, 38526,  2057,
2:08.00, 38527,  1882,
2:08.20, 38527,  2402,
2:08.40, 38516,  2055,
2:08.60, 38521,  2098,
2:08.80, 38530,  2023,
2:09.00, 38538,  1972,
2:09.20, 38558,  1934,
2:09.40, 38558,  1926,
2:09.60, 38554,  2433,
2:09.80, 38537,  2007,
2:10.00, 38538,  2069,
2:10.20, 38556,  2083,
2:10.40, 38556,  1989,
2:10.60, 38575,  2058,
2:10.80, 38581,  1973,
2:11.00, 38573,  2000,
2:11.20, 38552,  2091,
2:11.40, 38534,  2032,
2:11.60, 38534,  2298,
2:11.80, 38525,  2114,
2:12.00, 38525,  1953,
2:12.20, 38531,  2324,
2:12.40, 38534,  1937,
2:12.60, 38534,  1843,
2:12.80, 38541,  2035,
2:13.00, 38543,  1773,
2:13.20, 38540,  1922,
2:13.40, 38541,  2041,
2:13.60, 38540,  1969,
2:13.80, 38540,  1975,
2:14.00, 38546,  2011,
2:14.20, 38550,  1954,
2:14.40, 38550,  1960,
2:14.60, 38546,  1926,
2:14.80, 38546,  1942,
2:15.00, 38541,  1931,
2:15.20, 38536,  2280,
2:15.40, 38535,  2231,
2:15.60, 38534,  2018,
2:15.80, 38534,  2062,
2:16.00, 38530,  2084,
2:16.20, 38524,  2203,
2:16.40, 38517,  2022,
2:16.60, 38508,  1947,
2:16.80, 38495,  2496,
2:17.00, 38495,  2378,
2:17.20, 38486,  2065,
2:17.40, 38482,  2052,
2:17.60, 38479,  2048,
2:17.80, 38488,  2050,
2:18.00, 38488,  2031,
2:18.20, 38493,  1891,
2:18.40, 38493,  2402,
2:18.60, 38494,  2047,
2:18.80, 38494,  1883,
2:19.00, 38502,  2452,
2:19.20, 38502,  2079,
2:19.40, 38514,  2221,
2:19.60, 38515,  2306,
2:19.80, 38513,  2064,
2:20.00, 38506,  2522,
2:20.20, 38506,  2090,
2:20.40, 38503,  2238,
2:20.60, 38511,  2112,
2:20.80, 38523,  2131,
2:21.00, 38535,  2489,
2:21.20, 38535,  2089,
2:21.40, 38544,  2319,
2:21.60, 38552,  2054,
2:21.80, 38560,  1988,
2:22.00, 38568,  1934,
2:22.20, 38577,  1999,
2:22.40, 38577,  1905,
2:22.60, 38582,  2114,
2:22.80, 38584,  1955,
2:23.00, 38585,  2020,
2:23.20, 38587,  1928,
2:23.40, 38587,  1943,
2:23.60, 38594,  1920,
2:23.80, 38600,  1935,
2:24.00, 38600,  2484,
2:24.20, 38597,  2156,
2:24.40, 38620,  3100,
2:24.60, 38620,  2323,
2:24.80, 38628,  1919,
2:25.00, 38624,  2030,
2:25.20, 38616,  2163,
2:25.40, 38577,  1966,
2:25.60, 38577,  1989,
2:25.80, 38554,  2083,
2:26.00, 38560,  2185,
2:26.20, 38565,  1940,
2:26.40, 38566,  2044,
2:26.60, 38567,  1951,
2:26.80, 38567,  2434,
2:27.00, 38556,  1892,
2:27.20, 38556,  2198,
2:27.40, 38552,  1783,
2:27.60, 38546,  2315,
2:27.80, 38546,  2532,
2:28.00, 38533,  2657,
2:28.20, 38497,  2301,
2:28.40, 38464,  2509,
2:28.60, 38449,  2694,
2:28.80, 38449,  2420,
2:29.00, 38444,  2282,
2:29.20, 38436,  2275,
2:29.40, 38420,  2328,
2:29.60, 38388,  2125,
2:29.80, 38356,  1989,
2:30.00, 38356,  1969,
2:30.20, 38347,  1978,
2:30.40, 38353,  1777,
2:30.60, 38360,  2135,
2:30.80, 38373,  2899,
2:31.00, 38373,  2992,
2:31.20, 38409,  2992,
2:31.40, 38465,  2472,
2:31.60, 38523,  2125,
2:31.80, 38585,  1880,
2:32.00, 38626,  2043,
2:32.20, 38626,  1716,
2:32.40, 38635,  1909,
2:32.60, 38650,  1751,
2:32.80, 38641,  2584,
2:33.00, 38616,  1809,
2:33.20, 38616,  1949,
2:33.40, 38587,  2737,
2:33.60, 38548,  2187,
2:33.80, 38521,  3443,
2:34.00, 38507,  2098,
2:34.20, 38507,  1952,
2:34.40, 38506,  2508,
2:34.60, 38507,  2427,
2:34.80, 38508,  1912,
2:35.00, 38532,  1890,
2:35.20, 38529,  2402,
2:35.40, 38529,  2112,
2:35.60, 38534,  2402,
2:35.80, 38516,  2342,
2:36.00, 38500,  2123,
2:36.20, 38510,  1999,
2:36.40, 38510,  2169,
2:36.60, 38511,  1897,
2:36.80, 38530,  1924,
2:37.00, 38518,  1808,
2:37.20, 38536,  1815,
2:37.40, 38523,  1862,
2:37.60, 38523,  1833,
2:37.80, 38521,  1907,
2:38.00, 38529,  2081,
2:38.20, 38508,  2017,
2:38.40, 38522,  1964,
2:38.60, 38522,  1795,
2:38.80, 38528,  1778,
2:39.00, 38539,  1897,
2:39.20, 38551,  1714,
2:39.40, 38558,  2376,
2:39.60, 38558,  1953,
2:39.80, 38561,  2102,
2:40.00, 38562,  1998,
2:40.20, 38574,  1748,
2:40.40, 38588,  1797,
2:40.60, 38608,  2062,
2:40.80, 38608,  2109,
2:41.00, 38610,  2089,
2:41.20, 38589,  2352,
2:41.40, 38586,  2601,
2:41.60, 38579,  2098,
2:41.80, 38579,  2136,
2:42.00, 38582,  2775,
2:42.20, 38598,  2867,
2:42.40, 38595,  2133,
2:42.60, 38596,  1968,
2:42.80, 38591,  2058,
2:43.00, 38591,  3224,
2:43.20, 38577,  2244,
2:43.40, 38557,  1779,
2:43.60, 38531,  1801,
2:43.80, 38498,  2298,
2:44.00, 38498,  1905,
2:44.20, 38471,  2532,
2:44.40, 38459,  2571,
2:44.60, 38454,  2442,
2:44.80, 38462,  2718,
2:45.00, 38475,  2355,
2:45.20, 38475,  3043,
2:45.40, 38483,  2377,
2:45.60, 38489,  2073,
2:45.80, 38497,  1950,
2:46.00, 38515,  2210,
2:46.20, 38515,  2149,
2:46.40, 38541,  1983,
2:46.60, 38550,  1947,
2:46.80, 38568,  2557,
2:47.00, 38566,  2247,
2:47.20, 38566,  2096,
2:47.40, 38553,  1923,
2:47.60, 38549,  2292,
2:47.80, 38563,  2063,
2:48.00, 38570,  1930,
2:48.20, 38580,  1976,
2:48.40, 38580,  2037,
2:48.60, 38594,  1987,
2:48.80, 38573,  1997,
2:49.00, 38564,  2058,
2:49.20, 38551,  2769,
2:49.40, 38551,  2407,
2:49.60, 38538,  1958,
2:49.80, 38531,  2032,
2:50.00, 38526,  1998,
2:50.20, 38522,  2026,
2:50.40, 38522,  1919,
2:50.60, 38522,  2054,
2:50.80, 38521,  2128,
2:51.00, 38523,  1943,
2:51.20, 38529,  2120,
2:51.40, 38534,  1870,
2:51.60, 38534,  1847,
2:51.80, 38541,  2310,
2:52.00, 38544,  2173,
2:52.20, 38537,  2075,
2:52.40, 38515,  2892,
2:52.60, 38515,  2890,
2:52.80, 38479,  2829,
2:53.00, 38444,  2007,
2:53.20, 38428,  1924,
2:53.40, 38441,  1955,
2:53.60, 38476,  1919,
2:53.80, 38476,  1888,
2:54.00, 38517,  2002,
2:54.20, 38536,  2003,
2:54.40, 38541,  2227,
2:54.60, 38538,  1986,
2:54.80, 38538,  2087,
2:55.00, 38529,  2341,
2:55.20, 38529,  1923,
2:55.40, 38526,  1907,
2:55.60, 38523,  2116,
2:55.80, 38521,  1915,
2:56.00, 38521,  1999,
2:56.20, 38521,  2104,
2:56.40, 38523,   667,
2:56.60, 38519,  2981,
2:56.80, 38500,  2153,
2:57.00, 38500,  2153,
2:57.20, 38474,  2198,
2:57.40, 38446,  2051,
2:57.60, 38424,  1963,
2:57.80, 38417,  1653,
2:58.00, 38417,  1848,
2:58.20, 38417,  1833,
2:58.40, 38422,  2178,
2:58.60, 38435,  1852,
2:58.80, 38442,  1994,
2:59.00, 38440,  1762,
2:59.20, 38440,  2285,
2:59.40, 38435,  2702,
2:59.60, 38421,  2373,
2:59.80, 38410,  2306,
3:00.00, 38405,  2198,
3:00.20, 38405,  2173,
3:00.40, 38402,  2159,
3:00.60, 38400,  1935,
3:00.80, 38400,  2042,
3:01.00, 38409,  2280,
3:01.20, 38416,  3030,
3:01.40, 38416,  2681,
3:01.60, 38420,  2035,
3:01.80, 38425,  1876,
3:02.00, 38423,  2008,
3:02.20, 38431,  1625,
3:02.40, 38431,  1705,
3:02.60, 38437,  1556,
3:02.80, 38404,  2089,
3:03.00, 38367,  1661,
3:03.20, 38330,  1937,
3:03.40, 38315,  1994,
3:03.60, 38315,  1806,
3:03.80, 38344,  1876,
3:04.00, 38381,  2030,
3:04.20, 38410,  2044,
3:04.40, 38430,  2048,
3:04.60, 38430,  2225,
3:04.80, 38446,  2142,
3:05.00, 38456,  2147,
3:05.20, 38464,  2132,
3:05.40, 38465,  1892,
3:05.60, 38467,  2077,
3:05.80, 38467,  2198,
3:06.00, 38468,  2416,
