Time [Minutes],GSR  1 [arb],EKG  1 [Arb],Manual values
0:45.80, 32280,  1959,
0:46.00, 32280,  1879,
0:46.20, 32265,  2190,
0:46.40, 32254,  1879,
0:46.60, 32248,  3164,
0:46.80, 32245,  2262,
0:47.00, 32245,  1909,
0:47.20, 32246,  2390,
0:47.40, 32250,  2354,
0:47.60, 32253,  2102,
0:47.80, 32251,    84,
0:48.00, 32227,  3250,
0:48.20, 32227,  3234,
0:48.40, 32180,  2222,
0:48.60, 32143,  2086,
0:48.80, 32116,  2193,
0:49.00, 32113,  1882,
0:49.20, 32113,  2218,
0:49.40, 32135,  1785,
0:49.60, 32150,  3359,
0:49.80, 32162,  2370,
0:50.00, 32171,  1970,
0:50.20, 32175,  1733,
0:50.40, 32175,  1962,
0:50.60, 32178,  1742,
0:50.80, 32177,  2275,
0:51.00, 32174,  2408,
0:51.20, 32171,   732,
0:51.40, 32171,   709,
0:51.60, 32159,  1318,
0:51.80, 32149,  1884,
0:52.00, 32141,  1994,
0:52.20, 32138,  1981,
0:52.40, 32142,  1939,
0:52.60, 32142,  2094,
0:52.80, 32146,  2163,
0:53.00, 32151,  2362,
0:53.20, 32156,  2413,
0:53.40, 32162,  2020,
0:53.60, 32162,  2478,
0:53.80, 32172,  2401,
0:54.00, 32181,  2166,
0:54.20, 32189,  1964,
0:54.40, 32197,  2071,
0:54.60, 32197,  2157,
0:54.80, 32201,  1999,
0:55.00, 32203,  1996,
0:55.20, 32201,  1981,
0:55.40, 32197,  1872,
0:55.60, 32191,  1976,
0:55.80, 32191,  2033,
0:56.00, 32184,  2227,
0:56.20, 32176,  1912,
0:56.40, 32169,  1989,
0:56.60, 32161,  2039,
0:56.80, 32161,  1949,
0:57.00, 32153,  2070,
0:57.20, 32146,  2282,
0:57.40, 32139,  1953,
0:57.60, 32133,  3171,
0:57.80, 32127,  2889,
0:58.00, 32127,  3504,
0:58.20, 32123,  2521,
0:58.40, 32118,  1617,
0:58.60, 32091,  2973,
0:58.80, 32060,  2762,
0:59.00, 32060,  2204,
0:59.20, 32022,  1978,
0:59.40, 31976,  1902,
0:59.60, 31939,  2052,
0:59.80, 31895,  1856,
1:00.00, 31895,  2008,
1:00.20, 31832,  1738,
1:00.40, 31765,  1959,
1:00.60, 31723,  1836,
1:00.80, 31717,  1876,
1:01.00, 31752,  1906,
1:01.20, 31752,  2006,
1:01.40, 31816,  1811,
1:01.60, 31893,  1690,
1:01.80, 31971,  1853,
1:02.00, 32054,  1776,
1:02.20, 32054,  1861,
1:02.40, 32138,  2099,
1:02.60, 32215,  1721,
1:02.80, 32287,  2080,
1:03.00, 32352,  2105,
1:03.20, 32415,  2037,
1:03.40, 32415,  2037,
1:03.60, 32474,  1939,
1:03.80, 32528,  1747,
1:04.00, 32577,  1868,
1:04.20, 32620,  1932,
1:04.40, 32620,  1696,
1:04.60, 32654,  1964,
1:04.80, 32676,  1939,
1:05.00, 32685,  1898,
1:05.20, 32670,  2049,
1:05.40, 32663,  2019,
1:05.60, 32663,  1873,
1:05.80, 32667,  1924,
1:06.00, 32675,  1977,
1:06.20, 32697,  1988,
1:06.40, 32691,  1907,
1:06.60, 32691,  2667,
1:06.80, 32662,  2098,
1:07.00, 32623,  2025,
1:07.20, 32558,  1945,
1:07.40, 32474,  1222,
1:07.60, 32474,  2059,
1:07.80, 32359,  3660,
1:08.00, 32205,  3949,
1:08.20, 32065,  2747,
1:08.40, 31990,  2420,
1:08.60, 31982,  1953,
1:08.80, 31982,  1882,
1:09.00, 32036,  1807,
1:09.20, 32124,  1757,
1:09.40, 32193,  1850,
1:09.60, 32248,  1920,
1:09.80, 32248,  2061,
1:10.00, 32296,  1934,
1:10.20, 32332,  2223,
1:10.40, 32365,  2237,
1:10.60, 32400,  1861,
1:10.80, 32437,  2028,
1:11.00, 32437,  1911,
1:11.20, 32471,  1940,
1:11.40, 32498,  1989,
1:11.60, 32514,  1977,
1:11.80, 32522,  2004,
1:12.00, 32522,  1955,
1:12.20, 32526,  1869,
1:12.40, 32525,  2028,
1:12.60, 32522,  1959,
1:12.80, 32517,  2174,
1:13.00, 32509,  2204,
1:13.20, 32509,  1952,
1:13.40, 32502,  3220,
1:13.60, 32496,  2277,
1:13.80, 32487,  1928,
1:14.00, 32477,  3123,
1:14.20, 32477,  2245,
1:14.40, 32464,  2008,
1:14.60, 32450,  2521,
1:14.80, 32437,  2253,
1:15.00, 32425,  1964,
1:15.20, 32425,  1763,
1:15.40, 32416,  2089,
1:15.60, 32407,  1978,
1:15.80, 32399,  1969,
1:16.00, 32391,  1858,
1:16.20, 32384,  1778,
1:16.40, 32384,  2072,
1:16.60, 32379,  2012,
1:16.80, 32377,  2344,
1:17.00, 32378,  2205,
1:17.20, 32379,  2086,
1:17.40, 32379,  1877,
1:17.60, 32383,  2012,
1:17.80, 32388,  2056,
1:18.00, 32394,  2064,
1:18.20, 32402,  1979,
1:18.40, 32376,  1848,
1:18.60, 32376,  2152,
1:18.80, 32297,  1983,
1:19.00, 32182,  1782,
1:19.20, 32052,  1960,
1:19.40, 31953,  1952,
1:19.60, 31953,  1963,
1:19.80, 31950,  2065,
1:20.00, 32025,  2292,
1:20.20, 32150,  2254,
1:20.40, 32300,  2342,
1:20.60, 32300,  2522,
1:20.80, 32426,  2616,
1:21.00, 32532,  2421,
1:21.20, 32633,  2295,
1:21.40, 32737,  2127,
1:21.60, 32848,  2343,
1:21.80, 32848,  2071,
1:22.00, 32955,  2912,
1:22.20, 33043,  2223,
1:22.40, 33095,  1758,
1:22.60, 33080,  1280,
1:22.80, 33080,  1423,
1:23.00, 33002,  1488,
1:23.20, 32885,  1581,
1:23.40, 32761,  2030,
1:23.60, 32680,  3202,
1:23.80, 32691,  2246,
1:24.00, 32691,  2136,
1:24.20, 32753,  2083,
1:24.40, 32858,  2125,
1:24.60, 32989,  1730,
1:24.80, 33099,  1668,
1:25.00, 33099,   937,
1:25.20, 33223,  1602,
1:25.40, 33341,  2075,
1:25.60, 33436,  1644,
1:25.80, 33509,  2712,
1:26.00, 33549,  2018,
1:26.20, 33549,  2096,
1:26.40, 33561,  2156,
1:26.60, 33566,  2080,
1:26.80, 33589,  1959,
1:27.00, 33643,  3127,
1:27.20, 33643,  2210,
1:27.40, 33666,  1849,
1:27.60, 33594,  1992,
1:27.80, 33449,  1660,
1:28.00, 33252,  1715,
1:28.20, 33252,  1770,
1:28.40, 33125,  2094,
1:28.60, 33128,  2090,
1:28.80, 33213,  1877,
1:29.00, 33346,  1849,
1:29.20, 33473,  1677,
1:29.40, 33473,  1573,
1:29.60, 33589,  1704,
1:29.80, 33689,  2338,
1:30.00, 33754,  2091,
1:30.20, 33811,  1761,
1:30.40, 33811,  1945,
1:30.60, 33864,  1749,
1:30.80, 33907,  1879,
1:31.00, 33955,  1921,
1:31.20, 33988,  1744,
1:31.40, 34001,  1954,
1:31.60, 34001,  1939,
1:31.80, 34006,  1851,
1:32.00, 34003,  2129,
1:32.20, 33996,  1954,
1:32.40, 33988,  1892,
1:32.60, 33988,  2151,
1:32.80, 33985,  1980,
1:33.00, 33991,  1782,
1:33.20, 34002,  1951,
1:33.40, 34015,  1993,
1:33.60, 34015,  1990,
1:33.80, 34025,  2116,
1:34.00, 34028,  2190,
1:34.20, 34023,  1979,
1:34.40, 34011,  1849,
1:34.60, 33994,  2076,
1:34.80, 33994,  2083,
1:35.00, 33975,  1827,
1:35.20, 33955,  1883,
1:35.40, 33935,  2096,
1:35.60, 33915,  1872,
1:35.80, 33915,  1992,
1:36.00, 33897,  2039,
1:36.20, 33880,  1872,
1:36.40, 33864,  2108,
1:36.60, 33849,  2099,
1:36.80, 33834,  1957,
1:37.00, 33834,  2022,
1:37.20, 33820,  2070,
1:37.40, 33808,  1914,
1:37.60, 33796,  2001,
1:37.80, 33785,  2132,
1:38.00, 33785,  1995,
1:38.20, 33773,  1881,
1:38.40, 33763,  2257,
1:38.60, 33754,  1993,
1:38.80, 33748,  2964,
1:39.00, 33748,  2285,
1:39.20, 33743,  2007,
1:39.40, 33737,  2106,
1:39.60, 33730,  2298,
1:39.80, 33723,  1927,
1:40.00, 33717,  1887,
1:40.20, 33717,  2080,
1:40.40, 33714,  2056,
1:40.60, 33717,  1946,
1:40.80, 33722,  2038,
1:41.00, 33733,  2123,
1:41.20, 33733,  1577,
1:41.40, 33745,  1421,
1:41.60, 33773,  1662,
1:41.80, 33895,  2770,
1:42.00, 33973,  2032,
1:42.20, 34023,  1953,
1:42.40, 34023,  2629,
1:42.60, 34041,  1959,
1:42.80, 33950,   890,
1:43.00, 33873,  2531,
1:43.20, 33811,  4002,
1:43.40, 33811,  4021,
1:43.60, 33779,  4018,
1:43.80, 33777,  3991,
1:44.00, 33833,  2668,
1:44.20, 33899,  1894,
1:44.40, 33933,  1574,
1:44.60, 33933,  1964,
1:44.80, 33950,  1436,
1:45.00, 33939,  1696,
1:45.20, 33938,  1481,
1:45.40, 33975,    96,
1:45.60, 33975,  1289,
1:45.80, 34018,  4004,
1:46.00, 34048,  3993,
1:46.20, 34078,   127,
1:46.40, 34082,  3544,
1:46.60, 34082,   849,
1:46.80, 34085,  2414,
1:47.00, 34081,  4001,
1:47.20, 34054,  3548,
1:47.40, 34024,  2506,
1:47.60, 33980,  2032,
1:47.80, 33980,  1659,
1:48.00, 33965,   453,
1:48.20, 33998,   753,
1:48.40, 34007,  3417,
1:48.60, 34012,  1440,
1:48.80, 34012,  2219,
1:49.00, 34014,  2706,
1:49.20, 33978,  2677,
1:49.40, 33952,  2261,
1:49.60, 33909,   763,
1:49.80, 33844,  1979,
1:50.00, 33844,  3147,
1:50.20, 33800,  2854,
1:50.40, 33805,  2133,
1:50.60, 33867,   176,
1:50.80, 33959,  1830,
1:51.00, 33959,  3971,
1:51.20, 34007,  2804,
1:51.40, 34035,  1948,
1:51.60, 34026,  1750,
1:51.80, 33966,  1559,
1:52.00, 33966,  1592,
1:52.20, 33944,  2036,
1:52.40, 33924,  3221,
1:52.60, 33917,  2302,
1:52.80, 33942,  1746,
1:53.00, 33969,  2062,
1:53.20, 33969,  1955,
1:53.40, 34014,  2265,
1:53.60, 34064,  1952,
1:53.80, 34099,  1975,
1:54.00, 34097,  1989,
1:54.20, 34097,  1933,
1:54.40, 34069,  2196,
1:54.60, 34032,  2143,
1:54.80, 34006,  2619,
1:55.00, 34012,  1990,
1:55.20, 34020,  1498,
1:55.40, 34020,  2945,
1:55.60, 34030,  1407,
1:55.80, 34047,   892,
1:56.00, 34056,  2136,
1:56.20, 34056,  2166,
1:56.40, 34056,  1606,
1:56.60, 34051,  1500,
1:56.80, 34044,  1834,
1:57.00, 34045,  1734,
1:57.20, 34053,  1904,
1:57.40, 34072,  2294,
1:57.60, 34072,  2076,
1:57.80, 34086,  2096,
1:58.00, 34098,  2123,
1:58.20, 34101,  1927,
1:58.40, 34095,  2177,
1:58.60, 34095,  1872,
1:58.80, 34093,  2003,
1:59.00, 34081,  2086,
1:59.20, 34077,  1672,
1:59.40, 34089,  1493,
1:59.60, 34089,  2587,
1:59.80, 34090,  2321,
2:00.00, 34062,  2269,
2:00.20, 33999,  2244,
2:00.40, 33896,   774,
2:00.60, 33764,   671,
2:00.80, 33764,  1628,
2:01.00, 33643,  3922,
2:01.20, 33578,  3980,
2:01.40, 33563,  2790,
2:01.60, 33598,  2104,
2:01.80, 33598,  1692,
2:02.00, 33656,  2223,
2:02.20, 33705,  3399,
2:02.40, 33751,  2230,
2:02.60, 33794,  2038,
2:02.80, 33844,  3468,
2:03.00, 33844,  2632,
2:03.20, 33905,  1697,
2:03.40, 33977,  2279,
2:03.60, 34031,  1062,
2:03.80, 34046,  2668,
2:04.00, 34046,  1950,
2:04.20, 34037,  2061,
2:04.40, 34035,  2481,
2:04.60, 34064,  2190,
2:04.80, 34138,  2461,
2:05.00, 34204,  1945,
2:05.20, 34204,  2744,
2:05.40, 34223,  2193,
2:05.60, 34215,  1767,
2:05.80, 34191,  3322,
2:06.00, 34175,  2127,
2:06.20, 34175,  1775,
2:06.40, 34164,  2784,
2:06.60, 34148,  2115,
2:06.80, 34125,  1741,
2:07.00, 34089,  1987,
2:07.20, 34089,  2056,
2:07.40, 34044,  1860,
2:07.60, 34004,  1871,
2:07.80, 33972,  2258,
2:08.00, 33954,  1975,
2:08.20, 33954,  2217,
2:08.40, 33954,  2041,
2:08.60, 33960,  2268,
2:08.80, 33972,  2029,
2:09.00, 33992,  2126,
2:09.20, 34011,  2068,
2:09.40, 34011,  1921,
2:09.60, 34032,  1971,
2:09.80, 34053,  1832,
2:10.00, 34066,  1981,
2:10.20, 34079,  1834,
2:10.40, 34088,  3408,
2:10.60, 34088,  2295,
2:10.80, 34090,  1971,
2:11.00, 34092,  1961,
2:11.20, 34086,  2112,
2:11.40, 34078,  1944,
2:11.60, 34078,  1948,
2:11.80, 34068,  3892,
2:12.00, 34055,  2424,
2:12.20, 34043,  2062,
2:12.40, 34033,  1978,
2:12.60, 34033,  2000,
2:12.80, 34023,  1888,
2:13.00, 34014,  1954,
2:13.20, 34007,  2189,
2:13.40, 34001,  2419,
2:13.60, 33993,  2106,
2:13.80, 33993,  2240,
2:14.00, 33998,  2144,
2:14.20, 34015,  1948,
2:14.40, 34039,  3163,
2:14.60, 34071,  1813,
2:14.80, 34071,  1610,
2:15.00, 34113,  1880,
2:15.20, 34124,  2092,
2:15.40, 34122,  1941,
2:15.60, 34111,  2029,
2:15.80, 34082,  2519,
2:16.00, 34082,  2034,
2:16.20, 34071,  2323,
2:16.40, 34057,   662,
2:16.60, 34019,  1373,
2:16.80, 33959,  2029,
2:17.00, 33959,  2100,
2:17.20, 33896,  2332,
2:17.40, 33846,  3987,
2:17.60, 33834,  3783,
2:17.80, 33875,  2148,
2:18.00, 33900,  1722,
2:18.20, 33900,  3416,
2:18.40, 33911,  1719,
2:18.60, 33912,  1691,
2:18.80, 33898,  2286,
2:19.00, 33904,  1868,
2:19.20, 33904,  1681,
2:19.40, 33923,  1816,
2:19.60, 33940,  1735,
2:19.80, 33939,  1688,
2:20.00, 33937,  1912,
2:20.20, 33937,  1916,
2:20.40, 33937,  2221,
2:20.60, 33954,  1430,
2:20.80, 33987,  1766,
2:21.00, 34027,  2420,
2:21.20, 34063,  2724,
2:21.40, 34063,  2267,
2:21.60, 34082,  2026,
2:21.80, 34100,  1280,
2:22.00, 34100,  2641,
2:22.20, 34101,  2355,
2:22.40, 34101,  2497,
2:22.60, 34103,  2055,
2:22.80, 34075,  2146,
2:23.00, 34052,  1280,
2:23.20, 34035,  1702,
2:23.40, 34009,  1834,
2:23.60, 34009,  1754,
2:23.80, 33991,  1998,
2:24.00, 33977,  2172,
2:24.20, 33942,  2394,
2:24.40, 33921,  3088,
2:24.60, 33921,  2504,
2:24.80, 33894,  2123,
2:25.00, 33861,  1810,
2:25.20, 33847,  2331,
2:25.40, 33830,  1425,
2:25.60, 33830,  2419,
2:25.80, 33826,  1872,
2:26.00, 33831,  3555,
2:26.20, 33834,  2314,
2:26.40, 33835,  1967,
2:26.60, 33840,  1889,
2:26.80, 33840,  2080,
2:27.00, 33845,  1859,
2:27.20, 33852,  1940,
2:27.40, 33859,  1908,
2:27.60, 33863,  2264,
2:27.80, 33863,  1999,
2:28.00, 33867,  2050,
2:28.20, 33871,  2273,
2:28.40, 33874,  1847,
2:28.60, 33875,  1798,
2:28.80, 33874,  2833,
2:29.00, 33874,  3874,
2:29.20, 33869,  3482,
2:29.40, 33860,  2161,
2:29.60, 33852,  1061,
2:29.80, 33850,  1671,
2:30.00, 33850,  2019,
2:30.20, 33864,  1931,
2:30.40, 33905,  1130,
2:30.60, 33977,  1475,
2:30.80, 34084,  1528,
2:31.00, 34215,  1635,
2:31.20, 34215,  2154,
2:31.40, 34357,  1864,
2:31.60, 34497,   436,
2:31.80, 34602,  3204,
2:32.00, 34685,  2707,
2:32.20, 34685,  2417,
2:32.40, 34775,   745,
2:32.60, 34821,  2094,
2:32.80, 34860,  1830,
2:33.00, 34894,  1817,
2:33.20, 34894,  1320,
2:33.40, 34883,  2353,
2:33.60, 34871,  2116,
2:33.80, 34856,  2195,
2:34.00, 34812,  3024,
2:34.20, 34761,  2035,
2:34.40, 34761,  1608,
2:34.60, 34724,  1565,
2:34.80, 34700,  2009,
2:35.00, 34690,  2166,
2:35.20, 34684,  3686,
2:35.40, 34684,  2451,
2:35.60, 34672,  1973,
2:35.80, 34652,  2202,
2:36.00, 34627,  2011,
2:36.20, 34605,  2015,
2:36.40, 34587,  2026,
2:36.60, 34587,  2024,
2:36.80, 34570,  2284,
2:37.00, 34552,  1892,
2:37.20, 34543,  2037,
2:37.40, 34534,  1986,
2:37.60, 34534,  2175,
2:37.80, 34521,  2001,
2:38.00, 34511,  2058,
2:38.20, 34502,  2165,
2:38.40, 34497,  1461,
2:38.60, 34497,  1832,
2:38.80, 34496,  1556,
2:39.00, 34490,  2031,
2:39.20, 34475,  1639,
2:39.40, 34450,  3418,
2:39.60, 34409,  3998,
2:39.80, 34409,  3915,
2:40.00, 34361,  3963,
2:40.20, 34313,  4003,
2:40.40, 34300,  3987,
2:40.60, 34349,  3909,
2:40.80, 34349,  2588,
2:41.00, 34472,  2124,
2:41.20, 34652,  1572,
2:41.40, 34834,  1545,
2:41.60, 34992,  1507,
2:41.80, 35098,  1603,
2:42.00, 35098,  1781,
2:42.20, 35159,  1859,
2:42.40, 35192,  1873,
2:42.60, 35208,  1738,
2:42.80, 35214,  2071,
2:43.00, 35214,  2255,
2:43.20, 35213,  2222,
2:43.40, 35207,  1923,
2:43.60, 35197,  2066,
2:43.80, 35187,  2082,
2:44.00, 35176,  1985,
2:44.20, 35176,  1988,
2:44.40, 35164,  3714,
2:44.60, 35150,  3859,
2:44.80, 35129,    51,
2:45.00, 35096,   731,
2:45.20, 35096,  1238,
2:45.40, 35044,  1544,
2:45.60, 34991,  1869,
2:45.80, 34936,  1647,
2:46.00, 34886,  2118,
2:46.20, 34886,  1863,
2:46.40, 34856,  1678,
2:46.60, 34833,  1894,
2:46.80, 34817,  1484,
2:47.00, 34808,  1450,
2:47.20, 34809,  2928,
2:47.40, 34809,  2392,
2:47.60, 34827,   718,
2:47.80, 34857,  3642,
2:48.00, 34899,  2594,
2:48.20, 34946,  2026,
2:48.40, 34946,  2341,
2:48.60, 34994,  2209,
2:48.80, 35053,  1145,
2:49.00, 35116,  1504,
2:49.20, 35165,  1674,
2:49.40, 35204,  1827,
2:49.60, 35204,  2031,
2:49.80, 35236,  3283,
2:50.00, 35271,  2179,
2:50.20, 35325,  1935,
2:50.40, 35394,  2161,
2:50.60, 35394,  2149,
2:50.80, 35473,  1632,
2:51.00, 35555,  1661,
2:51.20, 35631,  2063,
2:51.40, 35695,  1530,
2:51.60, 35695,  1648,
2:51.80, 35747,  1922,
2:52.00, 35783,  2382,
2:52.20, 35812,  2006,
2:52.40, 35832,  1702,
2:52.60, 35835,  1425,
2:52.80, 35835,  1602,
2:53.00, 35822,  1267,
2:53.20, 35800,   463,
2:53.40, 35784,    31,
2:53.60, 35783,  1752,
2:53.80, 35783,  1842,
2:54.00, 35794,  1561,
2:54.20, 35813,  1728,
2:54.40, 35847,  2097,
2:54.60, 35894,  1888,
2:54.80, 35958,  1882,
2:55.00, 35958,  1866,
2:55.20, 36041,  1748,
2:55.40, 36129,  1882,
2:55.60, 36221,  1770,
2:55.80, 36311,  1765,
2:56.00, 36311,  1643,
2:56.20, 36393,  1722,
2:56.40, 36461,  2058,
2:56.60, 36508,  1717,
2:56.80, 36538,  1675,
2:57.00, 36538,  1812,
2:57.20, 36549,  1669,
2:57.40, 36545,  1934,
2:57.60, 36527,  1826,
2:57.80, 36499,  1888,
2:58.00, 36460,  1992,
2:58.20, 36460,  1895,
2:58.40, 36412,  2205,
2:58.60, 36357,  2017,
2:58.80, 36301,  3791,
2:59.00, 36246,  2329,
2:59.20, 36246,  1985,
2:59.40, 36198,  2163,
2:59.60, 36157,  2269,
2:59.80, 36127,  1950,
3:00.00, 36109,  2150,
3:00.20, 36106,  2135,
3:00.40, 36106,  1949,
3:00.60, 36116,  1902,
3:00.80, 36137,  2204,
3:01.00, 36161,  1863,
3:01.20, 36183,  2028,
3:01.40, 36183,  2041,
3:01.60, 36198,  1963,
3:01.80, 36203,  2030,
3:02.00, 36198,  1975,
3:02.20, 36181,  2050,
3:02.40, 36155,  2058,
3:02.60, 36155,  3045,
3:02.80, 36123,  2360,
3:03.00, 36088,  2024,
3:03.20, 36055,  2038,
3:03.40, 36026,  2151,
3:03.60, 36026,  2020,
3:03.80, 36003,  2088,
3:04.00, 35984,  1940,
3:04.20, 35969,  2147,
3:04.40, 35956,  1991,
3:04.60, 35956,  2089,
3:04.80, 35944,  2209,
3:05.00, 35931,  2003,
3:05.20, 35916,  2027,
3:05.40, 35900,  2385,
3:05.60, 35883,  2321,
3:05.80, 35883,  1972,
